,alpha=0.01,alpha=0.025,alpha=0.05,alpha=0.075,alpha=0.1
t=842400,2.5139298182554704e+282,1.5557121500777157e+132,1.909920934620895e+75,1.9362263628264313e+54,8.645057551956576e+42
t=846000,2.710141982405529e+283,4.7508763158154846e+132,3.6166936050826417e+75,3.073897059764907e+54,1.2476941239732667e+43
t=849600,2.917424973414599e+284,1.4498665433073986e+133,6.8461607755451185e+75,4.8787574332320106e+54,1.8003662317656884e+43
t=853200,3.1360225127008013e+285,4.421743694185718e+133,1.2954548986725613e+76,7.741344569062707e+54,2.59732622258716e+43
t=856800,3.3661503335731833e+286,1.347633291036373e+134,2.4504063195217393e+76,1.228036802080445e+55,3.746325217618736e+43
t=860400,3.6079932365615455e+287,4.10453449155638e+134,4.633351839200075e+76,1.9475773582955325e+55,5.402542629111989e+43
t=864000,3.861702164845355e+288,1.2493136126713549e+135,8.757791209149733e+76,3.087926386891092e+55,7.789419508191643e+43
t=867600,4.127391323673598e+289,3.800106585182798e+135,1.6547667228468807e+77,4.8947281635016984e+55,1.1228624535169166e+44
t=871200,4.40513536868502e+290,1.1551494446777199e+136,3.1255223005383116e+77,7.756756524219566e+55,1.6183148043985294e+44
t=874800,4.694966688723322e+291,3.509134339745745e+136,5.901369357905022e+77,1.2289160210414207e+56,2.331926391730887e+44
t=878400,4.996872809223351e+292,1.0653260917684707e+137,1.1138535641708059e+78,1.9465036989111228e+56,3.359560378403955e+44
t=882000,5.3107939425165116e+293,3.2321178891686416e+137,2.101596004199269e+78,3.0823344027267597e+56,4.839118329062716e+44
t=885600,5.63662071134732e+294,9.799754186773389e+137,3.9638473754999655e+78,4.879735411111567e+56,6.968938039639426e+44
t=889200,5.974192071673054e+295,2.9693939554215716e+138,7.473634996180973e+78,7.723342574703421e+56,1.0034227042603551e+45
t=892800,6.323293460241626e+296,8.991794739719179e+138,1.4086231496824947e+79,1.2221016360899766e+57,1.4445034648988144e+45
t=896400,6.6836551915497e+297,2.7211478653951454e+139,2.6540337424460158e+79,1.9333160177510817e+57,2.0790789361052786e+45
t=900000,7.05495112779934e+298,8.2297444062774e+139,4.998819276111908e+79,3.0576823037590155e+57,2.9918614212667065e+45
t=903600,7.436797643882557e+299,2.4874264404731262e+140,9.411925900870672e+79,4.8347758425373175e+57,4.3045766870523026e+45
t=907200,7.828752907895748e+300,7.513548133058134e+140,1.7714965673455315e+80,7.642849046100118e+57,6.192104502603592e+45
t=910800,8.2303164956749275e+301,2.2681514525913337e+141,3.3331400493672956e+80,1.2078963055365778e+58,8.905643922706537e+45
t=914400,8.640929355620017e+302,6.842777090746057e+141,6.269297984249157e+80,1.9085341273497184e+58,1.280595476312165e+46
t=918000,9.059974137640245e+303,2.0631333641690557e+142,1.1787916061607094e+81,3.014856067442471e+58,1.8411049696167423e+46
t=921600,9.48677589741286e+304,6.21667226361558e+142,2.215687918968707e+81,4.761349681587696e+58,2.646460688155904e+46
t=925200,9.920603184259633e+305,1.872085096259235e+143,4.1632667099141e+81,7.517801874682507e+58,3.8034088326063903e+46
t=928800,1.0360669517865982e+307,5.634187758386488e+143,7.820141614126698e+81,1.186723207572027e+59,5.46514381332512e+46
t=932400,1.0806135255929255e+308,1.694635598503078e+144,1.468420323348261e+82,1.8728638650260435e+59,7.851480385279547e+46
t=936000,inf,5.094033164401544e+144,2.7563996142012906e+82,2.955028346778419e+59,1.1277769774137365e+47
t=939600,inf,1.5303430249999591e+145,5.172382501869376e+82,4.661398206059258e+59,1.6196342921023184e+47
t=943200,inf,4.594714394603841e+145,9.702784285108294e+82,7.351404395344737e+59,2.3255897717357534e+47
t=946800,inf,1.3787073511559533e+146,1.8195333982664835e+83,1.1591093723494433e+60,3.338658507887073e+47
t=950400,inf,4.1345725343249384e+146,3.411003927823138e+83,1.827169983136858e+60,4.792189392986633e+47
t=954000,inf,1.2391822971222255e+147,6.392394274385927e+83,2.8796144849715196e+60,6.8773220786428724e+47
t=957600,inf,3.711820320087952e+147,1.1975803013194206e+84,4.537232545565076e+60,9.86798547280244e+47
t=961200,inf,1.111186452925403e+148,2.2428802856914015e+84,7.1474223310869e+60,1.4156689782702358e+48
t=964800,inf,3.3245759615406653e+148,4.1992187862650425e+84,1.1256671427992484e+61,2.0305763862353678e+48
t=968400,inf,9.941135282891895e+148,7.859455613187787e+84,1.7724463229860293e+61,2.9120690779361696e+48
t=972000,inf,2.9708941047384066e+149,1.4705458576725169e+85,2.790224620055934e+61,4.1755055008391563e+48
t=975600,inf,8.873416759714723e+149,2.750599802808105e+85,4.3914569070655513e+61,5.986070284689851e+48
t=979200,inf,2.6487938130595337e+150,5.143272708228754e+85,6.910060936884302e+61,8.580255951307498e+48
t=982800,inf,7.902418609189483e+150,9.614253791873925e+85,1.0870745473165913e+62,1.2296589285553473e+49
t=986400,inf,2.356283512211378e+151,1.7966193337137913e+86,1.7097845084200139e+62,1.7619573659534863e+49
t=990000,inf,7.021852684143534e+151,3.356306230782523e+86,2.6886138268220256e+62,2.5242521540538003e+49
t=993600,inf,2.091382907559994e+152,6.26805322481784e+86,4.226889290616248e+62,3.6157383305151823e+49
t=997200,inf,6.2254976255975e+152,1.1702264669408541e+87,6.643839105842349e+62,5.17831508159416e+49
t=1000800,inf,1.852141935143818e+153,2.18410672001146e+87,1.0440553377979507e+63,7.414937135276036e+49
t=1004400,inf,5.507254218755284e+153,4.075163534822032e+87,1.6403423378759448e+63,1.0615838324216355e+50
t=1008000,inf,1.6366568522161125e+154,7.601232575335427e+87,2.5766321369299913e+63,1.5195998279812265e+50
t=1011600,inf,4.861191915143125e+154,1.4173964291648714e+88,4.046482565220258e+63,2.1748664186658013e+50
t=1015200,inf,1.4430836092447217e+155,2.642211137285367e+88,6.353464903780133e+63,3.112179539286331e+50
t=1018800,inf,4.281587017199189e+155,4.923944026202784e+88,9.973593868183417e+63,4.452723137981134e+50
t=1022400,inf,1.2696486733831104e+156,9.17336404384333e+88,1.5653129507044455e+64,6.369656648582101e+50
t=1026000,inf,3.762953098382358e+156,1.708498523978379e+89,2.456176102358306e+64,9.110367988456016e+50
t=1029600,inf,1.114657494060978e+157,3.181057839900892e+89,3.853248477261307e+64,1.3028237470585183e+51
t=1033200,inf,3.3000642861033785e+157,5.921067599226643e+89,6.04371649885437e+64,1.8627970581923e+51
t=1036800,inf,9.765008151623844e+157,1.1017941997124222e+90,9.477440543695176e+64,2.6630286000814817e+51
t=1040400,inf,2.8879720685496587e+158,2.049620529120356e+90,1.485895705228928e+65,3.806420859538003e+51
t=1044000,inf,8.536590460010245e+158,3.8117066223534275e+90,2.329143338881578e+65,5.439872744876037e+51
t=1047600,inf,2.5220163022162066e+159,7.086617568561221e+90,3.6501867884890665e+65,7.773058040121253e+51
t=1051200,inf,7.447049056952885e+159,1.3171418534580437e+91,5.719331838098336e+65,1.1105205154875815e+52
t=1054800,inf,2.1978310970056678e+160,2.4473755767419326e+91,8.959570343244955e+65,1.586328166912356e+52
t=1058400,inf,6.483045533806286e+160,4.5461493840063e+91,1.4032695430689393e+66,2.2656432487660783e+52
t=1062000,inf,1.9113462425906384e+161,8.442329122717206e+91,2.1973912223125803e+66,3.235357847657334e+52
t=1065600,inf,5.632174107159387e+161,1.5673169690725282e+92,3.4402213141654495e+66,4.619401259917602e+52
t=1069200,inf,1.6587848156476795e+162,2.9088937083950987e+92,5.384909736031078e+66,6.59450017358256e+52
t=1072800,inf,4.8829487407197094e+162,5.397290648190339e+92,8.427210804741391e+66,9.412633931852633e+52
t=1076400,inf,1.4366575748716438e+163,1.0011546510994714e+93,1.3185694374706056e+67,1.343302429258737e+53
t=1080000,inf,4.224781023354486e+163,1.8565404364280618e+93,2.0627006276180188e+67,1.9167701325607906e+53
t=1083600,inf,1.2417547113919858e+164,3.4418029527956077e+93,3.226144181189167e+67,2.7346397517809953e+53
t=1087200,inf,3.6479505302658486e+164,6.37890893998415e+93,5.0448243230050775e+67,3.900895526301316e+53
t=1090800,inf,1.0711354782788456e+165,1.1819145305160904e+94,7.88720898027751e+67,5.563689354833132e+53
t=1094400,inf,3.1435692500469483e+165,2.18930096030182e+94,1.2328663427646619e+68,7.934070105096346e+53
t=1098000,inf,9.221161759180109e+165,4.054198820135853e+94,1.9267453152944629e+68,1.1312642064474789e+54
t=1101600,inf,2.7035415091602925e+166,7.505597107680503e+94,3.0105691748839234e+68,1.612750391297674e+54
t=1105200,inf,7.922569216603201e+166,1.3891416431669166e+95,4.703154090015985e+68,2.2988233833420404e+54
t=1108800,inf,2.32052067159533e+167,2.5703326563670302e+95,7.345923746333163e+68,3.276269643982963e+54
t=1112400,inf,6.793475835552444e+167,4.7546012401510013e+95,1.1471508864704057e+69,4.6686303737040094e+54
t=1116000,inf,1.987863738779113e+168,8.792679929300862e+95,1.7910672941436535e+69,6.651742121792724e+54
t=1119600,inf,5.813932102484707e+168,1.6255909160205154e+96,2.795894612476763e+69,9.475837675640613e+54
t=1123200,inf,1.699584826276207e+169,3.004585239813791e+96,4.363626094047538e+69,1.3496972148307156e+55
t=1126800,inf,4.965992430992171e+169,5.551898147632461e+96,6.809142200977246e+69,1.9221702650214422e+55
t=1130400,inf,1.4503083518038313e+170,1.0256107678521984e+97,1.062320882328496e+70,2.737060221202033e+55
t=1134000,inf,4.233567529294855e+170,1.8941230860279225e+97,1.6570582359756824e+70,3.8968534769359834e+55
t=1137600,inf,1.2352226354886748e+171,3.497186449017066e+97,2.5842757879559917e+70,5.547294895628892e+55
t=1141200,inf,3.6022790306532453e+171,6.455275138204776e+97,4.0295752790709955e+70,7.895617690899682e+55
t=1144800,inf,1.0500344893928537e+172,1.1912324732487991e+98,6.282019898795506e+70,1.1236443568938155e+56
t=1148400,inf,3.0593180279675575e+172,2.1976802095906136e+98,9.791725973837599e+70,1.5988575360259944e+56
t=1152000,inf,8.90925260044202e+172,4.053396487180371e+98,1.5259467942636719e+71,2.2747255904174276e+56
t=1155600,inf,2.5933088129730424e+173,7.474130876928142e+98,2.3776066895346166e+71,3.235838450306826e+56
t=1159200,inf,7.545086854759931e+173,1.3778112783140535e+99,3.703918341066592e+71,4.602390251946948e+56
t=1162800,inf,2.194178814844142e+174,2.5392566510105977e+99,5.769043868060562e+71,6.545141815255203e+56
t=1166400,inf,6.377908372563997e+174,4.678554426845333e+99,8.98395583104999e+71,9.306661262768577e+56
t=1170000,inf,1.8530354628306214e+175,8.617978239183943e+99,1.3987914911270186e+72,1.3231472985653539e+57
t=1173600,inf,5.381323380351821e+175,1.5870408756858671e+100,2.177510405643293e+72,1.8808845396437303e+57
t=1177200,inf,1.5620504617882856e+176,2.9218655943070714e+100,3.3891411326704438e+72,2.6733507681270968e+57
t=1180800,inf,4.532129758870124e+176,5.37801670297006e+100,5.274016699897465e+72,3.799179672635748e+57
t=1184400,inf,1.3143517668024905e+177,9.896331492321193e+100,8.205707817296514e+72,5.398386900110883e+57
t=1188000,inf,3.8099877764836712e+177,1.8206098144808746e+101,1.2764786883623165e+73,7.669705288507135e+57
t=1191600,inf,1.103923371610656e+178,3.348501231131004e+101,1.9853374123762662e+73,1.0895170913341085e+58
t=1195200,inf,3.1971155387320394e+178,6.157088016450289e+101,3.0872982696651796e+73,1.5474988170492445e+58
t=1198800,inf,9.255128828814e+178,1.1318580181010924e+102,4.800059502543356e+73,2.1976964927941375e+58
t=1202400,inf,2.6780088720776526e+179,2.0801785086063674e+102,7.461715453217755e+73,3.1206597416707807e+58
t=1206000,inf,7.745467362292913e+179,3.822096892739432e+102,1.1597250493491622e+74,4.430641762520096e+58
t=1209600,inf,2.2391850311401773e+180,7.020945177168127e+102,1.802170775203706e+74,6.289680290985386e+58
t=1213200,inf,6.470528174728667e+180,1.2893850751412249e+103,2.800023367340862e+74,8.927552613569009e+58
t=1216800,inf,1.868949361189037e+181,2.36735412125017e+103,4.349631173354767e+74,1.2670051431915603e+59
t=1220400,inf,5.39590181483344e+181,4.345479513357906e+103,6.755671558874644e+74,1.7979046070132353e+59
t=1224000,inf,1.5571838530700276e+182,7.974554628937774e+103,1.0490838282905083e+75,2.550923388482886e+59
t=1227600,inf,4.4918550843313583e+182,1.463085732956833e+104,1.6288371979605178e+75,3.6188525065913697e+59
t=1231200,inf,1.2951563880759978e+183,2.6836635941977955e+104,2.5285481948648078e+75,5.1331888188001255e+59
t=1234800,inf,3.7327590083240974e+183,4.9213209326937746e+104,3.924561247929177e+75,7.280256438047414e+59
t=1238400,inf,1.075349377738694e+184,9.022584612411161e+104,6.090284086668626e+75,1.0324033034790201e+60
t=1242000,inf,3.0965760208085667e+184,1.653774344810525e+105,9.449542885167016e+75,1.4638465516048895e+60
t=1245600,inf,8.913064509646432e+184,3.0305251575526623e+105,1.4659228076603854e+76,2.0753214281402707e+60
t=1249200,inf,2.564402061542077e+185,5.552086663463753e+105,2.2737289816528148e+76,2.9418398125631812e+60
t=1252800,inf,7.374958216603088e+185,1.016931313009652e+106,3.5260935250428854e+76,4.169622061310488e+60
t=1256400,inf,2.1200592647449508e+186,1.8621916881019535e+106,5.467348149797049e+76,5.909062275886268e+60
t=1260000,inf,6.091889778910064e+186,3.4092187196077203e+106,8.475935484274327e+76,8.373072079531793e+60
t=1263600,inf,1.749734981520593e+187,6.239982862137525e+106,1.313792567786905e+77,1.1863030920093625e+61
t=1267200,inf,5.0235336325568705e+187,1.1418533073714137e+107,2.036078130168964e+77,1.680549254687953e+61
t=1270800,inf,1.4416630001008367e+188,2.0889880087965287e+107,3.154937719777498e+77,2.380409963763507e+61
t=1274400,inf,4.135577676898674e+188,3.820855595959852e+107,4.887829927471132e+77,3.3712998613140164e+61
t=1278000,inf,1.1858429967197888e+189,6.986902343930927e+107,7.571301771843092e+77,4.77406461914457e+61
t=1281600,inf,3.398892041005562e+189,1.277345605189484e+108,1.172612257491091e+78,6.759657121544565e+61
t=1285200,inf,9.737944527169283e+189,2.3347059075541858e+108,1.8157996718474193e+78,9.569884158250273e+61
t=1288800,inf,2.7888011544872585e+190,4.26634808952106e+108,2.811326544630665e+78,1.3546731034488718e+62
t=1292400,inf,7.983414996398997e+190,7.794370572948933e+108,4.351958387428588e+78,1.9173805733884366e+62
t=1296000,inf,2.2844483103362673e+191,1.423661660920573e+109,6.735789072168351e+78,2.7134904494931584e+62
t=1299600,inf,6.534253947849218e+191,2.5997633742702927e+109,1.0423720311248985e+79,3.8396762107381384e+62
t=1303200,inf,1.8682426820514823e+192,4.746379476862618e+109,1.612826933468591e+79,5.432596010306374e+62
t=1306800,inf,5.339415772547786e+192,8.663492631880843e+109,2.4950758382322573e+79,7.685407301003695e+62
t=1310400,inf,1.5253795441058187e+193,1.5809778650086188e+110,3.8593211335898186e+79,1.0871092878705644e+63
t=1314000,inf,4.355985032243956e+193,2.8844372980059085e+110,5.968558916067847e+79,1.537540380723933e+63
t=1317600,inf,1.2434252265386169e+194,5.261374989582484e+110,9.229106733174173e+79,2.174337860492922e+63
t=1321200,inf,3.5479570383743625e+194,9.594902229622145e+110,1.4268610469986037e+80,3.0745025960824417e+63
t=1324800,inf,1.0119590976096622e+195,1.7493845967795062e+111,2.2056456325279622e+80,4.346805452724728e+63
t=1328400,inf,2.8851874627363294e+195,3.18884779295671e+111,3.408961129070112e+80,6.144877206737661e+63
t=1332000,inf,8.222656027438005e+195,5.811474400558915e+111,5.267940063098249e+80,8.685684370881115e+63
t=1335600,inf,2.342490052193665e+196,1.0588713837050495e+112,8.139397812630222e+80,1.2275603967029038e+64
t=1339200,inf,6.6707008586312785e+196,1.9288778824626705e+112,1.257409124032575e+81,1.7347218374543444e+64
t=1342800,inf,1.8988636624502896e+197,3.5129436874068045e+112,1.9422003523301048e+81,2.451123159754391e+64
t=1346400,inf,5.4031277544975895e+197,6.396506832657835e+112,2.999471531652989e+81,3.462971291969732e+64
t=1350000,inf,1.5368318310987847e+198,1.1644479048715516e+113,4.631577752159312e+81,4.891941747795975e+64
t=1353600,inf,4.3695592902301755e+198,2.1193518531734485e+113,7.15067230710006e+81,6.909751795701856e+64
t=1357200,inf,1.2418799701318095e+199,3.856489520944923e+113,1.1038211151640759e+82,9.75871329558125e+64
t=1360800,inf,3.528196944951547e+199,7.015968400860698e+113,1.703666658385402e+82,1.378071549104045e+65
t=1364400,inf,1.001976969835456e+200,1.2761148249803235e+114,2.6290863831488747e+82,1.9458090763900465e+65
t=1368000,inf,2.8444276471594228e+200,2.3205921932399383e+114,4.0565757607291996e+82,2.747122887026099e+65
t=1371600,inf,8.071695699309942e+200,4.2190543852091204e+114,6.258194088845543e+82,3.877979474156954e+65
t=1375200,inf,2.2896437308144037e+201,7.669003277197572e+114,9.653245750386387e+82,5.473720698270193e+65
t=1378800,inf,6.492392734558427e+201,1.3937038622678907e+115,1.4887877615242848e+83,7.725198009572904e+65
t=1382400,inf,1.8402460479821118e+202,2.532270760058474e+115,2.2957653927958956e+83,1.0901508953451162e+66
t=1386000,inf,5.214128596479272e+202,4.60000292491786e+115,3.539628637879612e+83,1.538203411545162e+66
t=1389600,inf,1.4768038227793426e+203,8.354388731185502e+115,5.456618209360208e+83,2.1701573874746576e+66
t=1393200,inf,4.181187011356141e+203,1.516980945537094e+116,8.410567474007061e+83,3.0613934406889897e+66
t=1396800,inf,1.183348266091361e+204,2.7539415426664415e+116,1.296173338753665e+84,4.318149402891657e+66
t=1400400,inf,3.347821161390208e+204,4.998488789004909e+116,1.9972715294644547e+84,6.090135121998201e+66
t=1404000,inf,9.467800280349079e+204,9.07052464690716e+116,3.077142217860372e+84,8.588297593615636e+66
t=1407600,inf,2.6765389696415765e+205,1.6456445616316635e+117,4.740177922200375e+84,1.2109836447103168e+67
t=1411200,inf,7.563732737808264e+205,2.985038107684346e+117,7.300935648140475e+84,1.7073424982343165e+67
t=1414800,inf,2.1366696088579933e+206,5.413450786716358e+117,1.1243444628800504e+85,2.406879492012255e+67
t=1418400,inf,6.033615570566398e+206,9.815427952232282e+117,1.731240573768622e+85,3.392653505915361e+67
t=1422000,inf,1.7031677771459843e+207,1.7793249936767473e+118,2.6653411984031816e+85,4.781633370148098e+67
t=1425600,inf,4.80592763088476e+207,3.224872658361434e+118,4.102850937550838e+85,6.738524111631655e+67
t=1429200,inf,1.3556184889916644e+208,5.843611960966563e+118,6.314753203291711e+85,9.495223370166597e+67
t=1432800,inf,3.822422268904524e+208,1.0586732316918851e+119,9.717732086742314e+85,1.3378197706106283e+68
t=1436400,inf,1.0774105458776255e+209,1.917584509712353e+119,1.495242169466806e+86,1.8846998540339218e+68
t=1440000,inf,3.0357473038558896e+209,3.4726368057266986e+119,2.3003631667056382e+86,2.654844475682009e+68
t=1443600,inf,8.550515589693388e+209,6.287481742171684e+119,3.538504104123973e+86,3.739283640915411e+68
t=1447200,inf,2.4074746812748348e+210,1.1381693386299736e+120,5.442289102340786e+86,5.266114620780069e+68
t=1450800,inf,6.7760147439095e+210,2.059918544845039e+120,8.369168164908835e+86,7.415576407310727e+68
t=1454400,inf,1.906472699647337e+211,3.727404120745136e+120,1.2868322477686434e+87,1.0441246850536106e+69
t=1458000,inf,5.362050712394277e+211,6.743361290861314e+120,1.978338968035047e+87,1.4699846150937792e+69
t=1461600,inf,1.5075640164765457e+212,1.2197199717504334e+121,3.0410164971085123e+87,2.069313662672143e+69
t=1465200,inf,4.237069297595689e+212,2.2057579019631335e+121,4.673866666201466e+87,2.912682208903603e+69
t=1468800,inf,1.1904215109665978e+213,3.988134503604182e+121,7.182464766370873e+87,4.099333529385662e+69
t=1472400,inf,3.343349622483624e+213,7.209352078222933e+121,1.1035969758553799e+88,5.7688189771892636e+69
t=1476000,inf,9.386616696020982e+213,1.3029789478257055e+122,1.6954597339849394e+88,8.117348704261954e+69
t=1479600,inf,2.6344081683658954e+214,2.354471976793623e+122,2.6043815314008682e+88,1.142076667311386e+70
t=1483200,inf,7.391016357340298e+214,4.253680371602868e+122,4.0000189552888074e+88,1.606683038038893e+70
t=1486800,inf,2.0728735333043027e+215,7.683367691340563e+122,6.142709444989694e+88,2.2600558971806458e+70
t=1490400,inf,5.81151571408976e+215,1.3875672856578886e+123,9.431886023301208e+88,3.1787933935190756e+70
t=1494000,inf,1.628749946079605e+216,2.50537299305062e+123,1.448031220893042e+89,4.470537059323399e+70
t=1497600,inf,4.5631864984142324e+216,4.5227946313128985e+123,2.222789220527846e+89,6.286537343970261e+70
t=1501200,inf,1.2780011556098376e+217,8.163148786120501e+123,3.411613115887762e+89,8.83929907605915e+70
t=1504800,inf,3.57802945806327e+217,1.473076001584319e+124,5.235553088441404e+89,1.242735802875013e+71
t=1508400,inf,1.0013977862676393e+218,2.6577212131899787e+124,8.033537400240968e+89,1.747006698050386e+71
t=1512000,inf,2.801688208215843e+218,4.794140364697945e+124,1.232516358430807e+90,2.455643008639822e+71
t=1515600,inf,7.835809077493347e+218,8.646281046949758e+124,1.8906900717431142e+90,3.451365205895411e+71
t=1519200,inf,2.190781996543188e+219,1.559069431654962e+125,2.899946147668351e+90,4.850335152601688e+71
t=1522800,inf,6.123026782296492e+219,2.8107310702625872e+125,4.44735316307094e+90,6.815658940069444e+71
t=1526400,inf,1.7107448245378623e+220,5.066302123555379e+125,6.819547448189607e+90,9.576335235744791e+71
t=1530000,inf,4.7781171154335e+220,9.130215949882655e+125,1.0455670810730279e+91,1.3453842595811439e+72
t=1533600,inf,1.3340780043850862e+221,1.6450890416486133e+126,1.6028423587467208e+91,1.8899441664191955e+72
t=1537200,inf,3.72356492490398e+221,2.963578147094119e+126,2.4568149111923646e+91,2.6546505256939707e+72
t=1540800,inf,1.0389396118308667e+222,5.3377986928321773e+126,3.7652770711940024e+91,3.728392334759452e+72
t=1544400,inf,2.8978489126574077e+222,9.612294067029602e+126,5.769849232962749e+91,5.235906031164661e+72
t=1548000,inf,8.080079267929098e+222,1.7306576757695867e+127,8.840466198260392e+91,7.352214775041683e+72
t=1551600,inf,2.2522175653370943e+223,3.115406911008127e+127,1.3543446596419414e+92,1.0322876898241186e+73
t=1555200,inf,6.275672685022482e+223,5.6070971520342005e+127,2.0745633956456404e+92,1.4492377871753058e+73
t=1558800,inf,1.7480982368783803e+224,1.0089770595263014e+128,3.1773704442206315e+92,2.0343937070973534e+73
t=1562400,inf,4.867740016251798e+224,1.815284185413829e+128,4.865783381558679e+92,2.8555313156317454e+73
t=1566000,inf,1.3550186866563892e+225,3.265339095963357e+128,7.450434780097083e+92,4.007703043954947e+73
t=1569600,inf,3.770682301735263e+225,5.872628035718458e+128,1.1406556047431438e+93,5.62420237355954e+73
t=1573200,inf,1.0489426047793422e+226,1.055984274394689e+129,1.746110332140421e+93,7.891930565715671e+73
t=1576800,inf,2.917030754784738e+226,1.8984683710745483e+129,2.67259525978992e+93,1.1072931065950677e+74
t=1580400,inf,8.109389549015863e+226,3.4124826097480935e+129,4.090149847839323e+93,1.5534564179969277e+74
t=1584000,inf,2.253686803343142e+227,6.13280136985417e+129,6.258783130790281e+93,2.1791784719529414e+74
t=1587600,inf,6.261199950274205e+227,1.1019678575084529e+130,9.576027625996668e+93,3.056637142779116e+74
t=1591200,inf,1.738923853502246e+228,1.979706163479819e+130,1.4649601919283332e+94,4.28698973226191e+74
t=1594800,inf,4.8279515447811903e+228,3.555940832113436e+130,2.2408425676697376e+94,6.011994598616415e+74
t=1598400,inf,1.3400004691074104e+229,6.3860233410375715e+130,3.427220913665179e+94,8.430287992177914e+74
t=1602000,inf,3.7179801791101525e+229,1.1466446856424797e+131,5.241049063081766e+94,1.1820178652091446e+75
t=1605600,inf,1.0312634420695233e+230,2.058494964596566e+131,8.013825185872449e+94,1.6571567073212298e+75
t=1609200,inf,2.8595188636526346e+230,3.694822160715549e+131,1.225200476105975e+95,2.3230637843623484e+75
t=1612800,inf,7.926426874059326e+230,6.630713340869388e+131,1.872924375654792e+95,3.2562430558770093e+75
t=1616400,inf,2.1964607765058088e+231,1.1897347464127199e+132,2.862722544887223e+95,4.563843320456466e+75
t=1620000,inf,6.084589784696953e+231,2.134339065298329e+132,4.375063329358742e+95,6.395919319647882e+75
t=1623600,inf,1.685005661757648e+232,3.828249655716883e+132,6.685526831537512e+95,8.962592928711717e+75
t=1627200,inf,4.6648102631285326e+232,6.865321118448849e+132,1.0214880063606566e+96,1.2558070498410017e+76
t=1630800,inf,1.2910097162197494e+233,1.230964185755622e+133,1.5605489180373918e+96,1.759425236899345e+76
t=1634400,inf,3.5718095328008623e+233,2.206755054443997e+133,2.383790676776288e+96,2.4647761183199947e+76
t=1638000,inf,9.878947394190838e+233,3.9553706309947393e+133,3.6408735552692913e+96,3.4525740469222365e+76
t=1641600,inf,2.7314735331480675e+234,7.08834377014994e+133,5.560194193458192e+96,4.835790675190725e+76
t=1645200,inf,7.550011372734364e+234,1.270068314444352e+134,8.490266853177699e+96,6.77253184974089e+76
t=1648800,inf,2.0862331423612665e+235,2.2752771337976373e+134,1.2962831368293025e+97,9.484049065904955e+76
t=1652400,inf,5.762925951697264e+235,4.0753660401637335e+134,1.9789083666634746e+97,1.3279930548718985e+77
t=1656000,inf,1.5914336610317719e+236,7.298342297820343e+134,3.0206396028588074e+97,1.8593330655904036e+77
t=1659600,inf,4.393389192079243e+236,1.3067945260749702e+135,4.610199130507196e+97,2.6030233271020954e+77
t=1663200,inf,1.212486148973892e+237,2.3394622547375462e+135,7.035389276361714e+97,3.6438333528634095e+77
t=1666800,inf,3.345185445441537e+237,4.1874595091005854e+135,1.0735057766702606e+98,5.100334184407434e+77
t=1670400,inf,9.22635680325832e+237,7.493957473970172e+135,1.6378290641316254e+98,7.138361512410509e+77
t=1674000,inf,2.5439423016847003e+238,1.340905080518981e+136,2.4985084619007463e+98,9.989835172450155e+77
t=1677600,inf,7.012155855079526e+238,2.3988949959044537e+136,3.8110203413723626e+98,1.3979063717643123e+78
t=1681200,inf,1.9322507393086985e+239,4.2909258730953024e+136,5.812326839660627e+98,1.9559507816726577e+78
t=1684800,inf,5.322839208964188e+239,7.673924765448107e+136,8.863540508585038e+98,2.736515636976875e+78
t=1688400,inf,1.465856574718448e+240,1.3721797093564096e+137,1.3514905453225049e+99,3.82823172104766e+78
t=1692000,inf,4.035600804756113e+240,2.4531921058490684e+137,2.0604756530622127e+99,5.354992533130197e+78
t=1695600,inf,1.110692475912125e+241,4.385099086175257e+137,3.1410206027792983e+99,7.489968426388675e+78
t=1699200,inf,3.055967195621601e+241,7.837088084898184e+137,4.78765701208657e+99,1.0475184134788201e+79
t=1702800,inf,8.405684630790377e+241,1.4004180032007765e+138,7.296663962876381e+99,1.4648865852463301e+79
t=1706400,inf,2.311358746508771e+242,2.5020066410906756e+138,1.1119233652120417e+100,2.048363793415037e+79
t=1710000,inf,6.353774539198761e+242,4.4693793821108946e+138,1.6942390364565039e+100,2.863986898747768e+79
t=1713600,inf,1.746090430733608e+243,7.982412161758833e+138,2.5812136389937382e+100,4.004016930995667e+79
t=1717200,inf,4.797030349771336e+243,1.4254415449859867e+139,3.9320839353192804e+100,5.5973416936371155e+79
t=1720800,inf,1.3174960209245548e+244,2.545031637769547e+139,5.989234132534853e+100,7.824000391209391e+79
t=1724400,inf,3.617408706536855e+244,4.543239580909287e+139,9.121570209425547e+100,1.093546186300652e+80
t=1728000,inf,9.929275838508403e+244,8.108993350908664e+139,1.3890498851762123e+101,1.528293312902133e+80
t=1731600,inf,2.7246430046427683e+245,1.4470957581384566e+140,2.115028010806409e+101,2.135687488276966e+80
t=1735200,inf,7.474359429877747e+245,2.582003263928713e+140,3.2200644619541353e+101,2.98421558363958e+80
t=1738800,inf,2.0497976632079863e+246,4.60623045086009e+140,4.901886923345485e+101,4.169502859640033e+80
t=1742400,inf,5.619801226594775e+246,8.216068726685353e+140,7.461264055798768e+101,5.825055141006821e+80
