,alpha=0.01,alpha=0.025,alpha=0.05,alpha=0.075,alpha=0.1
t=212400,7.317478783147946e+86,3.3853139946577395e+40,9.425420374303982e+22,3.1496874708985148e+16,9932925172612.643
t=216000,1.3254904712168353e+88,1.3123415938807448e+41,2.0373389341046314e+23,5.4884177661085176e+16,15405024899157.355
t=219600,2.384363073608655e+89,5.071154680479745e+41,4.395982620886105e+23,9.551795131922646e+16,23868715983287.605
t=223200,4.259959627299246e+90,1.95346171057845e+42,9.468762577923046e+23,1.660317507654578e+17,36947493217062.664
t=226800,7.560153558667455e+91,7.501812137314194e+42,2.036052713964133e+24,2.882540558032722e+17,57139673502824.17
t=230400,1.332909443823991e+93,2.872202122017139e+43,4.3707585560908534e+24,4.998587771782201e+17,88286584094820.77
t=234000,2.3348912295700954e+94,1.0964146515846188e+44,9.367196888479211e+24,8.657968528642885e+17,136289669493959.78
t=237600,4.0642278189720457e+95,4.1731922149603456e+44,2.004287929305934e+25,1.4979259117722527e+18,210208017724269.06
t=241200,7.03044171148474e+96,1.5838631122017972e+45,4.28174096587436e+25,2.588683120059025e+18,323936850434227.7
t=244800,1.2087225467432821e+98,5.994374414930985e+45,9.132765004864097e+25,4.4687903547954775e+18,498772600547352.3
t=248400,2.0656411919142519e+99,2.2623909297517753e+46,1.9449892914219234e+26,7.706046799296687e+18,767330015562115.5
t=252000,3.509221758275437e+100,8.515476539697902e+46,4.1359592840216576e+26,1.3274301167476759e+19,1179519622953521.8
t=255600,5.927021355820053e+101,3.1965914202268537e+47,8.781933300432024e+26,2.2842183032826397e+19,1811662826983504.0
t=259200,9.953429280444344e+102,1.1967982093322753e+48,1.86195533932763e+27,3.926601138631257e+19,2780381906306454.5
t=262800,1.6621076213204126e+104,4.469187378059715e+48,3.9420645200225845e+27,6.743049007665835e+19,4263751656931583.5
t=266400,2.7601592792535693e+105,1.664668249367132e+49,8.334188890409098e+27,1.1568128083526677e+20,6533487196859263.0
t=270000,4.5586375862312796e+106,6.184939914795366e+49,1.7595337822612104e+28,1.9826397233083246e+20,1.0003893444631788e+16
t=273600,7.488557393545288e+107,2.2922849095938183e+50,3.7096743123080344e+28,3.3947278752372117e+20,1.530625575798786e+16
t=277200,1.2236540800418793e+109,8.47506861701468e+50,7.810643976361497e+28,5.8070143734799224e+20,2.3401821072134584e+16
t=280800,1.98907343310314e+110,3.1259002295616324e+51,1.6423265777830795e+29,9.924159902944913e+20,3.5753278455353836e+16
t=284400,3.2166805533879866e+111,1.1502164509507929e+52,3.448754754050869e+29,1.6944685040159705e+21,5.458486418932388e+16
t=288000,5.175620409924757e+112,4.2225179672033015e+52,7.232750396012633e+29,2.890533180368162e+21,8.327664785430557e+16
t=291600,8.286016659971634e+113,1.5465551203218502e+53,1.5149247425712074e+30,4.926435343047698e+21,1.2696185126877106e+17
t=295200,1.3200451628157535e+115,5.651651558703462e+53,3.169077669420469e+30,8.388870596360819e+21,1.9343119904354854e+17
t=298800,2.092768924890405e+116,2.0607019195507505e+54,6.621197987404206e+30,1.427234871408003e+22,2.9450129760287386e+17
t=302400,3.301964433117339e+117,7.497184235327027e+54,1.3816866405936127e+31,2.426128911366724e+22,4.4808391101666554e+17
t=306000,5.185259675763482e+118,2.721682420118269e+55,2.879778414844311e+31,4.120632310223502e+22,6.813133072760333e+17
t=309600,8.104818656226735e+119,9.859291055547355e+55,5.995041165636471e+31,6.992788357088377e+22,1.0352699583853402e+18
t=313200,1.2610077067426513e+121,3.5639803597301046e+56,1.246567295941434e+32,1.185709435937435e+23,1.572111377225182e+18
t=316800,1.9530804700816977e+122,1.2856370696731082e+57,2.5890262790907227e+32,2.0088719786996305e+23,2.385830662382553e+18
t=320400,3.0114534937678674e+123,4.62814268811405e+57,5.371071131569821e+32,3.4007675309297225e+23,3.618479243714617e+18
t=324000,4.6228612804578355e+124,1.662692274583373e+58,1.1130007379770796e+33,5.752502623760455e+23,5.484615586507613e+18
t=327600,7.065594246722098e+125,5.961355811757517e+58,2.3038083008550773e+33,9.72291052432697e+23,8.30813087460676e+18
t=331200,1.0752601092421418e+127,2.133129450212519e+59,4.763428508782948e+33,1.6421000781532642e+24,1.2577687578836656e+19
t=334800,1.6294037221777342e+128,7.6179672626781665e+59,9.838328896766312e+33,2.771220024096331e+24,1.903013406668074e+19
t=338400,2.4587647925720045e+129,2.715321060789368e+60,2.0298184897369793e+34,4.673201827408167e+24,2.877594683928649e+19
t=342000,3.694882588047963e+130,9.659923879514223e+60,4.183434077650256e+34,7.87470340418706e+24,4.3487777515230495e+19
t=345600,5.529698268185504e+131,3.430098986302951e+61,8.612992363723573e+34,1.32597066492895e+25,6.568370421598144e+19
t=349200,8.242152311180855e+132,1.2157095117288578e+62,1.771438281957315e+35,2.231092046255385e+25,9.915253963432737e+19
t=352800,1.2235988229588953e+134,4.300834708862997e+62,3.639603929995165e+35,3.7513592330125375e+25,1.4959211913203574e+20
t=356400,1.8093268454545594e+135,1.5187448526053826e+63,7.470394709237992e+35,6.303054574983735e+25,2.2556674563215488e+20
t=360000,2.664983182435625e+136,5.353467460188889e+63,1.531790504280028e+36,1.0582987898867446e+26,3.39942669355248e+20
t=363600,3.910127044755228e+137,1.8837043978359146e+64,3.1378094333751005e+36,1.7756764983378956e+26,5.1203922873610535e+20
t=367200,5.715119041313404e+138,6.616469841137322e+64,6.42140385939158e+36,2.9772899453857567e+26,7.70850893945154e+20
t=370800,8.321782791885626e+139,2.3199814076209056e+65,1.3128478389420722e+37,4.988655356715755e+26,1.1598710400547143e+21
t=374400,1.207208907269973e+141,8.1207409199471165e+65,2.6815410599536294e+37,8.353226145824537e+26,1.7443102886393545e+21
t=378000,1.744782700537994e+142,2.837710048598785e+66,5.471982779401803e+37,1.39777270644619e+27,2.621893061892716e+21
t=381600,2.5125265335204016e+143,9.899417794279089e+66,1.1155773205785066e+38,2.3374030092487927e+27,3.938998646127814e+21
t=385200,3.605018864660564e+144,3.4476919838396347e+67,2.2722373569151147e+38,3.9061458105328726e+27,5.914781363481969e+21
t=388800,5.154052482264402e+145,1.1987598086208141e+68,4.623928093333215e+38,6.523552070645835e+27,8.877197887104353e+21
t=392400,7.342619822611711e+146,4.161293832886965e+68,9.401042421337229e+38,1.0887887064163276e+28,1.3316795638801337e+22
t=396000,1.0423902380916045e+148,1.4421967830056797e+69,1.9096450091569702e+39,1.8160582585988037e+28,1.996698263538007e+22
t=399600,1.4746962535117817e+149,4.990314122758253e+69,3.875654061542624e+39,3.027230474208246e+28,2.992376362807827e+22
t=403200,2.079138022719299e+150,1.724033168694176e+70,7.858815041100087e+39,5.043052966244895e+28,4.482426915915761e+22
t=406800,2.9213784649377493e+151,5.94681920423478e+70,1.592182035614415e+40,8.396081448564724e+28,6.711283126496021e+22
t=410400,4.0910148134969213e+152,2.0481045327787226e+71,3.2229663931188397e+40,1.3970035602980964e+29,1.0043736732890737e+23
t=414000,5.709889341306041e+153,7.042948587530534e+71,6.518534742473278e+40,2.3230511635503702e+29,1.5023963941956781e+23
t=417600,7.943138834603148e+154,2.4182353093364487e+72,1.3172827865878302e+41,3.860672972470963e+29,2.2463384715059103e+23
t=421200,1.101383541638238e+156,8.290691229864643e+72,2.6597846802935624e+41,6.412284343542752e+29,3.3571385781475145e+23
t=424800,1.522232057890176e+157,2.838163756595176e+73,5.3660648329112175e+41,1.064413901683219e+30,5.014973917368176e+23
t=428400,2.0971651441344833e+158,9.701635449538181e+73,1.0817098856527882e+42,1.76587012394596e+30,7.488163437338382e+23
t=432000,2.8800980351521522e+159,3.31145913516368e+74,2.1787858358414165e+42,2.927924257341991e+30,1.1176119406144202e+24
t=435600,3.94291969298275e+160,1.1286696305631953e+75,4.3850091278203066e+42,4.851947956817389e+30,1.6673149968114468e+24
t=439200,5.381180110279036e+161,3.84143250366922e+75,8.818241066194297e+42,8.035815651262764e+30,2.4863197240080966e+24
t=442800,7.321477776291293e+162,1.3055825423657166e+76,1.7719529024581836e+43,1.3301591565088748e+31,3.7060455123802434e+24
t=446400,9.931024623091484e+163,4.4310428796035244e+76,3.557822705927628e+43,2.2005908407078376e+31,5.521800404776684e+24
t=450000,1.34299906362333e+165,1.5017709316727406e+77,7.138081050614494e+43,3.638641274214216e+31,8.223724280743356e+24
t=453600,1.810738528892956e+166,5.082800834115474e+77,1.4310234875075076e+44,6.013199197283125e+31,1.2242663943497632e+25
t=457200,2.434142462717621e+167,1.717946320030944e+78,2.8667061709443366e+44,9.932086034409988e+31,1.8218159787711329e+25
t=460800,3.2625569052470637e+168,5.798671864624536e+78,5.738438081498091e+44,1.639630452926751e+32,2.7099163770516417e+25
t=464400,4.360170695698466e+169,1.9546328078711676e+79,1.1478396825259961e+45,2.7053543222173404e+32,4.029319101222821e+25
t=468000,5.810231441178862e+170,6.579982104029248e+79,2.2942918101660456e+45,4.4614602027048686e+32,5.988711415147678e+25
t=471600,7.7203854111571606e+171,2.212137945061273e+80,4.5824610379122914e+45,7.353711242955541e+32,8.897389292007909e+25
t=475200,1.0229420301303615e+173,7.427329067349971e+80,9.146067214960242e+45,1.211475829201377e+33,1.3213588959574258e+26
t=478800,1.3515753541164134e+174,2.4905256301928834e+81,1.824140172118622e+46,1.9948189649992522e+33,1.9615955613256346e+26
t=482400,1.780808573285931e+175,8.340500195465015e+81,3.6355734569007216e+46,3.283028608179484e+33,2.9109187593905006e+26
t=486000,2.3398731305165536e+176,2.7895919099632083e+82,7.240710447279571e+46,5.400452493539565e+33,4.318014280465658e+26
t=489600,3.0660249316430464e+177,9.318401923908587e+82,1.4410716631350323e+47,8.879157665186047e+33,6.402842992921534e+26
t=493200,4.006612971589886e+178,3.1088445251240985e+83,2.866082434050279e+47,1.4591546449011008e+34,9.490690505786972e+26
t=496800,5.221644789999813e+179,1.0359001878543593e+84,5.696301884696281e+47,2.396738136186e+34,1.406242828206105e+27
t=500400,6.78695871935399e+180,3.447486994557447e+84,1.1313605187747426e+48,3.934878317199171e+34,2.0828679120454164e+27
t=504000,8.798134959716466e+181,1.1459286579170824e+85,2.245510989182798e+48,6.457065653843418e+34,3.083921861920315e+27
t=507600,1.1375303499940481e+183,3.804407944629729e+85,4.453873721471529e+48,1.0590926779073665e+35,4.564429850934631e+27
t=511200,1.4669037390031711e+184,1.2615236720512403e+86,8.82818715862237e+48,1.736317984224512e+35,6.753245391894117e+27
t=514800,1.8867555503022847e+185,4.1781762789078185e+86,1.7487124974928295e+49,2.8452651078127805e+35,9.98809388284114e+27
t=518400,2.420550042513383e+186,1.3821821705177467e+87,3.461631574456129e+49,4.660322872098551e+35,1.4767196060731454e+28
t=522000,3.0974605268838987e+187,4.56704264653942e+87,6.847957938761607e+49,7.629756199918215e+35,2.1825290694776374e+28
t=525600,3.953661887430776e+188,1.5073014636229307e+88,1.3538213715790172e+50,1.2485567058645441e+36,3.22455520081686e+28
t=529200,5.033892298261101e+189,4.968947510221226e+88,2.6747542424609613e+50,2.042256959754768e+36,4.762429644630466e+28
t=532800,6.3933348529928924e+190,1.6361828452515034e+89,5.2811780236153525e+50,3.339016185502764e+36,7.03133006008028e+28
t=536400,8.099878229395793e+191,5.381535941651479e+89,1.0420876917331803e+51,5.456751691937097e+36,1.0377618751240928e+29
t=540000,1.0236825084880182e+193,1.7680373324748792e+90,2.054974158670381e+51,8.913717529681992e+36,1.531124116674159e+29
t=543600,1.2906127733394864e+194,5.8021790895072595e+90,4.0498522200879465e+51,1.4554390069535944e+37,2.2582741743959793e+29
t=547200,1.6232242913414158e+195,1.901993484373168e+91,7.97635992604297e+51,2.375423552621302e+37,3.32964272274605e+29
t=550800,2.036671124488596e+196,6.2280020784100166e+91,1.5700196219058193e+52,3.8752652101472317e+37,4.907659177006635e+29
t=554400,2.5493582415165794e+197,2.037107194405662e+92,3.088461374557004e+52,6.319409839558083e+37,7.231160909405808e+29
t=558000,3.183582435371843e+198,6.655917913643535e+92,6.071807352466327e+52,1.0300723138106354e+38,1.0651225847420993e+30
t=561600,3.9662873772092655e+199,2.1723732937738016e+93,1.1929835084868494e+53,1.67832616808763e+38,1.5683758571478818e+30
t=565200,4.9299506571194084e+200,7.082666791856531e+93,2.3425746994792928e+53,2.7334039506318162e+38,2.308663973799068e+30
t=568800,6.113622985129325e+201,2.3067387502307646e+94,4.59723693947025e+53,4.4499116869091675e+38,3.397287865021871e+30
t=572400,7.564142268841603e+202,7.504860058853557e+94,9.01667904989341e+53,7.24136424585174e+38,4.997652115999577e+30
t=576000,9.33754805257614e+203,2.4391171995663743e+95,1.767439055243974e+54,1.1779099995224067e+39,7.349583731055287e+30
t=579600,1.1500724801053544e+205,7.919027917323642e+95,3.462519279649615e+54,1.915260303843342e+39,1.08049681047014e+31
t=583200,1.4133305739208539e+206,2.568404507164322e+96,6.779406097683245e+54,3.11292561157663e+39,1.5879953675031732e+31
t=586800,1.732987241544765e+207,8.321669874770396e+96,1.3266139256273327e+55,5.0575030139888287e+39,2.333140662803643e+31
t=590400,2.120248883115651e+208,2.6934950259681588e+97,2.5944938166224384e+55,8.213556523871913e+39,3.4268848094737446e+31
t=594000,2.5883612861425744e+209,8.709306838861708e+97,5.071280406196881e+55,1.333384021180942e+40,5.031829443552553e+31
t=597600,3.1529431762727725e+210,2.813298195918855e+98,9.906977897052298e+55,2.1637611909070439e+40,7.386199907686721e+31
t=601200,3.832367279621683e+211,9.078533716464286e+98,1.9343052683630272e+56,3.50989936852221e+40,1.0838915968092839e+32
t=604800,4.648194435876077e+212,2.926755119116194e+99,3.774598226760846e+56,5.691312313058878e+40,1.590088078036433e+32
t=608400,5.625666746507349e+213,9.426071355385463e+99,7.361731415968444e+56,9.224943817307807e+40,2.3319967290817174e+32
t=612000,6.794266191543794e+214,3.0328547448670357e+100,1.4350080240727861e+57,1.4946851789353109e+41,3.4190620906814815e+32
t=615600,8.188345595153736e+215,9.748816684474305e+100,2.7957310972299267e+57,2.4208703284717205e+41,5.0114014527036845e+32
t=619200,9.847839258111612e+216,3.130649309318623e+101,5.4438322619966346e+57,3.91949602423632e+41,7.343200854541714e+32
t=622800,1.1819060995835415e+218,1.0043889957293058e+102,1.0594583468994356e+58,6.343470389287932e+41,1.0756883513008333e+33
t=626400,1.4155597714527392e+219,3.2192686950103893e+102,2.0607930327472096e+58,1.0262724410108824e+42,1.575299729004555e+33
t=630000,1.6919307015710407e+220,1.0308678084915488e+103,4.0064314135644286e+58,1.659734178747022e+42,2.3063033195181333e+33
t=633600,2.018142762796888e+221,3.2979334056111902e+103,7.784941965357201e+58,2.6832156358532876e+42,3.375568704029754e+33
t=637200,2.4023811713255072e+222,1.0540873151388457e+104,1.5119201236086803e+59,4.3362550290510114e+42,4.9391882630799084e+33
t=640800,2.8540288268472604e+223,3.3659658891423876e+104,2.9348071491196844e+59,7.005147441487812e+42,7.225087290304351e+33
t=644400,3.3838166926951666e+224,1.0738505336942081e+105,5.693888728344194e+59,1.1312640274609135e+43,1.0565992212465556e+34
t=648000,4.003989144367184e+225,3.4227999877830293e+105,1.104125618294097e+60,1.8262318143065262e+43,1.5447489688540308e+34
t=651600,4.7284852005615084e+226,1.08999696244403e+106,2.139978947032281e+60,2.9470943941332223e+43,2.2578066234161375e+34
t=655200,5.573136522693036e+227,3.4679883422575972e+106,4.145561874500525e+60,4.754221123244134e+43,3.2991155335981173e+34
t=658800,6.555883025194863e+228,1.1024045828535745e+107,8.026783623744113e+60,7.666777493613477e+43,4.819378133917955e+34
t=662400,7.697006877658591e+229,3.501207632184921e+107,1.5534072040036248e+61,1.2359344651873413e+44,7.038302233679784e+34
t=666000,9.019385599692856e+230,1.110991165911507e+108,3.004803065082475e+61,1.9917190102425503e+44,1.027611552794804e+35
t=669600,1.0548764848014919e+232,3.5222615887970025e+108,5.809449378952225e+61,3.208571078415356e+44,1.4999435632055324e+35
t=673200,1.2314051371712445e+233,1.1157148705243463e+109,1.1226477079429017e+62,5.1671033608157984e+44,2.1888018284224616e+35
t=676800,1.4347626463623075e+234,3.5310817714151353e+109,2.168417331344288e+62,8.318316295211332e+44,3.1931862600463725e+35
t=680400,1.668568006251975e+235,1.116574139754096e+110,4.186338810197031e+62,1.3386819395867618e+45,4.657244504380278e+35
t=684000,1.9368565460851779e+236,3.527726152324763e+110,8.078286782164609e+62,2.1536442168167767e+45,6.790808587249096e+35
t=687600,2.244117434509491e+237,1.113606917079793e+111,1.5581124377627612e+63,3.4635859699804386e+45,9.899249725135699e+35
t=691200,2.595333163998273e+238,3.512375604676291e+111,3.0038219669908584e+63,5.568449804552926e+45,1.4426868787716846e+36
t=694800,2.996020934340546e+239,1.1068892199891614e+112,5.788241848806856e+63,8.949521772287294e+45,2.1019944099328362e+36
t=698400,3.452275822598516e+240,3.485328433444056e+112,1.1148525687006637e+64,1.43788243682375e+46,3.061832014507247e+36
t=702000,3.9708155928108493e+241,1.0965331217020214e+113,2.1462864826676544e+64,2.309435290649986e+46,4.4588425688405564e+36
t=705600,4.559026962003204e+242,3.44699312915172e+113,4.1300813107020036e+64,3.708069925509098e+46,6.491641596040902e+36
t=709200,5.225013099655114e+243,1.0826842033565201e+114,7.943855557096805e+64,5.951830453841019e+46,9.448854912467552e+36
t=712800,5.97764209619615e+244,3.397879557142824e+114,1.5272391691601864e+65,9.550245089437834e+46,1.3749810210629664e+37
t=716400,6.826596092348008e+245,1.0655185483359258e+115,2.934856609644673e+65,1.5319359767605338e+47,2.0003579839296328e+37
t=720000,7.782420715698794e+246,3.338588821078264e+115,5.637310647046243e+65,2.456572808016208e+47,2.909463107745609e+37
t=723600,8.856574424057947e+247,1.0452393574112111e+116,1.0823392547332588e+66,3.9380604372999674e+47,4.2307045986779274e+37
t=727200,1.0061477307680286e+249,3.269802057670064e+116,2.0771234970636713e+66,6.311020668184233e+47,6.150463816188057e+37
t=730800,1.141055885418478e+250,1.022073267969518e+117,3.9844628867191964e+66,1.0110720048973765e+48,8.939205976786164e+37
t=734400,1.2918304132565343e+251,3.192268430397124e+117,7.639886252036384e+66,1.6193121964279782e+48,1.2989323102664306e+38
t=738000,1.4600297805579985e+252,9.962664628040704e+117,1.464248230182555e+67,2.592661742020393e+48,1.886996851119148e+38
t=741600,1.647326533488681e+253,3.1067925932084133e+118,2.8051383769265786e+67,4.149814148379441e+48,2.740649432271696e+38
t=745200,1.8555110700171355e+254,9.680806538356782e+118,5.3716373598841143e+67,6.640177481708949e+48,3.979550524409718e+38
t=748800,2.0864949914045234e+255,3.0142218914658536e+119,1.0281889490861969e+68,1.062183889510383e+49,5.7771460565184254e+38
t=752400,2.3423139578950763e+256,9.377890239003347e+119,1.9672250849031888e+68,1.6985934160774063e+49,8.384786677519959e+38
t=756000,2.6251299701187517e+257,2.9154335571064565e+120,3.7622795876752204e+68,2.715498585948101e+49,1.2166637995911504e+39
t=759600,2.937232995287757e+258,9.056722055476662e+120,7.192253304816907e+68,4.339911275572519e+49,1.765019869788579e+39
t=763200,3.281041855367227e+259,2.8113221390268253e+121,1.3743481829487336e+69,6.93400173940862e+49,2.559938878740794e+39
t=766800,3.6591042934280734e+260,8.720143699453484e+121,2.625109629569681e+69,1.1075403558905625e+50,3.71202689011241e+39
t=770400,4.0740961340474035e+261,2.7027873888568934e+122,5.012079677871173e+69,1.7685134914950444e+50,5.38139264621408e+39
t=774000,4.528819454421238e+262,8.370994917260038e+122,9.565535797861582e+69,2.823131305110358e+50,7.799752512498258e+39
t=777600,5.026199684529606e+263,2.590722797502722e+123,1.824829969854692e+70,4.505347911865632e+50,1.1302383992332653e+40
t=781200,5.5692815574004545e+264,8.012078472786517e+123,3.479831561096082e+70,7.187879872269958e+50,1.63743059735182e+40
t=784800,6.161223834508553e+265,2.4760049501314707e+124,6.63311750798025e+70,1.1464342883091674e+51,2.3717005901554404e+40
t=788400,6.805292736394728e+266,7.64612794874184e+124,1.2638680548917446e+71,1.8279910093662418e+51,3.4344835674368615e+40
t=792000,7.504854014882195e+267,2.3594838376130042e+125,2.407195031002941e+71,2.9139099229466144e+51,4.972423885793302e+40
t=795600,8.263363610772204e+268,7.275778754456985e+125,4.582972213039652e+71,4.643612883830414e+51,7.197479878823712e+40
t=799200,9.084356849846961e+269,2.241974231782311e+126,8.721887379453853e+71,7.398000294381799e+51,1.0415949811344314e+41
t=802800,9.971436139822508e+270,6.903542631019791e+126,1.659212157394195e+72,1.1782888286593854e+52,1.5070368999076757e+41
t=806400,1.0928257142416905e+272,2.1242482011745021e+127,3.1551676967686747e+72,1.8761556976599794e+52,2.1799973325219674e+41
t=810000,1.1958513406907665e+273,6.531785848309982e+127,5.9975368637303996e+72,2.9865260622805684e+52,3.1527939037425413e+41
t=813600,1.3065919465215559e+274,2.00702881390964e+128,1.139604681721388e+73,4.7527466787594084e+52,4.558723133124285e+41
t=817200,1.4254192403174583e+275,6.162711195791445e+128,2.1645478999624248e+73,7.561440766690405e+52,6.59021119800814e+41
t=820800,1.5527031938100159e+276,1.8909850459186033e+129,4.1097244511036524e+73,1.202670253194343e+53,9.524987007575557e+41
t=824400,1.6888099049096572e+277,5.79834378191423e+129,7.799945651520346e+73,1.9123672783691696e+53,1.3763815807565486e+42
t=828000,1.8340993223571768e+278,1.7767278863168148e+130,1.479805550142342e+74,3.040040334256616e+53,1.988488879562449e+42
t=831600,1.9889228400958408e+279,5.440520577473486e+130,2.806420577341787e+74,4.831380873208541e+53,2.8722205460863407e+42
t=835200,2.1536207712371507e+280,1.6648076079221902e+131,5.320307175770791e+74,7.676224539408876e+53,4.1478510365820175e+42
t=838800,2.3285197133108178e+281,5.090883567562327e+131,1.0082246645251202e+75,1.2192958600402212e+54,5.988798580372603e+42
