,alpha=0.01,alpha=0.025,alpha=0.05,alpha=0.075,alpha=0.1
n=3542400,0.0006638005523548445,0.0002810789302406158,0.0001467315304794608,9.995304132801204e-05,7.569234458760363e-05
n=3628800,0.0006628872881011037,0.0002806924665696277,0.00014652999048248545,9.981588999872967e-05,7.55885871102554e-05
n=3715200,0.0006619967274854794,0.0002803156103384309,0.00014633346074528826,9.96821482347891e-05,7.548740903115686e-05
n=3801600,0.0006611277973951982,0.0002799479074406697,0.00014614170445235354,9.955165487928185e-05,7.53886884321733e-05
n=3888000,0.0006602794984055238,0.0002795889349523651,0.00014595450104970984,9.942425984155199e-05,7.529231176699107e-05
n=3974400,0.0006594508982119235,0.0002792382983526202,0.00014577164479553372,9.929982311085732e-05,7.519817311493491e-05
n=4060800,0.0006586411257762525,0.0002788956290464773,0.0001455929434683249,9.917821387726092e-05,7.510617351590627e-05
n=4147200,0.0006578493660959385,0.0002785605821514071,0.00014541821721256483,9.905930974608258e-05,7.501622037610144e-05
n=4233600,0.0006570748555183856,0.0002782328345145165,0.00014524729750469494,9.894299603423049e-05,7.49282269356737e-05
n=4320000,0.0006563168775339031,0.0002779120829322538,0.00014508002622469653,9.88291651383943e-05,7.484211179075997e-05
n=4406400,0.0006555747589897807,0.0002775980425483286,0.0001449162548206093,9.871771596648759e-05,7.475779846335654e-05
n=4492800,0.0006548478666759985,0.00027729044540889534,0.00014475584355506263,9.860855342489905e-05,7.467521501341537e-05
n=4579200,0.0006541356042397019,0.00027698903915685983,0.00014459866082435922,9.850158795511775e-05,7.459429368829255e-05
n=4665600,0.0006534374093912385,0.0002766935858495646,0.00014444458254190027,9.839673511414365e-05,7.451497060532133e-05
n=4752000,0.0006527527513693556,0.0002764038608861441,0.00014429349157880358,9.829391519381898e-05,7.443718546382934e-05
n=4838400,0.0006520811286372919,0.0002761196520325848,0.00014414527725547467,9.819305287483363e-05,7.436088128338729e-05
n=4924800,0.0006514220667850105,0.000275840758534019,0.00014399983487866944,9.809407691168894e-05,7.428600416547864e-05
n=5011200,0.0006507751166158696,0.0002755669903050661,0.00014385706531925898,9.799691984535931e-05,7.421250307612239e-05
n=5097600,0.0006501398523986366,0.00027529816719014215,0.00014371687462648276,9.790151774078556e-05,7.414032964728208e-05
n=5184000,0.0006495158702680232,0.00027503411828661825,0.00014357917367497673,9.780780994667054e-05,7.406943799514791e-05
