,alpha=0.01,alpha=0.025,alpha=0.05,alpha=0.075,alpha=0.1
t=892800,inf,2.5546558554458294e+235,1.323170105443812e+122,4.6476816566994744e+82,1.5894010299760113e+62
t=896400,inf,2.005115320122742e+236,3.852878469487992e+122,9.581346903235555e+82,2.7392109739796237e+62
t=900000,inf,1.5730433710419599e+237,1.1216262764201552e+123,1.974896841261546e+83,4.720228167853117e+62
t=903600,inf,1.2334947284383699e+238,3.264410195029331e+123,4.069960844794564e+83,8.132915281784978e+62
t=907200,inf,9.66785259512128e+238,9.49850836870768e+123,8.386182623466488e+83,1.4011204762321783e+63
t=910800,inf,7.573902657757415e+239,2.7631258864892494e+124,1.7276945759501682e+84,2.4135200640151666e+63
t=914400,inf,5.930717573551087e+240,8.036018939575168e+124,3.5587582905851683e+84,4.1569305984086396e+63
t=918000,inf,4.641874913277008e+241,2.3365586501244375e+125,7.329243963806036e+84,7.158817381241927e+63
t=921600,inf,3.6314421000252154e+242,6.792166294190328e+125,1.5092087753866637e+85,1.2326979244664786e+64
t=925200,inf,2.8396521531202412e+243,1.9739504742114533e+126,3.107200044452027e+85,2.1223604101534304e+64
t=928800,inf,2.2194855072500193e+244,5.73536337644458e+126,6.396157435701732e+85,3.6536665975857417e+64
t=932400,inf,1.733969475217194e+245,1.666029907094102e+127,1.3164349383788653e+86,6.2890669427599e+64
t=936000,inf,1.354045802370618e+246,4.83840518769105e+127,2.709007852585802e+86,1.0824086596725457e+65
t=939600,inf,1.0568876843878988e+247,1.4048167632938087e+128,5.573808182795576e+86,1.8627057238877779e+65
t=943200,inf,8.245722015793665e+247,4.077890347496616e+128,1.1466343412242212e+87,3.2051281703830567e+65
t=946800,inf,6.430336518365382e+248,1.1834508696602884e+129,2.358464366111931e+87,5.514357569119919e+65
t=950400,inf,5.012387704273993e+249,3.433714291455708e+129,4.850264440217062e+87,9.486216324133278e+65
t=954000,inf,3.905371298087247e+250,9.960421472374823e+129,9.973176687965544e+87,1.6316984769726071e+66
t=957600,inf,3.0414977182334155e+251,2.8886259797122707e+130,2.0503777378360576e+88,2.8063108815295987e+66
t=961200,inf,2.3676686047691876e+252,8.375395887176874e+130,4.214701097256425e+88,4.825928054241373e+66
t=964800,inf,1.8423127201411994e+253,2.427840794463305e+131,8.662285384107745e+88,8.298035678633058e+66
t=968400,inf,1.4328989153595186e+254,7.0361693612308455e+131,1.780046162445842e+89,1.4266562523554947e+67
t=972000,inf,1.1139822547393686e+255,2.038703048358168e+132,3.657323491676551e+89,2.4525235135013754e+67
t=975600,inf,8.656697644022495e+255,5.90573089018021e+132,7.51327145066724e+89,4.215576762023388e+67
t=979200,inf,6.724162787043051e+256,1.7103922097961159e+133,1.543222822450049e+90,7.245210453629566e+67
t=982800,inf,5.220798274754672e+257,4.952454807095431e+133,3.1692923685970334e+90,1.245074627807369e+68
t=986400,inf,4.051809854693734e+258,1.4336675777496849e+134,6.507742159414296e+90,2.1393918065654452e+68
t=990000,inf,3.14322426805327e+259,4.149348492614612e+134,1.3360816173041342e+91,3.675665914570258e+68
t=993600,inf,2.4373425191483645e+260,1.2006467104842011e+135,2.7426507604008546e+91,6.3144085922047715e+68
t=997200,inf,1.8891800598604514e+261,3.473400026039281e+135,5.6291542532348566e+91,1.084627135094224e+69
t=1000800,inf,1.4636810065847483e+262,1.0046134322483575e+136,1.1551839770400794e+92,1.862857228356508e+69
t=1004400,inf,1.1335391285385309e+263,2.905013335026563e+136,2.3702533862688255e+92,3.1991174421792352e+69
t=1008000,inf,8.774942571318401e+263,8.398517127907136e+136,4.862663884995427e+92,5.493289486811045e+69
t=1011600,inf,6.790010186232192e+264,2.427519816634876e+137,9.97446994120304e+92,9.431627959669134e+69
t=1015200,inf,5.251890083165439e+265,7.015021395781739e+137,2.0456990302987312e+93,1.6191716449962183e+70
t=1018800,inf,4.0605098484850324e+266,2.026756678098259e+138,4.194983242815041e+93,2.779401910808518e+70
t=1022400,inf,3.1380937879350905e+267,5.8543808514895137e+138,8.601130478273062e+93,4.770481603130243e+70
t=1026000,inf,2.424221784493928e+268,1.6907033920622404e+139,1.7632662348631163e+94,8.187016918084704e+70
t=1029600,inf,1.871977062442412e+269,4.881590153056351e+139,3.614244507214525e+94,1.4048886859349474e+71
t=1033200,inf,1.444944273708654e+270,1.4091686882437571e+140,7.407210438790417e+94,2.4105218996145446e+71
t=1036800,inf,1.1148712842802949e+271,4.066986910323319e+140,1.5178525399978236e+95,4.135550804490987e+71
t=1040400,inf,8.598487537770875e+271,1.1735214214158196e+141,3.109871568771572e+95,7.094289780564581e+71
t=1044000,inf,6.628934885497315e+272,3.385462911430059e+141,6.370793476054268e+95,1.2168525131931315e+72
t=1047600,inf,5.10846509706384e+273,9.764594737141027e+141,1.3049174090217603e+96,2.086991056124306e+72
t=1051200,inf,3.935163071818905e+274,2.815787266699288e+142,2.672459750155622e+96,3.5789614956113804e+72
t=1054800,inf,3.030130236968444e+275,8.118115765383262e+142,5.47240451397439e+96,6.136877088096743e+72
t=1058400,inf,2.3323125034031287e+276,2.3400263464168763e+143,1.1204289040831527e+97,1.0521846247139802e+73
t=1062000,inf,1.7944844220774423e+277,6.743675822831418e+143,2.293663621107441e+97,1.8038099133804765e+73
t=1065600,inf,1.3801324569687789e+278,1.943047307980765e+144,4.69477385665757e+97,3.0920324513723805e+73
t=1069200,inf,1.0610371372316549e+279,5.5973328675320264e+144,9.60814111654419e+97,5.2997079237922655e+73
t=1072800,inf,8.153982000121842e+279,1.6120937037269687e+145,1.9660928663506794e+98,9.082692428506976e+73
t=1076400,inf,6.263814177282464e+280,4.642064068321552e+145,4.02261856631963e+98,1.5564394148736861e+74
t=1080000,inf,4.809927575044344e+281,1.3364231560872574e+146,8.229132658827568e+98,2.6668889527661436e+74
t=1083600,inf,3.692065187815352e+282,3.846707616472815e+146,1.6832160618493e+99,4.569123557624074e+74
t=1087200,inf,2.832904461576764e+283,1.1069984024526885e+147,3.442440733426606e+99,7.827377639401455e+74
t=1090800,inf,2.1728354085747527e+284,3.1850609544786558e+147,7.039374759075902e+99,1.340772961489902e+75
t=1094400,inf,1.665921948237076e+285,9.162241673762719e+147,1.439272131605576e+100,2.2964126217180076e+75
t=1098000,inf,1.2767797013799645e+286,2.635113224789177e+148,2.942342097764555e+100,3.932787556996457e+75
t=1101600,inf,9.781633027512885e+286,7.577233320923157e+148,6.014299305695915e+100,6.734526744465606e+75
t=1105200,inf,7.49102784451283e+287,2.1783927358694466e+149,1.229189192755321e+101,1.1531076716336586e+76
t=1108800,inf,5.734646820647508e+288,6.261467566900025e+149,2.511854352634893e+101,1.9741901317601703e+76
t=1112400,inf,4.388415351141493e+289,1.799412859352396e+150,5.132304292133108e+101,3.3795943654308985e+76
t=1116000,inf,3.356951921895839e+290,5.170118831200649e+150,1.0485104486536555e+102,5.784912739580122e+76
t=1119600,inf,2.566961892682416e+291,1.4852020538403515e+151,2.1417843714594615e+102,9.901154322184335e+76
t=1123200,inf,1.9621453719710383e+292,4.265659205929068e+151,4.374430694483689e+102,1.6944617742211966e+77
t=1126800,inf,1.4992737895397656e+293,1.2249056972362739e+152,8.933267556665869e+102,2.899578008827153e+77
t=1130400,inf,1.1451681837562323e+294,3.516700005858181e+152,1.8240735319896085e+103,4.961294857991422e+77
t=1134000,inf,8.743729192089207e+294,1.0094491355216402e+153,3.7240691078174156e+103,8.488142149643149e+77
t=1137600,inf,6.673655175163358e+295,2.8970119715518184e+153,7.602154674209107e+103,1.4520706806155141e+78
t=1141200,inf,5.0917961017085275e+296,8.312528531955753e+153,1.5516702736760444e+104,2.4838222787441545e+78
t=1144800,inf,3.883461059278073e+297,2.3846974896178175e+154,3.1666942605570795e+104,4.2482598236957835e+78
t=1148400,inf,2.960793672693753e+298,6.839919672401662e+154,6.461851483872166e+104,7.265400396521126e+78
t=1152000,inf,2.2565195379225318e+299,1.9614920076081122e+155,1.318415004574492e+105,1.2424133415682199e+79
t=1155600,inf,1.7191443330483513e+300,5.623933675406537e+155,2.689625497867694e+105,2.1243734652607393e+79
t=1159200,inf,1.3092675037975735e+301,1.6121751154072576e+156,5.486257451696974e+105,3.632068045396236e+79
t=1162800,inf,9.967534798493871e+301,4.620647943700643e+156,1.11893647186469e+106,6.209198836033829e+79
t=1166400,inf,7.58561799217284e+302,1.3240746063211498e+157,2.2818113306029027e+106,1.0613919206761193e+80
t=1170000,inf,5.7708331893323e+303,3.7935097752299835e+157,4.652638071916282e+106,1.814156467612505e+80
t=1173600,inf,4.388649781963834e+304,1.0866492779507853e+158,9.485587214384773e+106,3.10050612397884e+80
t=1177200,inf,3.3363275680235438e+305,3.1121267932017316e+158,1.933636179316411e+107,5.298457643963591e+80
t=1180800,inf,2.53543392742176e+306,8.911383368733867e+158,3.941223572465244e+107,9.053687375864374e+80
t=1184400,inf,1.9261152161752259e+307,2.551251002978525e+159,8.032177942556186e+107,1.5468948977821872e+81
t=1188000,inf,1.4627128334716913e+308,7.302670775166772e+159,1.636747497339242e+108,2.6427466811178925e+81
t=1191600,inf,inf,2.0899263539328606e+160,3.3348502542397275e+108,4.514501602204315e+81
t=1195200,inf,inf,5.980000542217319e+160,6.79387337805994e+108,7.711231873759516e+81
t=1198800,inf,inf,1.710774216229313e+161,1.383901527924113e+109,1.3170356087967255e+82
t=1202400,inf,inf,4.893342912278837e+161,2.818640761809763e+109,2.2492162030602763e+82
t=1206000,inf,inf,1.3993950593878755e+162,5.7401234792724896e+109,3.8408287871308156e+82
t=1209600,inf,inf,4.0012620863996914e+162,1.1688260335767021e+110,6.55811271904435e+82
t=1213200,inf,inf,1.1438679314225669e+163,2.379719769275026e+110,1.119677923638471e+83
t=1216800,inf,inf,3.269469099637227e+163,4.8445029759080974e+110,1.9114713281343556e+83
t=1220400,inf,inf,9.343321628150323e+163,9.860984272363705e+110,3.262894399345108e+83
t=1224000,inf,inf,2.6696130163730135e+164,2.0069617666366792e+111,5.569278419796967e+83
t=1227600,inf,inf,7.626381267621994e+164,4.084189535405886e+111,9.505077101303617e+83
t=1231200,inf,inf,2.178272172572787e+165,8.310378318074015e+111,1.6220837849775557e+84
t=1234800,inf,inf,6.220559352793216e+165,1.6907678432088792e+112,2.767910015715423e+84
t=1238400,inf,inf,1.7761131632959487e+166,3.439502275711494e+112,4.722715855495076e+84
t=1242000,inf,inf,5.070326910953806e+166,6.996096940701031e+112,8.057363395313232e+84
t=1245600,inf,inf,1.4471903445107627e+167,1.4228685798999374e+113,1.3745340066055763e+85
t=1249200,inf,inf,4.129903922391646e+167,2.8934945570702916e+113,2.3446582376738418e+85
t=1252800,inf,inf,1.1783629188409878e+168,5.88341679115161e+113,3.999127453948719e+85
t=1256400,inf,inf,3.3615783805973346e+168,1.1961503774153746e+114,6.820444794736452e+85
t=1260000,inf,inf,9.58810317711465e+168,2.4315954473431653e+114,1.1631132990131505e+86
t=1263600,inf,inf,2.734309451462767e+169,4.942496704076665e+114,1.983322463902535e+86
t=1267200,inf,inf,7.796296742352833e+169,1.0045027591730244e+115,3.3816350859283074e+86
t=1270800,inf,inf,2.2225677761912402e+170,2.0412947076733877e+115,5.765306029069858e+86
t=1274400,inf,inf,6.335017853687668e+170,4.14772797080998e+115,9.828343277751506e+86
t=1278000,inf,inf,1.8053735292302062e+171,8.426843932864383e+115,1.6753313234102843e+87
t=1281600,inf,inf,5.14414159750619e+171,1.7118665827656523e+116,2.855509780379452e+87
t=1285200,inf,inf,1.465499224949774e+172,3.477165030381206e+116,4.8666404161231015e+87
t=1288800,inf,inf,4.174316004624621e+172,7.062057753791809e+116,8.293495981225165e+87
t=1292400,inf,inf,1.1888096439860972e+173,1.4341280987155007e+117,1.413217159535899e+88
t=1296000,inf,inf,3.385063320590168e+173,2.912027611392945e+117,2.4079261233519277e+88
t=1299600,inf,inf,9.637157753249298e+173,5.912267017504398e+117,4.1024237343201905e+88
t=1303200,inf,inf,2.7432099338067637e+174,1.2002279683798442e+118,6.988775393991586e+88
t=1306800,inf,inf,7.807234739866437e+174,2.4362661965346675e+118,1.1904878500268413e+89
t=1310400,inf,inf,2.2215892002172853e+175,4.944668395269678e+118,2.0277400324018134e+89
t=1314000,inf,inf,6.32060728037221e+175,1.003462577899213e+119,3.453529046367776e+89
t=1317600,inf,inf,1.797970654213916e+176,2.0361834689683605e+119,5.881357601596786e+89
t=1321200,inf,inf,5.113701074093872e+176,4.1312786629161474e+119,1.0015111768909669e+90
t=1324800,inf,inf,1.4541768502149585e+177,8.381158770297914e+119,1.7052884847026247e+90
t=1328400,inf,inf,4.134552113400736e+177,1.7001051339398263e+120,2.903379909503896e+90
t=1332000,inf,inf,1.1753555728715372e+178,3.448258059663028e+120,4.942810122422313e+90
t=1335600,inf,inf,3.34071809523443e+178,6.993203200122357e+120,8.41410916662812e+90
t=1339200,inf,inf,9.493805855508693e+178,1.4180941891734778e+121,1.4322097117062427e+91
t=1342800,inf,inf,2.6975594239892296e+179,2.8753233041608874e+121,2.4376393102223027e+91
t=1346400,inf,inf,7.663586253838386e+179,5.8293630283211035e+121,4.148553880403897e+91
t=1350000,inf,inf,2.176825574460768e+180,1.1817033443535817e+122,7.059738020362073e+91
t=1353600,inf,inf,6.182241416815907e+180,2.3952392748218627e+122,1.2012823473041907e+92
t=1357200,inf,inf,1.755493524997629e+181,4.854478174049604e+122,2.0439316306786762e+92
t=1360800,inf,inf,4.984064336377384e+181,9.837608645508565e+122,3.4773827232498833e+92
t=1364400,inf,inf,1.4148140899703663e+182,1.99337956272029e+123,5.91566505054098e+92
t=1368000,inf,inf,4.015564748331631e+182,4.038722942191426e+123,1.0062820223697065e+93
t=1371600,inf,inf,1.139529573174647e+183,8.181856366871037e+123,1.7115949767226616e+93
t=1375200,inf,inf,3.233229020375309e+183,1.6573471997154474e+124,2.9110357605485985e+93
t=1378800,inf,inf,9.17232478989767e+183,3.356828333171706e+124,4.9506180627841515e+93
t=1382400,inf,inf,2.6016846646797638e+184,6.798277343679326e+124,8.41853929562706e+93
t=1386000,inf,inf,7.37840265764317e+184,1.3766478572283784e+125,1.4314612621165937e+94
t=1389600,inf,inf,2.0921975780523792e+185,2.7874123036723737e+125,2.433817926775586e+94
t=1393200,inf,inf,5.93165482182318e+185,5.643311872926441e+125,4.137731402020223e+94
t=1396800,inf,inf,1.681442659583337e+186,1.1424087081895501e+126,7.033999325353727e+94
t=1400400,inf,inf,4.765642402335819e+186,2.312403912657943e+126,1.1956615399796853e+95
t=1404000,inf,inf,1.350498856401622e+187,4.6801604980980293e+126,2.0322643574871018e+95
t=1407600,inf,inf,3.8264897185591125e+187,9.471369522167591e+126,3.4539674167645007e+95
t=1411200,inf,inf,1.0840283016415643e+188,1.9165489656816115e+127,5.869788581944675e+95
t=1414800,inf,inf,3.070538942193001e+188,3.877772119570883e+127,9.974541923384248e+95
t=1418400,inf,inf,8.696063354029815e+188,7.84512728498002e+127,1.6948443883973533e+96
t=1422000,inf,inf,2.4624365784820903e+189,1.586986274522265e+128,2.879606588398995e+96
t=1425600,inf,inf,6.971750905349298e+189,3.2099770849755613e+128,4.892186852183986e+96
t=1429200,inf,inf,1.973573449285958e+190,6.4921178853194305e+128,8.310737246597919e+96
t=1432800,inf,inf,5.585981902703345e+190,1.3128849924885847e+129,1.4117012343185763e+97
t=1436400,inf,inf,1.5808138282098744e+191,2.6547455996831932e+129,2.3977994286154363e+97
t=1440000,inf,inf,4.4729811905892045e+191,5.3675387810774424e+129,4.072394230817702e+97
t=1443600,inf,inf,1.2654609051610686e+192,1.0851346817133343e+130,6.915980584264897e+97
t=1447200,inf,inf,3.57961137247046e+192,2.19355427475072e+130,1.1744236679884956e+98
t=1450800,inf,inf,1.0124152561157606e+193,4.433732908265269e+130,1.9941737205206832e+98
t=1454400,inf,inf,2.8629733590206542e+193,8.960808304488348e+130,3.3858556049858236e+98
t=1458000,inf,inf,8.094908136761866e+193,1.8108458265721938e+131,5.748323662729945e+98
t=1461600,inf,inf,2.2884567105803097e+194,3.659085099198109e+131,9.758462893378819e+98
t=1465200,inf,inf,6.468592661872732e+194,7.392994781805438e+131,1.6564911613574415e+99
t=1468800,inf,inf,1.828156608192308e+195,1.493568885399738e+132,2.8116704810725974e+99
t=1472400,inf,inf,5.165990994012768e+195,3.0170825667514615e+132,4.772076469856033e+99
t=1476000,inf,inf,1.4595894370799333e+196,6.094054360521703e+132,8.098752471128567e+99
t=1479600,inf,inf,4.1232983536039005e+196,1.2307865836427659e+133,1.3743479461874239e+100
t=1483200,inf,inf,1.1646514008521386e+197,2.4855161766063515e+133,2.332078655239362e+100
t=1486800,inf,inf,3.289155844134847e+197,5.018893206372326e+133,3.956923886638235e+100
t=1490400,inf,inf,9.287747820339388e+197,1.0133441025540074e+134,6.71336541762017e+100
t=1494000,inf,inf,2.6222494557205304e+198,2.045802340180528e+134,1.1389143035427695e+101
t=1497600,inf,inf,7.402448201531255e+198,4.1297926075595104e+134,1.932013061339275e+101
t=1501200,inf,inf,2.0893668148385438e+199,8.33586679114973e+134,3.2771581512639717e+101
t=1504800,inf,inf,5.896470195350986e+199,1.682408088832516e+135,5.558442971224563e+101
t=1508400,inf,inf,1.6638255109643536e+200,3.3952369926755606e+135,9.427084493509922e+101
t=1512000,inf,inf,4.694202950921025e+200,6.851207334284424e+135,1.5987119308353998e+102
t=1515600,inf,inf,1.3242028317158975e+201,1.382364276451299e+136,2.711013514362703e+102
t=1519200,inf,inf,3.734959385454496e+201,2.7889220327175965e+136,4.596866357440669e+102
t=1522800,inf,inf,1.0533098114965128e+202,5.626117889134437e+136,7.794008595533169e+102
t=1526400,inf,inf,2.9700612327146796e+202,1.1348539406821096e+137,1.3213831608862178e+103
t=1530000,inf,inf,8.373631715209802e+202,2.288916248546164e+137,2.240090779221703e+103
t=1533600,inf,inf,2.3604871455691025e+203,4.6161373964939364e+137,3.797270265983361e+103
t=1537200,inf,inf,6.653174353318872e+203,9.308646673975654e+137,6.436451714100515e+103
t=1540800,inf,inf,1.8749763789069072e+204,1.8769532763764147e+138,1.090914503509339e+104
t=1544400,inf,inf,5.283266002266044e+204,3.784247863517089e+138,1.8488606744028248e+104
t=1548000,inf,inf,1.4885008330224565e+205,7.628953799098194e+138,3.133191930697817e+104
t=1551600,inf,inf,4.1931052457518775e+205,1.5378351844986158e+139,5.3093240638835045e+104
t=1555200,inf,inf,1.181034726702599e+206,3.0996602829106653e+139,8.996238574172739e+104
t=1558800,inf,inf,3.326058944867389e+206,6.24709342125971e+139,1.524236173349895e+105
t=1562400,inf,inf,9.36564583177274e+206,1.2589300432616105e+140,2.5823387275760565e+105
t=1566000,inf,inf,2.6368545806700647e+207,2.536792751804907e+140,4.3746556263293337e+105
t=1569600,inf,inf,7.422931158440958e+207,5.111263487205856e+140,7.410445630972191e+105
t=1573200,inf,inf,2.0893232338388084e+208,1.0297493800894828e+141,1.2552049540352785e+106
t=1576800,inf,inf,5.879994572886989e+208,2.0744114161934594e+141,2.125959084386263e+106
t=1580400,inf,inf,1.6545863967169285e+209,4.178480981937311e+141,3.6005195199135366e+106
t=1584000,inf,inf,4.6552536346725694e+209,8.41593249080116e+141,6.097411706803039e+106
t=1587600,inf,inf,1.3096002863910175e+210,1.6949091685603518e+142,1.0325141814308503e+107
t=1591200,inf,inf,3.683628548776861e+210,3.413116266175515e+142,1.7483032163720407e+107
t=1594800,inf,inf,1.0359879256542314e+211,6.872524525136515e+142,2.9601095569696615e+107
t=1598400,inf,inf,2.9132348128329043e+211,1.3837007311069488e+143,5.011516699042945e+107
t=1602000,inf,inf,8.191027053690173e+211,2.7856643897144513e+143,8.484006983342231e+107
t=1605600,inf,inf,2.302732227795957e+212,5.607590066367857e+143,1.4361617699331066e+108
t=1609200,inf,inf,6.4727802719497626e+212,1.1287159419126517e+144,2.430951448731695e+108
t=1612800,inf,inf,1.8192013629619427e+213,2.2717162715128283e+144,4.1145264352507474e+108
t=1616400,inf,inf,5.112264313162955e+213,4.571772793290879e+144,6.963605288945327e+108
t=1620000,inf,inf,1.4364436044252465e+214,9.199757945310434e+144,1.1784718759952013e+109
t=1623600,inf,inf,4.035587318893865e+214,1.8510982309327723e+145,1.9942295813858026e+109
t=1627200,inf,inf,1.1336211484108287e+215,3.724293717913679e+145,3.3744423203023738e+109
t=1630800,inf,inf,3.183994327248769e+215,7.492381229751492e+145,5.7095233803178796e+109
t=1634400,inf,inf,8.941696382240431e+215,1.5071531437457386e+146,9.659813943802929e+109
t=1638000,inf,inf,2.5107933692828146e+216,3.0314929579485337e+146,1.6342135013603306e+110
t=1641600,inf,inf,7.04929326290336e+216,6.0970182656151975e+146,2.7645218096898707e+110
t=1645200,inf,inf,1.9789000794218733e+217,1.2261405901694275e+147,4.6763015347727016e+110
t=1648800,inf,inf,5.554512725366386e+217,2.4656133472639524e+147,7.909632783226211e+110
t=1652400,inf,inf,1.5588775708340754e+218,4.957602388937889e+147,1.3377702331879756e+111
t=1656000,inf,inf,4.374436555945804e+218,9.967368556357772e+147,2.2624458542984623e+111
t=1659600,inf,inf,1.2273726337996695e+219,2.0037869030428008e+148,3.8260125041442603e+111
t=1663200,inf,inf,3.4433017016601967e+219,4.0279570282761525e+148,6.469730134525345e+111
t=1666800,inf,inf,9.658688808222704e+219,8.096186214309717e+148,1.0939503243902001e+112
t=1670400,inf,inf,2.7089803353677627e+220,1.6271912454434698e+149,1.8496125210163708e+112
t=1674000,inf,inf,7.596932006064342e+220,3.270086538123881e+149,3.127056269217058e+112
t=1677600,inf,inf,2.1301758675029753e+221,6.571167143525952e+149,5.286429974601013e+112
t=1681200,inf,inf,5.972245341066915e+221,1.3203482325750581e+150,8.936370856712172e+112
t=1684800,inf,inf,1.674190618742521e+222,2.652755682446903e+150,1.5105387092036947e+113
t=1688400,inf,inf,4.692641483670622e+222,5.329284351629658e+150,2.553139669043251e+113
t=1692000,inf,inf,1.3151496636801102e+223,1.0705414601197534e+151,4.3150853465505224e+113
t=1695600,inf,inf,3.685347418443868e+223,2.1503102801671208e+151,7.292498879835212e+113
t=1699200,inf,inf,1.0325884636757218e+224,4.318788095729075e+151,1.2323542849921409e+114
t=1702800,inf,inf,2.8928225936351427e+224,8.673329933209245e+151,2.0824140118935098e+114
t=1706400,inf,inf,8.103304385527592e+224,1.7416991036298933e+152,3.518608330147257e+114
t=1710000,inf,inf,2.269595414299527e+225,3.4972265011915045e+152,5.94493607043307e+114
t=1713600,inf,inf,6.355954783075817e+225,7.021628464751496e+152,1.0043750722829567e+115
t=1717200,inf,inf,1.779751359501738e+226,1.4096635334127641e+153,1.6967474201005682e+115
t=1720800,inf,inf,4.982922904502469e+226,2.8298062348679243e+153,2.8662301897828013e+115
t=1724400,inf,inf,1.394939657218266e+227,5.680173853477319e+153,4.841473863214507e+115
t=1728000,inf,inf,3.904569985581862e+227,1.1400668901245e+154,8.17742998826917e+115
t=1731600,inf,inf,1.0927923767283516e+228,2.288036208149394e+154,1.3811118607087361e+116
t=1735200,inf,inf,3.058080221885001e+228,4.591550733199451e+154,2.332457356977331e+116
t=1738800,inf,inf,8.556713283619315e+228,9.213399341424173e+154,3.9388683633789056e+116
t=1742400,inf,inf,2.3939335489240815e+229,1.848606586266305e+155,6.651233239691341e+116
t=1746000,inf,inf,6.696753646883935e+229,3.7087987463961118e+155,1.1230676133236973e+117
t=1749600,inf,inf,1.8731121921444398e+230,7.440228746387312e+155,1.8961937170164367e+117
t=1753200,inf,inf,5.238544160668686e+230,1.4924632126498989e+156,3.2013461521144975e+117
t=1756800,inf,inf,1.4648895909527241e+231,2.9935422116829366e+156,5.404502959864084e+117
t=1760400,inf,inf,4.0958755799146384e+231,6.003874687661446e+156,9.123303685661955e+117
t=1764000,inf,inf,1.1450812684529802e+232,1.2040441440251243e+157,1.5400038641366404e+118
t=1767600,inf,inf,3.200911525586411e+232,2.4144478810173062e+157,2.599350558815289e+118
t=1771200,inf,inf,8.946619094306408e+232,4.8412551380443206e+157,4.387138241147314e+118
t=1774800,inf,inf,2.5003007666260153e+233,9.706505238937508e+157,7.404082746185277e+118
t=1778400,inf,inf,6.986725832593314e+233,1.9459544829493061e+158,1.2494956358617826e+119
t=1782000,inf,inf,1.9521060184114338e+234,3.900923191215865e+158,2.108491312102384e+119
t=1785600,inf,inf,5.453577154312453e+234,7.819286621283358e+158,3.5578082422867185e+119
t=1789200,inf,inf,1.5233791079340753e+235,1.5672271731654226e+159,6.002980917975548e+119
t=1792800,inf,inf,4.2548387979381445e+235,3.1409565893507433e+159,1.0128033976935944e+120
t=1796400,inf,inf,1.1882475218363025e+236,6.294440753284594e+159,1.7086659026619183e+120
t=1800000,inf,inf,3.3180240030591426e+236,1.261297905443982e+160,2.882458267560555e+120
t=1803600,inf,inf,9.26405314180308e+236,2.5272230897275326e+160,4.8623120902251623e+120
t=1807200,inf,inf,2.586256335986215e+237,5.063314945351557e+160,8.201562818826268e+120
t=1810800,inf,inf,7.219235691544596e+237,1.0143593359970227e+161,1.3833256746032022e+121
t=1814400,inf,inf,2.0149306536990576e+238,2.0319560939467415e+161,2.3330623809748164e+121
t=1818000,inf,inf,5.623132585791361e+238,4.0700756421064903e+161,3.9346165146335665e+121
t=1821600,inf,inf,1.5690832489912827e+239,8.151853867408775e+161,6.635179404520705e+121
t=1825200,inf,inf,4.3778733817961895e+239,1.6325861451125514e+162,1.1188636986389559e+122
t=1828800,inf,inf,1.2213216635692159e+240,3.2693522419706685e+162,1.8865833818258898e+122
t=1832400,inf,inf,3.406800346676388e+240,6.546561918238161e+162,3.180893926024173e+122
t=1836000,inf,inf,9.501959334995584e+240,1.3107832227910762e+163,5.3628639983397905e+122
t=1839600,inf,inf,2.649900814244138e+241,2.6243065673500797e+163,9.041049508687731e+122
t=1843200,inf,inf,7.389178190072412e+241,5.25368983624384e+163,1.5241069084705282e+123
t=1846800,inf,inf,2.0602163708671425e+242,1.0516725319805952e+164,2.5691330064822296e+123
t=1850400,inf,inf,5.743542032616298e+242,2.1050525450652068e+164,4.3304434429535686e+123
t=1854000,inf,inf,1.601021453734086e+243,4.213196635330754e+164,7.298822977628577e+123
t=1857600,inf,inf,4.46236385518033e+243,8.431929434303823e+164,1.2301215297053024e+124
t=1861200,inf,inf,1.243607659189866e+244,1.6873637451643132e+165,2.0730892032444784e+124
t=1864800,inf,inf,3.4653928852237276e+244,3.3764245386810755e+165,3.4935164511806686e+124
t=1868400,inf,inf,9.655446319134443e+244,6.755726115777418e+165,5.886843355169232e+124
t=1872000,inf,inf,2.6899432091042047e+245,1.3516172981308914e+166,9.919210389931477e+124
t=1875600,inf,inf,7.493157335746371e+245,2.7039722850944538e+166,1.6712703571578481e+125
t=1879200,inf,inf,2.087073168255217e+246,5.409007526544323e+166,2.815732253650316e+125
t=1882800,inf,inf,5.812482781942716e+246,1.0819317308698888e+167,4.743633074172755e+125
t=1886400,inf,inf,1.6185904152709428e+247,2.1639594550671275e+167,7.991088843707061e+125
t=1890000,inf,inf,4.506751664279748e+247,4.327782601049402e+167,1.3460959505880986e+126
t=1893600,inf,inf,1.2547054016693016e+248,8.65463737639568e+167,2.267364352684805e+126
t=1897200,inf,inf,3.49278201062969e+248,1.7306111740718836e+168,3.81893176595485e+126
t=1900800,inf,inf,9.721938434891575e+248,3.46032894136119e+168,6.431878330364297e+126
t=1904400,inf,inf,2.7057397341800666e+249,6.91835090884946e+168,1.083201190713646e+127
t=1908000,inf,inf,7.529584932837335e+249,1.3831050670170846e+169,1.82413036553038e+127
t=1911600,inf,inf,2.0951157119222927e+250,2.7648731331549277e+169,3.071695078966186e+127
t=1915200,inf,inf,5.829040153682239e+250,5.5266601470191186e+169,5.172206606090753e+127
t=1918800,inf,inf,1.6215794477022604e+251,1.1046326845293592e+170,8.708617374001591e+127
