,alpha=0.01,alpha=0.025,alpha=0.05,alpha=0.075,alpha=0.1
t=194400,3.825233227717881e+132,8.505117002844224e+55,1.0394353546227441e+29,4.4031310678182035e+19,604959720497933.5
t=198000,7.875506210744602e+134,8.047168420929246e+56,3.3350953357679935e+29,9.694047992590674e+19,1095528002703537.8
t=201600,1.6124812311877368e+137,7.596106747858798e+57,1.0687892056079849e+30,2.1325128964653682e+20,1982675283243832.2
t=205200,3.283612199043082e+139,7.153907948863333e+58,3.42104546741176e+30,4.687355075142317e+20,3586046052031388.0
t=208800,6.651104769822958e+141,6.722308130784096e+59,1.093750337413592e+31,1.0294854694181085e+21,6482181457293376.0
t=212400,1.3401784721141835e+144,6.302807846752516e+60,3.492845418096933e+31,2.259305888156597e+21,1.1710414717393016e+16
t=216000,2.6865759260395973e+146,5.89667900270818e+61,1.1141695011683258e+32,4.954482950239195e+21,2.1143344709050096e+16
t=219600,5.358491559300061e+148,5.50497396886163e+62,3.550115793905949e+32,1.085665337293406e+22,3.815309955473304e+16
t=223200,1.0634839160685972e+151,5.128536508725699e+63,1.1299557851695292e+33,2.3772430017967063e+22,6.880895006442039e+16
t=226800,2.1003950026184923e+153,4.7680141541340354e+64,3.5926599341466554e+33,5.201595896447673e+22,1.240289635872341e+17
t=230400,4.1284614591770555e+155,4.423871675628121e+65,1.141075257449806e+34,1.137340081605254e+23,2.2344382157408093e+17
t=234000,8.076572433557393e+157,4.096405322496424e+66,3.620458058455809e+34,2.4850772294311197e+23,4.023319157496982e+17
t=237600,1.572717982589426e+160,3.7857575345663076e+67,1.1475486504837189e+35,5.426129958851943e+23,7.240611460792507e+17
t=241200,3.048539179121399e+162,3.491931857581083e+68,3.633658573071267e+35,1.183984561894051e+24,1.3023995390455936e+18
t=244800,5.882760291247105e+164,3.2148078247509383e+69,1.1494482099041664e+36,2.5817374808239235e+24,2.3415042719634734e+18
t=248400,1.1301843679222611e+167,2.954155598074961e+70,3.632566937863272e+36,5.625910455903462e+24,4.2075646472040387e+18
t=252000,2.1618504006903493e+169,2.709650193625948e+71,1.146893838215145e+37,1.225159456537838e+25,7.557097992836343e+18
t=255600,4.117548636030516e+171,2.4808851445971166e+72,3.6176325174980246e+37,2.6663412047631555e+25,1.356659679551714e+19
t=259200,7.809375936472475e+173,2.267385484092673e+73,1.1400486692223349e+38,5.799175565682757e+25,2.434341435572696e+19
t=262800,1.4749773645361562e+176,2.0686199560273683e+74,3.589433848550175e+38,1.2605155729266299e+26,4.366060885917336e+19
t=266400,2.774418662188883e+178,1.8840123868469933e+75,1.129114209611076e+39,2.7382020301872017e+26,7.827061302472896e+19
t=270000,5.197586303254292e+180,1.712952172879466e+76,3.5486627507641074e+39,5.944589291510308e+26,1.4025268394265603e+20
t=273600,9.698381169602689e+182,1.554803857907792e+77,1.1143251812203206e+40,1.2897958997779065e+27,2.512059336188216e+20
t=277200,1.8025557385424348e+185,1.4089157929548874e+78,3.496107696451217e+40,2.79683262212876e+27,4.4973591101826276e+20
t=280800,3.337286675877147e+187,1.2746278853266466e+79,1.0959441915852046e+41,6.061244317243862e+27,8.048164109833362e+20
t=284400,6.155119788925002e+189,1.1512784567151368e+80,3.432636828843879e+41,1.3128355298616e+28,1.4396277711968398e+21
t=288000,1.1309409216855544e+192,1.0382102407496308e+81,1.0742563517757367e+42,2.84194306582242e+28,2.5740692733822454e+21
t=291600,2.0702624362263723e+194,9.347755589007923e+81,3.359180989772892e+42,6.148655501636634e+28,4.6005450718641185e+21
t=295200,3.775844229618196e+196,8.40340720271327e+82,1.0495639499785501e+43,1.3295596294054561e+29,8.219014659538211e+21
t=298800,6.861617438727513e+198,7.542896956952222e+83,3.276717080999118e+43,2.873435188104648e+29,1.467756214332733e+22
t=302400,1.242461003854115e+201,6.760271199014523e+84,1.0221812771887187e+44,6.20674495091938e+29,2.620076988704811e+22
t=306000,2.2418288108234666e+203,6.049806774584016e+85,3.1862520435455206e+44,1.3399796677589395e+30,4.675222884253793e+22
t=309600,4.030924319627766e+205,5.406029289696161e+86,9.924296882915678e+44,2.891393297913889e+30,8.339132341460769e+22
t=313200,7.222840252473183e+207,4.823726337275703e+87,3.088807696990302e+45,6.23581974885061e+30,1.4868658158067367e+23
t=316800,1.2898248789622588e+210,4.297956239039531e+88,9.606329682050987e+45,1.3441881475555392e+31,2.6500684305402563e+23
t=320400,2.2955705590948507e+212,3.824052835231878e+89,2.9854066372994127e+46,2.896071877652789e+31,4.7214869108060626e+23
t=324000,4.0719746966167865e+214,3.397626830742492e+90,9.271130590280998e+46,6.236543515265911e+31,8.408892960891747e+23
t=327600,7.199312028118779e+216,3.0145641779366645e+91,2.877059348666228e+47,1.3423520920427121e+32,1.4970595967758264e+24
t=331200,1.2687177490905446e+219,2.67102194519566e+92,8.921861906811665e+47,2.88788078555174e+32,2.6642896743712275e+24
t=334800,2.228657577578974e+221,2.363422086746379e+93,2.7647526430589454e+48,6.20990301057821e+32,4.739883794779598e+24
t=338400,3.902490460865589e+223,2.0884434947933975e+94,8.561594446435809e+48,1.3347055531865758e+33,8.42945743353822e+24
t=342000,6.812021984606971e+225,1.843012679992345e+95,2.6494395016592873e+49,2.867368537737994e+33,1.4985766427347e+25
t=345600,1.1853895563843482e+228,1.6242933916142733e+96,8.193277683353718e+49,6.157171008943135e+33,2.6632222103504833e+25
t=349200,2.0564202430725293e+230,1.4296754548688349e+97,2.5320303558212482e+50,1.3215414025621598e+34,4.731366792462841e+25
t=352800,3.556664498163163e+232,1.2567630702064224e+98,7.819714466728204e+50,2.835204229684455e+34,8.402687755149642e+25
t=356400,6.132935796823422e+234,1.1033627883757003e+99,2.4133858121365983e+51,6.079866631875955e+34,1.4917767008141692e+26
t=360000,1.0543926323111302e+237,9.674713457818606e+99,7.443540274760565e+51,1.3032026580497281e+35,2.647554809512579e+26
t=363600,1.8074170858090046e+239,8.472635174915632e+100,2.2943107970169157e+52,2.792158632605185e+35,4.6972445514649646e+26
t=367200,3.0892272236153543e+241,7.410801201326637e+101,7.067206888230855e+52,5.979714272641589e+35,8.331054023490602e+26
t=370800,5.264896952967626e+243,6.474162740264283e+102,2.1755500711271346e+53,1.2800735841942329e+36,1.477123349238653e+27
t=374400,8.947285402241464e+245,5.649100131470837e+103,6.6929702917346e+53,2.7390849638768417e+36,2.61815313688721e+27
t=378000,1.516235591549738e+248,4.92331312906179e+104,2.0577850430868292e+54,5.85860215553391e+36,4.639126382263887e+27
t=381600,2.5622907251154477e+250,4.285715892380256e+105,6.322882551262732e+54,1.2525707840226388e+37,8.217536096382522e+27
t=385200,4.318058732145411e+252,3.7263370792414625e+106,1.9416317950728422e+55,2.676899784425874e+37,1.4551663647530637e+28
t=388800,7.257030983989335e+254,3.236225304319434e+107,5.958787370042228e+55,5.718541469120981e+37,2.576028202193358e+28
t=392400,1.2163297911712832e+257,2.807360116308914e+108,1.8276402201370103e+56,1.2211344764043203e+38,4.55886592016104e+28
t=396000,2.0331858002488685e+259,2.4325685545835404e+109,5.602318990080559e+56,2.606564422902822e+38,8.065523179303636e+28
t=399600,3.3895914760439006e+261,2.105447267988739e+110,1.716294161995757e+57,5.5616268943090964e+38,1.4265238586477785e+29
t=403200,5.636028991535011e+263,1.8202901138057672e+111,5.254904083770992e+57,1.1862201268805415e+39,2.5223046348238488e+29
t=406800,9.346853730002734e+265,1.5720211024245028e+112,1.6080124424353765e+58,2.529067268890378e+39,4.458504880395836e+29
t=410400,1.5460895541835456e+268,1.3561325115689183e+113,4.917766267267943e+58,5.389999221975789e+39,7.878714274949392e+29
t=414000,2.550887049435834e+270,1.168627961756198e+114,1.5031506589913505e+59,1.1482905723912926e+40,1.391864685333673e+30
t=417600,4.1980288708946896e+272,1.0059702208493217e+115,4.5919328639482495e+59,2.4454072176801694e+40,2.4581896473396396e+30
t=421200,6.891396952861575e+274,8.650334889709774e+115,1.4020036358133224e+60,5.205810625735693e+40,4.3402183851886516e+30
t=424800,1.1284612051956534e+277,7.430599046426696e+116,4.2782435509956296e+60,1.1078087524832864e+41,7.661022019327919e+30
t=428400,1.8432880902219362e+279,6.376200078590652e+117,1.3048084132548904e+61,2.356578489336435e+41,1.3518915534461145e+31
t=432000,3.003561618992199e+281,5.465768950348103e+118,3.9773605337079663e+61,5.011193027354736e+41,2.3849434179947146e+31
t=435600,4.882317126558636e+283,4.6805380360275186e+119,1.2117476663234779e+62,1.0652311322524793e+42,4.206263100631841e+31
t=439200,7.917184034659764e+285,4.004048698056008e+120,3.689779909349079e+62,2.2635569866182084e+42,7.416481996394215e+31
t=442800,1.2807957022053846e+288,3.421888112946542e+121,1.1229534483256929e+63,4.808229868958929e+42,1.3073251919897297e+32
t=446400,2.0671036249455963e+290,2.9214529600145905e+122,3.415843904067607e+63,1.0210018761807635e+43,2.3038514844535602e+32
t=450000,3.328332093335763e+292,2.4917376990968433e+123,1.0385111634764311e+64,2.1672883012912415e+43,4.0589291748641504e+32
t=453600,5.346649090058088e+294,2.1231452843205437e+124,3.155753691447464e+64,4.598931490422774e+43,7.149169185206581e+32
t=457200,8.569111664338237e+296,1.807318287504085e+125,9.584636805739894e+64,9.755478077435918e+43,1.2588898463755533e+33
t=460800,1.3702422189400831e+299,1.5369885342012295e+126,2.9095825286661135e+65,2.0686774275686925e+44,2.216199603483011e+33
t=464400,2.186122553864049e+301,1.3058434854030612e+127,8.82815508760937e+65,4.385214204379565e+44,3.9004967264656115e+33
t=468000,3.479968784590447e+303,1.1084077265233245e+128,2.6772889750259953e+66,9.29274167631793e+44,6.863122766420725e+33
t=471600,5.527233513275069e+305,9.39938051014266e+128,8.115369656240341e+66,1.9685801957243093e+45,1.2073003041105074e+34
t=475200,8.759507964297428e+307,7.963307475533492e+129,2.458729987019929e+67,4.1688830668000325e+45,2.1232513996582176e+34
t=478800,inf,6.740398163110019e+130,7.445682771854467e+67,8.82561163947321e+45,3.7331974013281285e+34
t=482400,inf,5.70004950685246e+131,2.253673713356141e+68,1.8677963988760276e+46,6.562280111792419e+34
t=486000,inf,4.8158822562321194e+132,6.818235584977715e+68,3.9516182590443796e+46,1.1532505795771344e+35
t=489600,inf,4.065185319646432e+133,2.061811841899868e+69,8.357612909816755e+46,2.026229003685954e+35
t=493200,inf,3.4284288801569793e+134,6.231946324050387e+69,1.7670645518564227e+47,3.559181303480921e+35
t=496800,inf,2.8888384479444538e+135,1.8827713778113825e+70,3.734964928206125e+47,6.250420411273597e+35
t=500400,inf,2.4320228016764156e+136,5.68554652428469e+70,7.891973792375996e+47,1.097404323437724e+36
t=504000,inf,2.045649496014089e+137,1.7161257578699027e+71,1.6670581930466552e+48,1.926296770511692e+36
t=507600,inf,1.7191622770409218e+138,5.177615035773998e+71,3.520326276471024e+48,3.380489414863975e+36
t=511200,inf,1.443535354194333e+139,1.561405229780226e+72,7.431613281891765e+48,5.931118064345815e+36
t=514800,inf,1.2110600294328926e+140,4.706609620868239e+72,1.5683836179533894e+49,1.0403869658486107e+37
t=518400,inf,1.0151596850592655e+141,1.4181064469687434e+73,3.308959646751323e+49,1.8245480707529158e+37
t=522000,inf,8.502295842532275e+141,4.2708960159988805e+73,6.979134647899352e+49,3.199031453672622e+37
t=525600,inf,7.114983463019518e+142,1.2857012488515384e+74,1.4715789168795146e+50,5.607705679819694e+37
t=529200,inf,5.949083251281534e+143,3.868774391116915e+74,3.101975320368719e+50,9.827795545435747e+37
t=532800,inf,4.970124482921266e+144,1.1636446137485962e+75,6.536824647725694e+50,1.7219950671626892e+38
t=536400,inf,4.1488536736449796e+145,3.4985031906615494e+75,1.3771141778995885e+51,3.0165689820825375e+38
t=540000,inf,3.4604703246870514e+146,1.0513817865294188e+76,2.9003377221246293e+51,5.2832462934184e+38
t=543600,inf,2.8839703676624776e+147,3.1583203835579205e+76,6.106657701268228e+51,9.25114209195522e+38
t=547200,inf,2.4015828341844777e+148,9.483545957550499e+76,1.2853927100125937e+52,1.6195613210913305e+39
t=550800,inf,1.9982871064808792e+149,2.84646218644176e+77,2.7048687176450265e+52,2.83470346214017e+39
t=554400,inf,1.6613997230028116e+150,8.540069856258286e+77,5.690304345480572e+52,4.960514225022476e+39
t=558000,inf,1.3802211395216616e+151,2.5611793543904148e+78,1.1967531392739083e+53,8.67871082204305e+39
t=561600,inf,1.1457341015042344e+152,7.677897965746748e+78,2.516252686207177e+53,1.5180770219646316e+40
t=565200,inf,9.50346386044142e+152,2.3007511574221498e+79,5.289143288591113e+53,2.654868872621847e+40
t=568800,inf,7.876716380553065e+153,6.891648350091763e+79,1.1114722323180816e+54,4.641983855751809e+40
t=572400,inf,6.523428710571597e+154,2.0634971793271699e+80,2.3350430580916287e+54,8.114766928203738e+40
t=576000,inf,5.398539414417461e+155,6.176082776686907e+80,4.9042764014335916e+54,1.4182765948873614e+41
t=579600,inf,4.464249490633974e+156,1.8477870886008805e+81,1.029768306395719e+55,2.4783284382049033e+41
t=583200,inf,3.6888807747837025e+157,5.526134594902902e+81,2.161670017594367e+55,4.329825506111641e+41
t=586800,inf,3.045908741968335e+158,1.6520485398791448e+82,4.536546013213313e+55,7.563034857115193e+41
t=590400,inf,2.5131439383280605e+159,4.936930959555555e+82,9.518050922664884e+55,1.3207984164946285e+42
t=594000,inf,2.0720399301065873e+160,1.4747733689097335e+83,1.9964490899241726e+56,2.3061749832354687e+42
t=597600,inf,1.7071088238365912e+161,4.4038099178318085e+83,4.186553918874246e+56,4.025907536262805e+42
t=601200,inf,1.4054281441942908e+162,1.314522245262167e+84,8.776959254721082e+56,7.026704559826183e+42
t=604800,inf,1.1562252124845661e+163,3.922332877238257e+84,1.8395903511363287e+57,1.226186355745669e+43
t=608400,inf,9.505271975173209e+163,1.1699279452323032e+85,3.854681552522336e+57,2.1393344032297547e+43
t=612000,inf,7.808667548445082e+164,3.4882929625419257e+85,8.075081521195777e+57,3.7318037635233436e+43
t=615600,inf,6.4103466779282526e+165,1.0396974032159701e+86,1.6912080239038538e+58,6.508446794271239e+43
t=619200,inf,5.2587218756237e+166,3.097719753214342e+86,3.541110833800358e+58,1.1348928529743555e+44
t=622800,inf,4.310968688758169e+167,9.226126936978334e+86,7.412676468713102e+58,1.978571745261328e+44
t=626400,inf,3.5315663754484885e+168,2.7468808709076044e+87,1.5513302473208414e+59,3.4488052955309813e+44
t=630000,inf,2.8910762892580487e+169,8.175310883374674e+87,3.2458452496181064e+59,6.0104358854328186e+44
t=633600,inf,2.365120207320795e+170,2.43228086033059e+88,6.789633529317283e+59,1.0472832555981541e+45
t=637200,inf,1.9335266670728754e+171,7.233843238377632e+88,1.419908835178999e+60,1.8244994007552296e+45
t=640800,inf,1.5796183365580968e+172,2.1506577776700295e+89,2.9687307904425328e+60,3.177935905082123e+45
t=644400,inf,1.2896176576526483e+173,6.391772066826164e+89,6.205517660705276e+60,5.534378406919484e+45
t=648000,inf,1.0521515780709338e+174,1.8989778694750582e+90,1.296828863513089e+61,9.636411408521384e+45
t=651600,inf,8.578392196789254e+174,5.639856707453629e+90,2.7094764168699095e+61,1.677586938117715e+46
t=655200,inf,6.989488974143628e+175,1.6744286925586087e+91,5.659612968142286e+61,2.919970119560445e+46
t=658800,inf,5.691130738274015e+176,4.969543934494416e+91,1.1819179540128072e+62,5.081546338403124e+46
t=662400,inf,4.630916679109022e+177,1.4744109927415778e+92,2.4676737871543774e+62,8.841743732412915e+46
t=666000,inf,3.7657568411451484e+178,4.372940658296005e+92,5.150964566149158e+62,1.5381721354163735e+47
t=669600,inf,3.060244315248384e+179,1.2965296277962652e+93,1.0749551446554177e+63,2.6754532594066107e+47
t=673200,inf,2.4853070116260112e+180,3.842784016862382e+93,2.2428160287254222e+63,4.652813368066095e+47
t=676800,inf,2.0170919278124814e+181,1.1385837882814228e+94,4.678418248541681e+63,8.09021665657407e+47
t=680400,inf,1.6360425837263052e+182,3.3724096118421e+94,9.756792621882286e+63,1.406472812499505e+48
t=684000,inf,1.3261368071084907e+183,9.985567394953358e+94,2.034315385671341e+64,2.4447227319447705e+48
t=687600,inf,1.0742575116867671e+184,2.955718548469865e+95,4.2406576381245e+64,4.2486931404752974e+48
t=691200,inf,8.696736826440345e+184,8.746052788437588e+95,8.837967326050643e+64,7.382594369956152e+48
t=694800,inf,7.036126095619264e+185,2.587143850204474e+96,1.841519619126941e+65,1.2825991052637059e+49
t=698400,inf,5.689076047297064e+186,7.6504907575972845e+96,3.836238581142842e+65,2.2279299651920008e+49
t=702000,inf,4.5970811495475315e+187,2.2616167359129e+97,7.9898878528962795e+65,3.8693783914821696e+49
t=705600,inf,3.7124136263664495e+188,6.683600360846941e+97,1.663727078094371e+66,6.719087844830942e+49
t=709200,inf,2.9961650844883085e+189,1.97453317086963e+98,3.463620635766932e+66,1.1665658702842966e+50
t=712800,inf,2.416638738375304e+190,5.831518096209514e+98,7.209180239237798e+66,2.0250624476867194e+50
t=716400,inf,1.9480304749766264e+191,1.721721032742956e+99,1.50020039422386e+67,3.5147800570229705e+50
t=720000,inf,1.5693476871637285e+192,5.081695384439836e+99,3.121195578117731e+67,6.099424148112539e+50
t=723600,inf,1.2635236786648898e+193,1.4994081702304803e+100,6.492343525308441e+67,1.0583049540282042e+51
t=727200,inf,1.016692804821781e+194,4.422799245112974e+100,1.3501787854291815e+68,1.8359654219928483e+51
t=730800,inf,8.175976148104682e+194,1.3041915749974476e+101,2.8073129135490304e+68,3.1845655872857805e+51
t=734400,inf,6.571043133610844e+195,3.8446167808069444e+101,5.835802581470245e+68,5.522914037264345e+51
t=738000,inf,5.2780704007529455e+196,1.1330078368694215e+102,1.2128889799748e+69,9.576771059898811e+51
t=741600,inf,4.237049197893683e+197,3.3379639339528005e+102,2.5203024353260027e+69,1.6603628590610516e+52
t=745200,inf,3.3993869122690797e+198,9.83105007610955e+102,5.2359546265084156e+69,2.8781958376241296e+52
t=748800,inf,2.725760761411952e+199,2.8945988489640817e+103,1.0875547949909578e+70,4.988516783156554e+52
t=752400,inf,2.1843699280235803e+200,8.520159597248944e+103,2.2584939178553727e+70,8.644833582198468e+52
t=756000,inf,1.7495131723599964e+201,2.5071400579428578e+104,4.6892096533387074e+70,1.49787741618e+53
t=759600,inf,1.4004321223681367e+202,7.375332931846283e+104,9.734054215135768e+70,2.594960039773148e+53
t=763200,inf,1.120371270233931e+203,2.168989610249798e+105,2.0202340678317565e+71,4.494901393182185e+53
t=766800,inf,8.958146024143087e+203,6.376858144597567e+105,4.1920250499072275e+71,7.784757340059575e+53
t=770400,inf,7.158660967332028e+204,1.8742611833083408e+106,8.696824823840772e+71,1.3480491514583139e+54
t=774000,inf,5.7174731467511965e+205,5.5071658819410835e+106,1.8039008847029565e+72,2.3340084791101728e+54
t=777600,inf,4.563902312735133e+206,1.6177131428236225e+107,3.740934757996975e+72,4.0405036202652866e+54
t=781200,inf,3.6410747045873116e+207,4.750625420331247e+107,7.756459400353262e+72,6.993671853228077e+54
t=784800,inf,2.9032540857626973e+208,1.394686463813569e+108,1.607915602513733e+73,1.210352831665766e+55
t=788400,inf,2.3136830351916527e+209,4.093355889460755e+108,3.33257335220812e+73,2.0943826142912385e+55
t=792000,inf,1.842838091496106e+210,1.2010473781826687e+109,6.905789386897234e+73,3.623578334640226e+55
t=795600,inf,1.4670203304865533e+211,3.523052185538865e+109,1.4307523992297742e+74,6.26840691690498e+55
t=799200,inf,1.1672176308720132e+212,1.0331345787379052e+110,2.9636954472926486e+74,1.0842137272208663e+56
t=802800,inf,9.281868484241544e+212,3.0288249905621805e+110,6.137916701810846e+74,1.8750424737251057e+56
t=806400,inf,7.377138678749543e+213,8.877107823715255e+110,1.27094606790385e+75,3.2422470040677865e+56
t=810000,inf,5.860174391857764e+214,2.60105423988819e+111,2.6311908560334548e+75,5.605574820815533e+56
t=813600,inf,4.652691624796499e+215,7.619184354717441e+111,5.446243548606314e+75,9.690218378641325e+56
t=817200,inf,3.692072358811427e+216,2.2312553288795513e+112,1.127097847312022e+76,1.674891248575073e+57
t=820800,inf,2.928258455485529e+217,6.532393314337208e+112,2.3320959236976855e+76,2.8945401740003757e+57
t=824400,inf,2.3212553961102992e+218,1.911957316734164e+113,4.824494292213781e+76,5.0016436643324944e+57
t=828000,inf,1.8391273657173544e+219,5.594579024537765e+113,9.978796087431198e+76,8.641445350702499e+57
t=831600,inf,1.4563879577536078e+220,1.6365923689550813e+114,2.0636014603884294e+77,1.4927970744138367e+58
t=835200,inf,1.1527092216363349e+221,4.78627944725673e+114,4.2667303032485963e+77,2.578434962396587e+58
t=838800,inf,9.11886708302925e+221,1.3993956765609944e+115,8.820365912070955e+77,4.453001842438113e+58
t=842400,inf,7.210102492321269e+222,4.090425369212003e+115,1.823057680935191e+78,7.689376427203936e+58
t=846000,inf,5.697999704592553e+223,1.195315097756951e+116,3.7673586416563985e+78,1.3276120536800966e+59
t=849600,inf,4.500749328319493e+224,3.492069157183693e+116,7.783888701124818e+78,2.2918876853067338e+59
t=853200,inf,3.55328159348891e+225,1.0199297842235211e+117,1.6079765447265506e+79,3.9560139483139455e+59
t=856800,inf,2.803869493408731e+226,2.978140785127138e+117,3.3211354105901054e+79,6.827550063359957e+59
t=860400,inf,2.2114152249678414e+227,8.693770775936477e+117,6.858317350879561e+79,1.1781886194172871e+60
t=864000,inf,1.7432837402261724e+228,2.537228917505536e+118,1.4160318664034828e+80,2.032861810320197e+60
t=867600,inf,1.3735741017474044e+229,7.402869904262347e+118,2.9231645626276134e+80,3.507068473701195e+60
t=871200,inf,1.0817409630122489e+230,2.1593849308562996e+119,6.033351416377275e+80,6.049566237397519e+60
t=874800,inf,8.514958880271212e+230,6.297236186516528e+119,1.2450575437611825e+81,1.0433933782910759e+61
t=878400,inf,6.699322015068922e+231,1.8359478636118204e+120,2.5688928857796e+81,1.7993514971597568e+61
t=882000,inf,5.268282863236227e+232,5.351328678337846e+120,5.2994238923213926e+81,3.1026177909222257e+61
t=885600,inf,4.140932543720785e+233,1.5593883990971182e+121,1.0930442225826187e+82,5.349154269243996e+61
t=889200,inf,3.253261434640726e+234,4.542959126592125e+121,2.2541018383397687e+82,9.221185986166044e+61
