,alpha=0.01,alpha=0.025,alpha=0.05,alpha=0.075,alpha=0.1
t=1227600,inf,6.168830066397878e+287,7.072889874083859e+143,2.184691368550461e+95,5.4300574682184476e+70
t=1231200,inf,4.278543583980305e+288,1.8628875557042046e+144,4.1520607266831626e+95,8.745788949512743e+70
t=1234800,inf,2.9674320074171257e+289,4.90651049573899e+144,7.891057786883059e+95,1.4086149175566111e+71
t=1238400,inf,2.0580564394043412e+290,1.2922757022542582e+145,1.49970099639299e+96,2.2687377690295327e+71
t=1242000,inf,1.4273336212718346e+291,3.403564550221632e+145,2.85017857751646e+96,3.6540547454876464e+71
t=1245600,inf,9.898866035895313e+291,8.964151372826314e+145,5.416732691722541e+96,5.885244809940908e+71
t=1249200,inf,6.864946508061919e+292,2.360917216506792e+146,1.029439158667684e+97,9.47878678958729e+71
t=1252800,inf,4.76080783219851e+293,6.2179716094270645e+146,1.9564192053675295e+97,1.526650829985407e+72
t=1256400,inf,3.30153536094463e+294,1.6376199438050308e+147,3.7181003730555625e+97,2.4588125849595706e+72
t=1260000,inf,2.289512849571279e+295,4.312945015385629e+147,7.066075392985969e+97,3.960134037817016e+72
t=1263600,inf,1.58767670117735e+296,1.1358766010136568e+148,1.3428682165101139e+98,6.378126033530312e+72
t=1267200,inf,1.1009635364162761e+297,2.991471186595783e+148,2.5520342551565252e+98,1.0272474319859425e+73
t=1270800,inf,7.634413873289709e+297,7.878344082194136e+148,4.8499536306080145e+98,1.6544581712670034e+73
t=1274400,inf,5.293834845001602e+298,2.0748252483108925e+149,9.216937901205074e+98,2.6646199946237415e+73
t=1278000,inf,3.67076872643251e+299,5.464174667439737e+149,1.7515951350284916e+99,4.291543708894646e+73
t=1281600,inf,2.545280364607261e+300,1.4390109620549226e+150,3.328731751479522e+99,6.911790536354455e+73
t=1285200,inf,1.7648435958858668e+301,3.789658889512621e+150,6.325893441328276e+99,1.1131824999342614e+74
t=1288800,inf,1.2236827390573366e+302,9.980048181961236e+150,1.2021618899463352e+100,1.7928375910638174e+74
t=1292400,inf,8.484445838534111e+302,2.6282196898783804e+151,2.2845573071133062e+100,2.8874489172972326e+74
t=1296000,inf,5.882611781871503e+303,6.921292607429732e+151,4.341493737606382e+100,4.650358711057074e+74
t=1299600,inf,4.0785799179398223e+304,1.8226751984361418e+152,8.250387154630006e+100,7.489578651275234e+74
t=1303200,inf,2.8277425572605524e+305,4.79985255154681e+152,1.56786083306239e+101,1.206221620625423e+75
t=1306800,inf,1.960482114867982e+306,1.2639883071333996e+153,2.979468044639188e+101,1.9426547559296626e+75
t=1310400,inf,1.3591833580601524e+307,3.3285476144209704e+153,5.661975638784695e+101,3.12869292658404e+75
t=1314000,inf,9.422917325343533e+307,8.765224786505788e+153,1.0759579779993396e+102,5.038822453032518e+75
t=1317600,inf,inf,2.3081706734956653e+154,2.0446580102040377e+102,8.115101865829928e+75
t=1321200,inf,inf,6.078121329885814e+154,3.8854748862010133e+102,1.3069461780362514e+76
t=1324800,inf,inf,1.600543221540475e+155,7.383556446278717e+102,2.104845586925871e+76
t=1328400,inf,inf,4.2146552121065547e+155,1.4030888159477255e+103,3.389858680228624e+76
t=1332000,inf,inf,1.1098219534312369e+156,2.6662618708660557e+103,5.459360367490299e+76
t=1335600,inf,inf,2.9224103233241057e+156,5.066622204719183e+103,8.792264658787869e+76
t=1339200,inf,inf,7.695302689869262e+156,9.627916790895173e+103,1.415984716822992e+77
t=1342800,inf,inf,2.0263145459750424e+157,1.8295497587352447e+104,2.280421916126457e+77
t=1346400,inf,inf,5.335617236959088e+157,3.476595945446045e+104,3.6725750240508773e+77
t=1350000,inf,inf,1.4049443778730394e+158,6.606361195272277e+104,5.91459456346627e+77
t=1353600,inf,inf,3.6993912290445217e+158,1.2553606645302774e+105,9.525288082627825e+77
t=1357200,inf,inf,9.74087726325199e+158,2.3854637963159766e+105,1.5340167378163114e+78
t=1360800,inf,inf,2.5648535090089007e+159,4.532890831558093e+105,2.470477595291882e+78
t=1364400,inf,inf,6.753419917864574e+159,8.613423710399908e+105,3.978602823561693e+78
t=1368000,inf,inf,1.778204260408464e+160,1.6367203786994677e+106,6.407359649846835e+78
t=1371600,inf,inf,4.6820521908889055e+160,3.1100781328544632e+106,1.031873523058934e+79
t=1375200,inf,inf,1.2327856633597802e+161,5.90971103832331e+106,1.6617767968033062e+79
t=1378800,inf,inf,3.2459036854591607e+161,1.1229471929995173e+107,2.6761950926223398e+79
t=1382400,inf,inf,8.546345004375733e+161,2.1337845583624136e+107,4.3098455810392084e+79
t=1386000,inf,inf,2.2502043439926185e+162,4.0545247244114576e+107,6.940719822895611e+79
t=1389600,inf,inf,5.924616607292251e+162,7.70419903627645e+107,1.1177538737943399e+80
t=1393200,inf,inf,1.5598947906323077e+163,1.4639060174291606e+108,1.800058930671864e+80
t=1396800,inf,inf,4.107023004815139e+163,2.7816152794778237e+108,2.898852616330386e+80
t=1400400,inf,inf,1.0813237534972525e+164,5.285415096342984e+108,4.668360900412918e+80
t=1404000,inf,inf,2.846958518729627e+164,1.004290404683429e+109,7.517987318133235e+80
t=1407600,inf,inf,7.495547005667252e+164,1.9082606967166133e+109,1.210703047889478e+81
t=1411200,inf,inf,1.973432742154228e+165,3.625887139560082e+109,1.9497214368956674e+81
t=1414800,inf,inf,5.195629093068146e+165,6.889521304962102e+109,3.1398318068379086e+81
t=1418400,inf,inf,1.367888730477198e+166,1.3090673967079193e+110,5.056372867214675e+81
t=1422000,inf,inf,3.6013077232907584e+166,2.487328601960334e+110,8.142742334822525e+81
t=1425600,inf,inf,9.481270355165942e+166,4.726095835351791e+110,1.3112973633294893e+82
t=1429200,inf,inf,2.4961442194683e+167,8.979870866446252e+110,2.11169203438397e+82
t=1432800,inf,inf,6.571578054176637e+167,1.7062233094012747e+111,3.400626042689993e+82
t=1436400,inf,inf,1.7300813658952246e+168,3.241901881236143e+111,5.4762854161685275e+82
t=1440000,inf,inf,4.554705018744126e+168,6.159735771352992e+111,8.818854549810823e+82
t=1443600,inf,inf,1.1990874554575388e+169,1.1703682319573428e+112,1.420159731105826e+83
t=1447200,inf,inf,3.1567366195537387e+169,2.2237256044384778e+112,2.2869734359327776e+83
t=1450800,inf,inf,8.310415340713999e+169,4.225110801173407e+112,3.6828494088400626e+83
t=1454400,inf,inf,2.1877818309284118e+170,8.027739054169128e+112,5.930696764700858e+83
t=1458000,inf,inf,5.759465762618158e+170,1.5252696705948788e+113,9.550506346718304e+83
t=1461600,inf,inf,1.5162028416807168e+171,2.897999254326199e+113,1.537963393699058e+84
t=1465200,inf,inf,3.991437514991997e+171,5.506151489613946e+113,2.476649364894352e+84
t=1468800,inf,inf,1.050747328240609e+172,1.046155634200817e+114,3.9882463797944104e+84
t=1472400,inf,inf,2.7660765339079064e+172,1.9876627601740819e+114,6.422414996835121e+84
t=1476000,inf,inf,7.28160365606875e+172,3.776481559204419e+114,1.0342217896368032e+85
t=1479600,inf,inf,1.9168442813564892e+173,7.175138761732636e+114,1.6654359614711393e+85
t=1483200,inf,inf,5.045957539606132e+173,1.363237466444854e+115,2.6818910512540786e+85
t=1486800,inf,inf,1.3283035036573112e+174,2.5900670072133223e+115,4.318702274234606e+85
t=1490400,inf,inf,3.4966166423023925e+174,4.920947905539643e+115,6.954474888575051e+85
t=1494000,inf,inf,9.20440469671506e+174,9.349423249551726e+115,1.1198874235058551e+86
t=1497600,inf,inf,2.422927285417488e+175,1.7763116486036974e+116,1.8033637705566607e+86
t=1501200,inf,inf,6.377963853349057e+175,3.37482922002338e+116,2.903964245073965e+86
t=1504800,inf,inf,1.6788841584244074e+176,6.411840870906377e+116,4.676254542198419e+86
t=1508400,inf,inf,4.419329882255623e+176,1.2181814231208345e+117,7.530156073062686e+86
t=1512000,inf,inf,1.163293039513064e+177,2.31440583381152e+117,1.2125754498835535e+87
t=1515600,inf,inf,3.062096439272233e+177,4.3970901377576735e+117,1.952596587701826e+87
t=1519200,inf,inf,8.060196558027569e+177,8.353905069956298e+117,3.1442367882481315e+87
t=1522800,inf,inf,2.121628992118604e+178,1.587128248001717e+118,5.063104950709477e+87
t=1526400,inf,inf,5.584577181611028e+178,3.0153159785535666e+118,8.153002651527861e+87
t=1530000,inf,inf,1.469969107924091e+179,5.728645696787034e+118,1.3128563484345845e+88
t=1533600,inf,inf,3.869217824306755e+179,1.0883521186052354e+119,2.1140526894998193e+88
t=1537200,inf,inf,1.0184394644998427e+180,2.0676890368365184e+119,3.4041867887408166e+88
t=1540800,inf,inf,2.680676055599421e+180,3.9282521882567876e+119,5.481632738921887e+88
t=1544400,inf,inf,7.055869380308272e+180,7.46297246040431e+119,8.826844364392077e+88
t=1548000,inf,inf,1.857179232487763e+181,1.4178251071174278e+120,1.4213465720297654e+89
t=1551600,inf,inf,4.888258908715816e+181,2.693592138857787e+120,2.288724345631147e+89
t=1555200,inf,inf,1.2866241079487746e+182,5.117282143253071e+120,3.685411444952248e+89
t=1558800,inf,inf,3.3864625566128136e+182,9.72176785979984e+120,5.934408819447526e+89
t=1562400,inf,inf,8.913288983937794e+182,1.8469259854811079e+121,9.555819445878492e+89
t=1566000,inf,inf,2.345993578848778e+183,3.5087473822714174e+121,1.538712224799971e+90
t=1569600,inf,inf,6.174656179994436e+183,6.665812297969383e+121,2.4776837380493083e+90
t=1573200,inf,inf,1.6251590727936721e+184,1.2663461409627575e+122,3.9896365715947275e+90
t=1576800,inf,inf,4.277363073029019e+184,2.4057481383715885e+122,6.424211108549907e+90
t=1580400,inf,inf,1.125779934714037e+185,4.570316383018409e+122,1.0344399295176521e+91
t=1584000,inf,inf,2.9629754093824913e+185,8.68241931241464e+122,1.6656730325079585e+91
t=1587600,inf,inf,7.798296660285208e+185,1.6494290298849327e+123,2.6820893505563146e+91
t=1591200,inf,inf,2.0524312858965657e+186,3.1334653934705153e+123,4.3187268825178286e+91
t=1594800,inf,inf,5.401752412984806e+186,5.952707815082647e+123,6.954041074394589e+91
t=1598400,inf,inf,1.4216670709495988e+187,1.1308438163818353e+124,1.1197415107676581e+92
t=1602000,inf,inf,3.741608310736952e+187,2.148271124517365e+124,1.8030066283278674e+92
t=1605600,inf,inf,9.847271968530417e+187,4.0810692095263713e+124,2.9031928659235576e+92
t=1609200,inf,inf,2.5916165467691048e+188,7.752776029893879e+124,4.674697090255806e+92
t=1612800,inf,inf,6.820602848446078e+188,1.472783562159952e+125,7.527141599547458e+92
t=1616400,inf,inf,1.7950311636549737e+189,2.7978152627329556e+125,1.2120086621040462e+93
t=1620000,inf,inf,4.72409304183708e+189,5.314930151440746e+125,1.9515531789374236e+93
t=1623600,inf,inf,1.243260447659537e+190,1.0096585121626816e+126,3.142346610631414e+93
t=1627200,inf,inf,3.2719226173505358e+190,1.9180056732023127e+126,5.059723886780716e+93
t=1630800,inf,inf,8.610753715333933e+190,3.643541277829381e+126,8.147016261471368e+93
t=1634400,inf,inf,2.2660868743643526e+191,6.921431646958208e+126,1.3118053143054296e+94
t=1638000,inf,inf,5.963609427053658e+191,1.3148209392680268e+127,2.1122203777836393e+94
t=1641600,inf,inf,1.5694196493249892e+192,2.4976738675965542e+127,3.4010115904452404e+94
t=1645200,inf,inf,4.1301539557295153e+192,4.744640287088277e+127,5.476158875000798e+94
t=1648800,inf,inf,1.0869026900366755e+193,9.012998562825969e+127,8.817450142908617e+94
t=1652400,inf,inf,2.8603050993692474e+193,1.712118272783591e+128,1.4197407041291412e+95
t=1656000,inf,inf,7.527163280962657e+193,3.252345516728037e+128,2.2859888344885884e+95
t=1659600,inf,inf,1.9808317991029995e+194,6.17814432705282e+128,3.680766163438748e+95
t=1663200,inf,inf,5.212681060883457e+194,1.1735940068264429e+129,5.926542526000443e+95
t=1666800,inf,inf,1.3717406381850125e+195,2.229339344896849e+129,9.542532292825688e+95
t=1670400,inf,inf,3.6097752250826783e+195,4.2348004081901216e+129,1.5364729888751928e+96
t=1674000,inf,inf,9.499169216529835e+195,8.044298594576537e+129,2.4739178916380307e+96
t=1677600,inf,inf,2.4997029544735282e+196,1.5280652287561188e+130,3.9833154007313234e+96
t=1681200,inf,inf,6.577918733025393e+196,2.902646054930105e+130,6.413619242899994e+96
t=1684800,inf,inf,1.7309556093346017e+197,5.513720546714116e+130,1.0326679968051493e+97
t=1688400,inf,inf,4.554919327670323e+197,1.0473549849916041e+131,1.6627131474868707e+97
t=1692000,inf,inf,1.198595897103263e+198,1.9894890112842745e+131,2.677151902643039e+97
t=1695600,inf,inf,3.1540039117914704e+198,3.779093837548117e+131,4.310501189148417e+97
t=1699200,inf,inf,8.299444363473324e+198,7.17847679546529e+131,6.940353618562617e+97
t=1702800,inf,inf,2.1839020866155223e+199,1.3635636737874064e+132,1.1174664795959091e+98
t=1706400,inf,inf,5.746648967934319e+199,2.590103060097836e+132,1.7992291907684736e+98
t=1710000,inf,inf,1.5121453608561388e+200,4.9199101384941366e+132,2.8969270070068986e+98
t=1713600,inf,inf,3.978961943819602e+200,9.345354980211029e+132,4.664313134264469e+98
t=1717200,inf,inf,1.0469921048551201e+201,1.7751413653426077e+133,7.509947981203264e+98
t=1720800,inf,inf,2.754954375713863e+201,3.371852736474221e+133,1.2091641009517822e+99
t=1724400,inf,inf,7.249078513479927e+201,6.4047586559762e+133,1.9468507050717738e+99
t=1728000,inf,inf,1.907429916636991e+202,1.2165653949109333e+134,3.1345784421777106e+99
t=1731600,inf,inf,5.018937362506156e+202,2.3108229415314654e+134,5.046900326867835e+99
t=1735200,inf,inf,1.320603262993439e+203,4.389311545684281e+134,8.125861329333535e+99
t=1738800,inf,inf,3.474804429921596e+203,8.337285480309125e+134,1.308317591793058e+100
t=1742400,inf,inf,9.142938163433512e+203,1.583621791159722e+135,2.10647375570778e+100
t=1746000,inf,inf,2.40568421942144e+204,3.0079928535566404e+135,3.391548434235423e+100
t=1749600,inf,inf,6.329783885920624e+204,5.7134794348064846e+135,5.460584040825107e+100
t=1753200,inf,inf,1.6654690903223414e+205,1.0852332147907948e+136,8.791829765411528e+100
t=1756800,inf,inf,4.382094191577124e+205,2.061313415169436e+136,1.4155282788824396e+101
t=1760400,inf,inf,1.1529866579175712e+206,3.915286333551326e+136,2.2790661784016438e+101
t=1764000,inf,inf,3.0336418194029798e+206,7.436722509150327e+136,3.669394712972141e+101
t=1767600,inf,inf,7.981817173185078e+206,1.4125316164858108e+137,5.907871435645187e+101
t=1771200,inf,inf,2.1000841972598918e+207,2.682954659408666e+137,9.511888546143236e+101
t=1774800,inf,inf,5.52546841865422e+207,5.0959721717501995e+137,1.5314456331761823e+102
t=1778400,inf,inf,1.4537809148400504e+208,9.67919687122071e+137,2.4656732893179765e+102
t=1782000,inf,inf,3.8249547223445696e+208,1.8384429737398158e+138,3.969799700485786e+102
t=1785600,inf,inf,1.0063547768534127e+209,3.49188208606478e+138,6.391470342782725e+102
t=1789200,inf,inf,2.647728253195972e+209,6.632351684789726e+138,1.0290395876593873e+103
t=1792800,inf,inf,6.966155996061481e+209,1.259720209314435e+139,1.656771098767662e+103
t=1796400,inf,inf,1.8327805826255153e+210,2.392650265043233e+139,2.66742404658134e+103
t=1800000,inf,inf,4.82197831820382e+210,4.5444667095595063e+139,4.294580426261815e+103
t=1803600,inf,inf,1.2686374721437128e+211,8.631478875383062e+139,6.914305220904071e+103
t=1807200,inf,inf,3.337700207466918e+211,1.6394043455678435e+140,1.1132058585246998e+104
t=1810800,inf,inf,8.7812153923217e+211,3.1137628946586597e+140,1.7922622244855275e+104
t=1814400,inf,inf,2.31025252135854e+212,5.914030856307342e+140,2.885537698786355e+104
t=1818000,inf,inf,6.078015445644156e+212,1.1232598249375116e+141,4.645699225847942e+104
t=1821600,inf,inf,1.5990486401243547e+213,2.133415575348519e+141,7.479534372004415e+104
t=1825200,inf,inf,4.206869913504993e+213,4.051998679894527e+141,1.2041959827826824e+105
t=1828800,inf,inf,1.1067614648741644e+214,7.695941009841375e+141,1.9387371219341742e+105
t=1832400,inf,inf,2.911699282010921e+214,1.461681562888106e+142,3.1213309587687794e+105
t=1836000,inf,inf,7.660137357429158e+214,2.776146716824814e+142,5.025275284702917e+105
t=1839600,inf,inf,2.0152278107839505e+215,5.272670950654471e+142,8.090568517447958e+105
t=1843200,inf,inf,5.301628549305246e+215,1.0014229414447269e+143,1.3025588979321355e+106
t=1846800,inf,inf,1.3947359879893288e+216,1.9019671785600392e+143,2.0970792756218667e+106
t=1850400,inf,inf,3.669207605044075e+216,3.612327502721315e+143,3.376225743904556e+106
t=1854000,inf,inf,9.652729473996807e+216,6.860722244903352e+143,5.4355970936093535e+106
t=1857600,inf,inf,2.5393675261940006e+217,1.3030202948008331e+144,8.751090840753477e+106
t=1861200,inf,inf,6.680340041831104e+217,2.4747489477038886e+144,1.4088873886041915e+107
t=1864800,inf,inf,1.757394097853323e+218,4.70012864342855e+144,2.2682427328300335e+107
t=1868400,inf,inf,4.623143227593045e+218,8.926618454103975e+144,3.651757527421177e+107
t=1872000,inf,inf,1.2161947618994804e+219,1.6953635179745484e+145,5.879135887230259e+107
t=1875600,inf,inf,3.199385033815493e+219,3.219862534968969e+145,9.465078612287797e+107
t=1879200,inf,inf,8.416421826045793e+219,6.115197207669011e+145,1.5238215663015197e+108
t=1882800,inf,inf,2.2140431885476792e+220,1.1614011314354417e+146,2.4532577030325474e+108
t=1886400,inf,inf,5.824280685436286e+220,2.2057316077642162e+146,3.9495843486892404e+108
t=1890000,inf,inf,1.5321317876365753e+221,4.18910971684956e+146,6.358560142975347e+108
t=1893600,inf,inf,4.0303946418775776e+221,7.955902512885082e+146,1.0236826520018645e+109
t=1897200,inf,inf,1.060221605143156e+222,1.5109699336495999e+147,1.6480526236478027e+109
t=1900800,inf,inf,2.788966895468004e+222,2.8695965834004713e+147,2.6532365990067943e+109
t=1904400,inf,inf,7.336479446065886e+222,5.44984973120998e+147,4.271496534201492e+109
t=1908000,inf,inf,1.9298772745091942e+223,1.0350155346461526e+148,6.876751223376961e+109
t=1911600,inf,inf,5.076557673937963e+223,1.9656576044808654e+148,1.1070971840196492e+110
t=1915200,inf,inf,1.3353853483197767e+224,3.733082072685163e+148,1.782326884681325e+110
t=1918800,inf,inf,3.512703906543457e+224,7.089667579640698e+148,2.8693805542838175e+110
t=1922400,inf,inf,9.240046128792974e+224,1.3464271998284123e+149,4.619427184986745e+110
t=1926000,inf,inf,2.4305490968091247e+225,2.5570460690567387e+149,7.436820251662627e+110
t=1929600,inf,inf,6.393406594482913e+225,4.856159060071412e+149,1.1972521592244919e+111
t=1933200,inf,inf,1.681736395446794e+226,9.222441968727349e+149,1.927450174410785e+111
t=1936800,inf,inf,4.423654478516264e+226,1.7514495760802947e+150,3.1029864542909314e+111
t=1940400,inf,inf,1.1635958222964137e+227,3.326197463477077e+150,4.995463490550902e+111
t=1944000,inf,inf,3.0607002128495933e+227,6.31679964120111e+150,8.042126317213144e+111
t=1947600,inf,inf,8.05076451003935e+227,1.1996232185392018e+151,1.2946881833443397e+112
t=1951200,inf,inf,2.1176351970128456e+228,2.278197196790321e+151,2.084292532660973e+112
t=1954800,inf,inf,5.57009840597337e+228,4.3264974812333273e+151,3.3554545214518184e+112
t=1958400,inf,inf,1.465116944343871e+229,8.216375738258602e+151,5.4018589341364246e+112
t=1962000,inf,inf,3.8537134668441406e+229,1.5603528711940963e+152,8.69629611513233e+112
t=1965600,inf,inf,1.0136412149727901e+230,2.963221092664883e+152,1.399988926106545e+113
t=1969200,inf,inf,2.666163727752133e+230,5.627350807109548e+152,2.2537932991845586e+113
t=1972800,inf,inf,7.012729536753598e+230,1.0686675615048994e+153,3.628296497654103e+113
t=1976400,inf,inf,1.844527296640145e+231,2.029457543786716e+153,5.841046459128945e+113
t=1980000,inf,inf,4.851553344420757e+231,3.854038264765144e+153,9.403245132292233e+113
t=1983600,inf,inf,1.2760693185851046e+232,7.318983785846055e+153,1.513784530277456e+114
t=1987200,inf,inf,3.3563362082939326e+232,1.389902260054231e+154,2.4369665991286362e+114
t=1990800,inf,inf,8.827838699984494e+232,2.6394683138174747e+154,3.923144470869348e+114
t=1994400,inf,inf,2.321886915447136e+233,5.012418940018254e+154,6.315652671892627e+114
t=1998000,inf,inf,6.106965787146023e+233,9.51868581406419e+154,1.0167200500962282e+115
t=2001600,inf,inf,1.6062297361903685e+234,1.8076125360571437e+155,1.63675528900918e+115
t=2005200,inf,inf,4.2246194343336096e+234,3.4326729033254243e+155,2.634907260201902e+115
t=2008800,inf,inf,1.1111310488772822e+235,6.518658446861246e+155,4.24176039637128e+115
t=2012400,inf,inf,2.9224072624418734e+235,1.2378920109523816e+156,6.8285131621883085e+115
t=2016000,inf,inf,7.686240363888997e+235,2.3507477317635524e+156,1.0992725650575157e+116
t=2019600,inf,inf,2.0215521849724888e+236,4.4640394646000785e+156,1.7696356125026518e+116
t=2023200,inf,inf,5.316841676179482e+236,8.477128398838107e+156,2.8487971953342455e+116
t=2026800,inf,inf,1.3983641442700342e+237,1.6097863320519056e+157,4.586046366908984e+116
t=2030400,inf,inf,3.677770416482706e+237,3.056936735247262e+157,7.382689028622648e+116
t=2034000,inf,inf,9.672678178418531e+237,5.805015839971871e+157,1.188474689835171e+117
t=2037600,inf,inf,2.5439387688096047e+238,1.1023490003752942e+158,1.9132183066213782e+117
t=2041200,inf,inf,6.69058919852931e+238,2.0933100744841428e+158,3.0799122872548654e+117
t=2044800,inf,inf,1.7596239966430153e+239,3.975088153718323e+158,4.958055690442381e+117
t=2048400,inf,inf,4.627785175199665e+239,7.54846623634842e+158,7.981484703431432e+117
t=2052000,inf,inf,1.217094535519004e+240,1.4334066782319812e+159,1.2848582130469704e+118
t=2055600,inf,inf,3.2009083982024766e+240,2.7219421229807283e+159,2.0683591878624513e+118
t=2059200,inf,inf,8.418214634409576e+240,5.168768817334891e+159,3.329629814248097e+118
t=2062800,inf,inf,2.2139334506155395e+241,9.815085567986937e+159,5.3600048385989665e+118
t=2066400,inf,inf,5.822465885195503e+241,1.8638022647760356e+160,8.628467178191662e+118
t=2070000,inf,inf,1.5312537657461602e+242,3.5391938051525555e+160,1.3889971737249909e+119
t=2073600,inf,inf,4.027033267530548e+242,6.720593417933599e+160,2.2359820609856667e+119
t=2077200,inf,inf,1.0590613018597393e+243,1.2761733429904152e+161,3.59943645940181e+119
t=2080800,inf,inf,2.7851899476005584e+243,2.4233184377960837e+161,5.7942863339319625e+119
t=2084400,inf,inf,7.324641624290447e+243,4.601612860660096e+161,9.327486740009642e+119
t=2088000,inf,inf,1.9262639094471847e+244,8.737927668367357e+161,1.5015111978577524e+120
t=2091600,inf,inf,5.0657417299550974e+244,1.659226175371087e+162,2.417084087648079e+120
t=2095200,inf,inf,1.332196086077805e+245,3.1506598262900376e+162,3.890936948954958e+120
t=2098800,inf,inf,3.503411242787277e+245,5.9826861759986655e+162,6.263482649353833e+120
t=2102400,inf,inf,9.21323069041298e+245,1.1360297730813671e+163,1.0082699336205776e+121
t=2106000,inf,inf,2.422872919910732e+246,2.1571581735871396e+163,1.6230690969455331e+121
t=2109600,inf,inf,6.371580785369591e+246,4.0961236345277506e+163,2.612741576600187e+121
t=2113200,inf,inf,1.675566324089733e+247,7.777909985267784e+163,4.205863368901333e+121
t=2116800,inf,inf,4.406298630894835e+247,1.47690160087653e+164,6.77038119882095e+121
t=2120400,inf,inf,1.1587349606596424e+248,2.8043938388327263e+164,1.0898590694748013e+122
t=2124000,inf,inf,3.047138367608338e+248,5.325069053913776e+164,1.7543927490410966e+122
t=2127600,inf,inf,8.013055052621977e+248,1.0111376510263437e+165,2.8241162283692664e+122
t=2131200,inf,inf,2.107181607383325e+249,1.9199685779458034e+165,4.546085212827309e+122
t=2134800,inf,inf,5.5411984011212295e+249,3.6456650327300038e+165,7.317990504509725e+122
t=2138400,inf,inf,1.4571468780325828e+250,6.922424202174553e+165,1.1780002337533313e+123
t=2142000,inf,inf,3.831782593021908e+250,1.3144330250030146e+166,1.8962612843288094e+123
t=2145600,inf,inf,1.0076188741763837e+251,2.4958445014187843e+166,3.052461869922683e+123
t=2149200,inf,inf,2.649656859109571e+251,4.739094802946431e+166,4.9136202180702585e+123
t=2152800,inf,inf,6.967562712558039e+251,8.998540631028932e+166,7.909557632325233e+123
t=2156400,inf,inf,1.8321880748727286e+252,1.7086282479594226e+167,1.2732159634291636e+124
t=2160000,inf,inf,4.817892834266164e+252,3.244306666315575e+167,2.0495155990222207e+124
t=2163600,inf,inf,1.2668994287962199e+253,6.160203150272823e+167,3.2991317175556723e+124
t=2167200,inf,inf,3.331386869824022e+253,1.1696798024792391e+168,5.310646051741873e+124
t=2170800,inf,inf,8.760036731231633e+253,2.2209448260071816e+168,8.54858699473806e+124
t=2174400,inf,inf,2.303481434272465e+254,4.217036628383119e+168,1.37607020563777e+125
t=2178000,inf,inf,6.057053927671631e+254,8.00711015766119e+168,2.215063223195493e+125
t=2181600,inf,inf,1.5927077849503655e+255,1.5203481919709195e+169,3.565586209221223e+125
t=2185200,inf,inf,4.188019616311736e+255,2.8867498443828985e+169,5.7395129129120345e+125
t=2188800,inf,inf,1.1012331005879292e+256,5.481180103240234e+169,9.238860627627554e+125
t=2192400,inf,inf,2.895661254721314e+256,1.0407294121518942e+170,1.4871715802045998e+126
t=2196000,inf,inf,7.614023368792014e+256,1.9760613345029615e+170,2.3938835701605165e+126
t=2199600,inf,inf,2.0020670178849495e+257,3.7519915415201856e+170,3.8534014507199107e+126
t=2203200,inf,inf,5.264304180066757e+257,7.123970639590991e+170,6.2027571224195e+126
t=2206800,inf,inf,1.3842078318266726e+258,1.3526369072720318e+171,9.9844600560937e+126
t=2210400,inf,inf,3.6396497620023795e+258,2.568261191460086e+171,1.6071768978191258e+127
t=2214000,inf,inf,9.570086318048238e+258,4.876362593481996e+171,2.5870335971450087e+127
t=2217600,inf,inf,2.5163444415378692e+259,9.258734714023506e+171,4.164278323616696e+127
t=2221200,inf,inf,6.616408274077013e+259,1.7579484661180008e+172,6.703115777316865e+127
t=2224800,inf,inf,1.73969246732121e+260,3.3377936960359976e+172,1.078978987310828e+128
t=2228400,inf,inf,4.574257954116306e+260,6.337408379624174e+172,1.7367949537812035e+128
t=2232000,inf,inf,1.202726295315439e+261,1.2032690678605082e+173,2.7956539093297424e+128
t=2235600,inf,inf,3.16235738356013e+261,2.2846131293612083e+173,4.500052306466818e+128
t=2239200,inf,inf,8.314824425563164e+261,4.3377192809566224e+173,7.243542552923422e+128
t=2242800,inf,inf,2.186216725751143e+262,8.235862324619515e+173,1.1659603164526738e+129
t=2246400,inf,inf,5.7481929830892635e+262,1.5637077039275086e+174,1.8767906187998343e+129
t=2250000,inf,inf,1.511358417910215e+263,2.9689366976054896e+174,3.0209753417987314e+129
t=2253600,inf,inf,3.97375971799902e+263,5.6369627643480885e+174,4.862704064928128e+129
t=2257200,inf,inf,1.0448013969333924e+264,1.0702574563669198e+175,7.827224741909971e+129
t=2260800,inf,inf,2.747033130391259e+264,2.0320305274990918e+175,1.2599028924281634e+130
t=2264400,inf,inf,7.222575062920228e+264,3.8580785506176126e+175,2.0279892499827134e+130
t=2268000,inf,inf,1.8989706320117285e+265,7.32505308772235e+175,3.2643260566300767e+130
t=2271600,inf,inf,4.992780267227296e+265,1.3907509415488085e+176,5.254370870659157e+130
t=2275200,inf,inf,1.3126975710003044e+266,2.6405039754612933e+176,8.457601626769428e+130
t=2278800,inf,inf,3.4513176860937056e+266,5.013293923021467e+176,1.3613601614786747e+131
t=2282400,inf,inf,9.07409292182449e+266,9.518278104227982e+176,2.1912814469563507e+131
t=2286000,inf,inf,2.3857203807643556e+267,1.807142894465044e+177,3.527139195243625e+131
t=2289600,inf,inf,6.272402153687911e+267,3.43103764547348e+177,5.677358913534988e+131
