_start,_stop,_time,_value,_field,_measurement,id,influx-sushi,type
2021-05-13T17:14:37.000493904Z,2021-06-12T17:14:37.000493904Z,2021-05-16T16:00:00Z,1.21E+43,price1Cumulative,mem,Sushiswap: UNI / WETH,ingest-data-frame,metrics-hourly
2021-05-13T17:14:37.000493904Z,2021-06-12T17:14:37.000493904Z,2021-05-16T17:00:00Z,1.21E+43,price1Cumulative,mem,Sushiswap: UNI / WETH,ingest-data-frame,metrics-hourly
2021-05-13T17:14:37.000493904Z,2021-06-12T17:14:37.000493904Z,2021-05-16T18:00:00Z,1.21E+43,price1Cumulative,mem,Sushiswap: UNI / WETH,ingest-data-frame,metrics-hourly
2021-05-13T17:14:37.000493904Z,2021-06-12T17:14:37.000493904Z,2021-05-16T19:00:00Z,1.21E+43,price1Cumulative,mem,Sushiswap: UNI / WETH,ingest-data-frame,metrics-hourly
2021-05-13T17:14:37.000493904Z,2021-06-12T17:14:37.000493904Z,2021-05-16T20:00:00Z,1.21E+43,price1Cumulative,mem,Sushiswap: UNI / WETH,ingest-data-frame,metrics-hourly
2021-05-13T17:14:37.000493904Z,2021-06-12T17:14:37.000493904Z,2021-05-16T21:00:00Z,1.21E+43,price1Cumulative,mem,Sushiswap: UNI / WETH,ingest-data-frame,metrics-hourly
2021-05-13T17:14:37.000493904Z,2021-06-12T17:14:37.000493904Z,2021-05-16T22:00:00Z,1.21E+43,price1Cumulative,mem,Sushiswap: UNI / WETH,ingest-data-frame,metrics-hourly
2021-05-13T17:14:37.000493904Z,2021-06-12T17:14:37.000493904Z,2021-05-16T23:00:00Z,1.21E+43,price1Cumulative,mem,Sushiswap: UNI / WETH,ingest-data-frame,metrics-hourly
2021-05-13T17:14:37.000493904Z,2021-06-12T17:14:37.000493904Z,2021-05-17T00:00:00Z,1.21E+43,price1Cumulative,mem,Sushiswap: UNI / WETH,ingest-data-frame,metrics-hourly
2021-05-13T17:14:37.000493904Z,2021-06-12T17:14:37.000493904Z,2021-05-17T01:00:00Z,1.21E+43,price1Cumulative,mem,Sushiswap: UNI / WETH,ingest-data-frame,metrics-hourly
2021-05-13T17:14:37.000493904Z,2021-06-12T17:14:37.000493904Z,2021-05-17T02:00:00Z,1.21E+43,price1Cumulative,mem,Sushiswap: UNI / WETH,ingest-data-frame,metrics-hourly
2021-05-13T17:14:37.000493904Z,2021-06-12T17:14:37.000493904Z,2021-05-17T03:00:00Z,1.21E+43,price1Cumulative,mem,Sushiswap: UNI / WETH,ingest-data-frame,metrics-hourly
2021-05-13T17:14:37.000493904Z,2021-06-12T17:14:37.000493904Z,2021-05-17T04:00:00Z,1.21E+43,price1Cumulative,mem,Sushiswap: UNI / WETH,ingest-data-frame,metrics-hourly
2021-05-13T17:14:37.000493904Z,2021-06-12T17:14:37.000493904Z,2021-05-17T05:00:00Z,1.21E+43,price1Cumulative,mem,Sushiswap: UNI / WETH,ingest-data-frame,metrics-hourly
2021-05-13T17:14:37.000493904Z,2021-06-12T17:14:37.000493904Z,2021-05-17T06:00:00Z,1.21E+43,price1Cumulative,mem,Sushiswap: UNI / WETH,ingest-data-frame,metrics-hourly
2021-05-13T17:14:37.000493904Z,2021-06-12T17:14:37.000493904Z,2021-05-17T07:00:00Z,1.21E+43,price1Cumulative,mem,Sushiswap: UNI / WETH,ingest-data-frame,metrics-hourly
2021-05-13T17:14:37.000493904Z,2021-06-12T17:14:37.000493904Z,2021-05-17T08:00:00Z,1.21E+43,price1Cumulative,mem,Sushiswap: UNI / WETH,ingest-data-frame,metrics-hourly
2021-05-13T17:14:37.000493904Z,2021-06-12T17:14:37.000493904Z,2021-05-17T09:00:00Z,1.21E+43,price1Cumulative,mem,Sushiswap: UNI / WETH,ingest-data-frame,metrics-hourly
2021-05-13T17:14:37.000493904Z,2021-06-12T17:14:37.000493904Z,2021-05-17T10:00:00Z,1.21E+43,price1Cumulative,mem,Sushiswap: UNI / WETH,ingest-data-frame,metrics-hourly
2021-05-13T17:14:37.000493904Z,2021-06-12T17:14:37.000493904Z,2021-05-17T11:00:00Z,1.21E+43,price1Cumulative,mem,Sushiswap: UNI / WETH,ingest-data-frame,metrics-hourly
2021-05-13T17:14:37.000493904Z,2021-06-12T17:14:37.000493904Z,2021-05-17T12:00:00Z,1.21E+43,price1Cumulative,mem,Sushiswap: UNI / WETH,ingest-data-frame,metrics-hourly
2021-05-13T17:14:37.000493904Z,2021-06-12T17:14:37.000493904Z,2021-05-17T13:00:00Z,1.21E+43,price1Cumulative,mem,Sushiswap: UNI / WETH,ingest-data-frame,metrics-hourly
2021-05-13T17:14:37.000493904Z,2021-06-12T17:14:37.000493904Z,2021-05-17T14:00:00Z,1.21E+43,price1Cumulative,mem,Sushiswap: UNI / WETH,ingest-data-frame,metrics-hourly
2021-05-13T17:14:37.000493904Z,2021-06-12T17:14:37.000493904Z,2021-05-17T15:00:00Z,1.21E+43,price1Cumulative,mem,Sushiswap: UNI / WETH,ingest-data-frame,metrics-hourly
2021-05-13T17:14:37.000493904Z,2021-06-12T17:14:37.000493904Z,2021-05-17T16:00:00Z,1.21E+43,price1Cumulative,mem,Sushiswap: UNI / WETH,ingest-data-frame,metrics-hourly
2021-05-13T17:14:37.000493904Z,2021-06-12T17:14:37.000493904Z,2021-05-17T17:00:00Z,1.22E+43,price1Cumulative,mem,Sushiswap: UNI / WETH,ingest-data-frame,metrics-hourly
2021-05-13T17:14:37.000493904Z,2021-06-12T17:14:37.000493904Z,2021-05-17T18:00:00Z,1.22E+43,price1Cumulative,mem,Sushiswap: UNI / WETH,ingest-data-frame,metrics-hourly
2021-05-13T17:14:37.000493904Z,2021-06-12T17:14:37.000493904Z,2021-05-17T19:00:00Z,1.22E+43,price1Cumulative,mem,Sushiswap: UNI / WETH,ingest-data-frame,metrics-hourly
2021-05-13T17:14:37.000493904Z,2021-06-12T17:14:37.000493904Z,2021-05-17T20:00:00Z,1.22E+43,price1Cumulative,mem,Sushiswap: UNI / WETH,ingest-data-frame,metrics-hourly
2021-05-13T17:14:37.000493904Z,2021-06-12T17:14:37.000493904Z,2021-05-17T21:00:00Z,1.22E+43,price1Cumulative,mem,Sushiswap: UNI / WETH,ingest-data-frame,metrics-hourly
2021-05-13T17:14:37.000493904Z,2021-06-12T17:14:37.000493904Z,2021-05-17T22:00:00Z,1.22E+43,price1Cumulative,mem,Sushiswap: UNI / WETH,ingest-data-frame,metrics-hourly
2021-05-13T17:14:37.000493904Z,2021-06-12T17:14:37.000493904Z,2021-05-17T23:00:00Z,1.22E+43,price1Cumulative,mem,Sushiswap: UNI / WETH,ingest-data-frame,metrics-hourly
2021-05-13T17:14:37.000493904Z,2021-06-12T17:14:37.000493904Z,2021-05-18T00:00:00Z,1.22E+43,price1Cumulative,mem,Sushiswap: UNI / WETH,ingest-data-frame,metrics-hourly
2021-05-13T17:14:37.000493904Z,2021-06-12T17:14:37.000493904Z,2021-05-18T01:00:00Z,1.22E+43,price1Cumulative,mem,Sushiswap: UNI / WETH,ingest-data-frame,metrics-hourly
2021-05-13T17:14:37.000493904Z,2021-06-12T17:14:37.000493904Z,2021-05-18T02:00:00Z,1.22E+43,price1Cumulative,mem,Sushiswap: UNI / WETH,ingest-data-frame,metrics-hourly
2021-05-13T17:14:37.000493904Z,2021-06-12T17:14:37.000493904Z,2021-05-18T04:00:00Z,1.22E+43,price1Cumulative,mem,Sushiswap: UNI / WETH,ingest-data-frame,metrics-hourly
2021-05-13T17:14:37.000493904Z,2021-06-12T17:14:37.000493904Z,2021-05-18T05:00:00Z,1.22E+43,price1Cumulative,mem,Sushiswap: UNI / WETH,ingest-data-frame,metrics-hourly
2021-05-13T17:14:37.000493904Z,2021-06-12T17:14:37.000493904Z,2021-05-18T06:00:00Z,1.22E+43,price1Cumulative,mem,Sushiswap: UNI / WETH,ingest-data-frame,metrics-hourly
2021-05-13T17:14:37.000493904Z,2021-06-12T17:14:37.000493904Z,2021-05-18T07:00:00Z,1.22E+43,price1Cumulative,mem,Sushiswap: UNI / WETH,ingest-data-frame,metrics-hourly
2021-05-13T17:14:37.000493904Z,2021-06-12T17:14:37.000493904Z,2021-05-18T08:00:00Z,1.22E+43,price1Cumulative,mem,Sushiswap: UNI / WETH,ingest-data-frame,metrics-hourly
2021-05-13T17:14:37.000493904Z,2021-06-12T17:14:37.000493904Z,2021-05-18T09:00:00Z,1.22E+43,price1Cumulative,mem,Sushiswap: UNI / WETH,ingest-data-frame,metrics-hourly
2021-05-13T17:14:37.000493904Z,2021-06-12T17:14:37.000493904Z,2021-05-18T10:00:00Z,1.22E+43,price1Cumulative,mem,Sushiswap: UNI / WETH,ingest-data-frame,metrics-hourly
2021-05-13T17:14:37.000493904Z,2021-06-12T17:14:37.000493904Z,2021-05-18T11:00:00Z,1.22E+43,price1Cumulative,mem,Sushiswap: UNI / WETH,ingest-data-frame,metrics-hourly
2021-05-13T17:14:37.000493904Z,2021-06-12T17:14:37.000493904Z,2021-05-18T12:00:00Z,1.22E+43,price1Cumulative,mem,Sushiswap: UNI / WETH,ingest-data-frame,metrics-hourly
2021-05-13T17:14:37.000493904Z,2021-06-12T17:14:37.000493904Z,2021-05-18T13:00:00Z,1.22E+43,price1Cumulative,mem,Sushiswap: UNI / WETH,ingest-data-frame,metrics-hourly
2021-05-13T17:14:37.000493904Z,2021-06-12T17:14:37.000493904Z,2021-05-18T14:00:00Z,1.22E+43,price1Cumulative,mem,Sushiswap: UNI / WETH,ingest-data-frame,metrics-hourly
2021-05-13T17:14:37.000493904Z,2021-06-12T17:14:37.000493904Z,2021-05-18T15:00:00Z,1.22E+43,price1Cumulative,mem,Sushiswap: UNI / WETH,ingest-data-frame,metrics-hourly
2021-05-13T17:14:37.000493904Z,2021-06-12T17:14:37.000493904Z,2021-05-18T16:00:00Z,1.22E+43,price1Cumulative,mem,Sushiswap: UNI / WETH,ingest-data-frame,metrics-hourly
2021-05-13T17:14:37.000493904Z,2021-06-12T17:14:37.000493904Z,2021-05-18T17:00:00Z,1.22E+43,price1Cumulative,mem,Sushiswap: UNI / WETH,ingest-data-frame,metrics-hourly
2021-05-13T17:14:37.000493904Z,2021-06-12T17:14:37.000493904Z,2021-05-18T18:00:00Z,1.22E+43,price1Cumulative,mem,Sushiswap: UNI / WETH,ingest-data-frame,metrics-hourly
2021-05-13T17:14:37.000493904Z,2021-06-12T17:14:37.000493904Z,2021-05-18T19:00:00Z,1.22E+43,price1Cumulative,mem,Sushiswap: UNI / WETH,ingest-data-frame,metrics-hourly
2021-05-13T17:14:37.000493904Z,2021-06-12T17:14:37.000493904Z,2021-05-18T20:00:00Z,1.22E+43,price1Cumulative,mem,Sushiswap: UNI / WETH,ingest-data-frame,metrics-hourly
2021-05-13T17:14:37.000493904Z,2021-06-12T17:14:37.000493904Z,2021-05-18T21:00:00Z,1.22E+43,price1Cumulative,mem,Sushiswap: UNI / WETH,ingest-data-frame,metrics-hourly
2021-05-13T17:14:37.000493904Z,2021-06-12T17:14:37.000493904Z,2021-05-18T22:00:00Z,1.22E+43,price1Cumulative,mem,Sushiswap: UNI / WETH,ingest-data-frame,metrics-hourly
2021-05-13T17:14:37.000493904Z,2021-06-12T17:14:37.000493904Z,2021-05-18T23:00:00Z,1.22E+43,price1Cumulative,mem,Sushiswap: UNI / WETH,ingest-data-frame,metrics-hourly
2021-05-13T17:14:37.000493904Z,2021-06-12T17:14:37.000493904Z,2021-05-13T18:00:00Z,1.03E+44,price1Cumulative,mem,Sushiswap: ALPHA / WETH,ingest-data-frame,metrics-hourly
2021-05-13T17:14:37.000493904Z,2021-06-12T17:14:37.000493904Z,2021-05-13T19:00:00Z,1.03E+44,price1Cumulative,mem,Sushiswap: ALPHA / WETH,ingest-data-frame,metrics-hourly
2021-05-13T17:14:37.000493904Z,2021-06-12T17:14:37.000493904Z,2021-05-13T20:00:00Z,1.03E+44,price1Cumulative,mem,Sushiswap: ALPHA / WETH,ingest-data-frame,metrics-hourly
2021-05-13T17:14:37.000493904Z,2021-06-12T17:14:37.000493904Z,2021-05-13T21:00:00Z,1.03E+44,price1Cumulative,mem,Sushiswap: ALPHA / WETH,ingest-data-frame,metrics-hourly
2021-05-13T17:14:37.000493904Z,2021-06-12T17:14:37.000493904Z,2021-05-13T22:00:00Z,1.03E+44,price1Cumulative,mem,Sushiswap: ALPHA / WETH,ingest-data-frame,metrics-hourly
2021-05-13T17:14:37.000493904Z,2021-06-12T17:14:37.000493904Z,2021-05-13T23:00:00Z,1.03E+44,price1Cumulative,mem,Sushiswap: ALPHA / WETH,ingest-data-frame,metrics-hourly
2021-05-13T17:14:37.000493904Z,2021-06-12T17:14:37.000493904Z,2021-05-14T00:00:00Z,1.03E+44,price1Cumulative,mem,Sushiswap: ALPHA / WETH,ingest-data-frame,metrics-hourly
2021-05-13T17:14:37.000493904Z,2021-06-12T17:14:37.000493904Z,2021-05-14T01:00:00Z,1.03E+44,price1Cumulative,mem,Sushiswap: ALPHA / WETH,ingest-data-frame,metrics-hourly
2021-05-13T17:14:37.000493904Z,2021-06-12T17:14:37.000493904Z,2021-05-14T02:00:00Z,1.03E+44,price1Cumulative,mem,Sushiswap: ALPHA / WETH,ingest-data-frame,metrics-hourly
