,timestamp,tick,secondsPerLiquidity,initialized
579,1625293157,-404259524217,52989736349942053626257,True
580,1625291297,-404116854777,52989557290746638802419,True
581,1625291194,-404108955810,52989547375103021744970,True
582,1625291177,-404107652233,52989545738540483007333,True
583,1625291137,-404104585433,52989541888230699991833,True
584,1625291107,-404102285423,52989539000498362730208,True
585,1625291084,-404100522128,52989536786570237496296,True
586,1625291047,-404097685560,52989533224935100784061,True
587,1625290892,-404085802640,52989518304452702814465,True
588,1625290760,-404075683520,52989505597977370350035,True
589,1625290724,-404072923868,52989502132575006950645,True
590,1625290699,-404071007568,52989499726045587923291,True
591,1625290675,-404069167968,52989497415777345657031,True
592,1625289165,-403953430998,52989352061400436404835,True
593,1625288513,-403903457154,52989289282507315674401,True
594,1625287294,-403810024461,52989171909085974922255,True
595,1625285377,-403663092162,52988987313176525266354,True
596,1625285251,-403653435270,52988975180112054396953,True
597,1625285234,-403652132373,52988973543111292454256,True
598,1625285209,-403650216373,52988971135757230773820,True
599,1625285145,-403645312181,52988964972930832871902,True
600,1625285145,-403645312181,52988964972930832871902,True
601,1625285115,-403643013461,52988962084105958855378,True
602,1625285111,-403642706981,52988961633622434195994,True
603,1625285082,-403640485088,52988958367616880415457,True
604,1625285074,-403639872200,52988957466649831096689,True
605,1625285064,-403639106110,52988956340441019448228,True
606,1625285047,-403637803791,52988954425886039645845,True
607,1625284794,-403618422726,52988925932803104939778,True
608,1625284728,-403613367192,52988918499824948059935,True
609,1625284481,-403594448968,52988890682467300342945,True
610,1625284391,-403587555148,52988880546587995506795,True
611,1625284280,-403579052548,52988868045670186208877,True
612,1625284069,-403562889526,52988844282664260426347,True
613,1625284030,-403559901970,52988839890449894997349,True
614,1625284008,-403558216506,52988837412790509370735,True
615,1625283697,-403534385509,52988807465305982066100,True
616,1625283690,-403533848973,52988806791246844795578,True
617,1625281858,-403393426173,52988630380341204853163,True
618,1625281531,-403368361296,52988598892150078073049,True
619,1625281429,-403360542384,52988589070145506416867,True
620,1625281423,-403360082406,52988588492380531613563,True
621,1625281416,-403359545660,52988587818321394343041,True
622,1625281384,-403357091484,52988584736808039540503,True
623,1625281320,-403352182876,52988578573781329935426,True
624,1625279436,-403207666888,52988397149682565935965,True
625,1625278623,-403145305723,52988318859983895483968,True
626,1625278325,-403122447633,52988290158939145805257,True
627,1625278281,-403119072393,52988285921200994845985,True
628,1625276993,-403020260897,52988161871047848583635,True
629,1625276906,-403013587127,52988153491883777368710,True
630,1625276896,-403012820037,52988152528761470332512,True
631,1625276871,-403010902337,52988150120955702742017,True
632,1625276687,-402996788433,52988132399505253275967,True
633,1625276535,-402985129273,52988117760046186325752,True
634,1625276222,-402961122799,52988087614317976092743,True
635,1625275236,-402885506459,52987992650458502323584,True
636,1625272791,-402698011634,52987757167054431973082,True
637,1625272758,-402695480732,52987753988750818753628,True
638,1625272634,-402685969560,52987742046034211504769,True
639,1625271473,-402596898801,52987630227534364602138,True
640,1625271473,-402596898801,52987630227534364602138,True
641,1625271235,-402578637061,52987607305223457140617,True
642,1625271129,-402570502515,52987596993640272889197,True
643,1625270827,-402547324619,52987567615356106437039,True
644,1625270573,-402527827325,52987542906468098891184,True
645,1625270505,-402522608325,52987536291490207107255,True
646,1625270503,-402522454863,52987536098865745700016,True
647,1625270461,-402519232203,52987532053752056147983,True
648,1625270440,-402517620978,52987530031195211371967,True
649,1625270430,-402516853738,52987529068072904335769,True
650,1625270405,-402514935688,52987526660267136745274,True
651,1625270402,-402514705528,52987526371330444634415,True
652,1625270379,-402512941037,52987524156149138451159,True
653,1625268774,-402389811857,52987369575018859141321,True
654,1625266732,-402233141449,52987172905443762349614,True
655,1625266703,-402230916511,52987170112389071944639,True
656,1625266677,-402228922701,52987167608271073650524,True
657,1625266668,-402228232599,52987166741489174891264,True
658,1625266501,-402215427874,52987150657869497913883,True
659,1625266490,-402214584471,52987149598469399430343,True
660,1625266479,-402213741299,52987148539069300946803,True
661,1625266444,-402211058899,52987145168250805771903,True
662,1625266243,-402195655666,52987125810121733481761,True
663,1625266234,-402194966014,52987124943339834722501,True
664,1625266212,-402193280352,52987122824539637755421,True
665,1625266189,-402191518276,52987120233789420542406,True
666,1625266095,-402184317030,52987109645505924106606,True
667,1625265597,-402146191146,52987053451440766554325,True
668,1625265498,-402138612498,52987042280331428004776,True
669,1625265261,-402120470385,52987015537372708446763,True
670,1625265254,-402119934570,52987014747496290569523,True
671,1625265197,-402115571619,52987008315645459283419,True
672,1625264235,-402041945911,52986899764057745296884,True
673,1625262513,-401910168139,52986705454458947495622,True
674,1625262275,-401891956141,52986678598660739669432,True
675,1625262198,-401886064332,52986669910020143019783,True
676,1625262177,-401884458315,52986667436580060598715,True
677,1625260537,-401759040955,52986474272687909620025,True
678,1625258503,-401603539621,52986234702348497979382,True
679,1625257272,-401509428440,52986089636753117569357,True
680,1625257260,-401508510992,52986088222628710936603,True
681,1625257153,-401500330307,52986075613352751794546,True
682,1625256987,-401487636951,52986056051298460041448,True
683,1625255974,-401410170815,52985936675629800126456,True
684,1625251520,-401069595705,52985411799787538269225,True
685,1625251441,-401063555286,52985402490135194603594,True
686,1625250082,-400959651582,52985242340546143444192,True
687,1625249014,-400877986962,52985116483473953129077,True
688,1625248998,-400876763122,52985114597974744285405,True
689,1625248946,-400872785018,52985108727417749746246,True
690,1625248933,-400871790388,52985107259778501111457,True
691,1625248105,-400808409472,52985013782447895757146,True
692,1625245441,-400604464288,52984713029297252443274,True
693,1625245344,-400597039714,52984702078450551091380,True
694,1625245327,-400595738551,52984700159229995184348,True
695,1625244160,-400506419872,52984568410383598507438,True
696,1625244092,-400501214608,52984560733501374879307,True
697,1625242704,-400394950716,52984404034787751410968,True
698,1625242265,-400361341315,52984354327455037126866,True
699,1625242024,-400342887704,52984327087464560787565,True
700,1625241610,-400311186896,52984280293456024669429,True
701,1625241508,-400303378184,52984268744144095610253,True
702,1625240229,-400205480966,52984123924830789074109,True
703,1625239482,-400148304092,52984039318369946753454,True
704,1625239320,-400135904288,52984020966540861433779,True
705,1625239200,-400126718288,52984007372593390826612,True
706,1625238928,-400105895056,52983976559645790783700,True
707,1625238780,-400094562104,52983959823337820520820,True
708,1625238178,-400048460342,52983891747274319856942,True
709,1625238032,-400037281414,52983875237132673516534,True
710,1625238026,-400036822132,52983874557435299986176,True
711,1625237980,-400033301430,52983869346422102920096,True
712,1625236520,-399921580770,52983703953394543866230,True
713,1625236289,-399903904419,52983677792677468093122,True
714,1625236223,-399898858851,52983669989494514991970,True
715,1625236041,-399884946953,52983648473260291618943,True
716,1625235853,-399870591837,52983626244839991242111,True
717,1625235831,-399868912137,52983623643641870985248,True
718,1625234895,-399797454153,52983512974485481875062,True
719,1625234491,-399766611177,52983465555145166776875,True
720,1625233877,-399719744557,52983393487137856206857,True
721,1625233650,-399702417647,52983323900233509056693,True
722,1625233591,-399697914944,52983305821724846377386,True
723,1625232660,-399626876851,52983020548986457319162,True
724,1625232101,-399584214530,52982849262777263459284,True
725,1625231729,-399555817166,52982735226088201169147,True
726,1625231712,-399554519607,52982730014734131118254,True
727,1625231648,-399549635639,52982710404148463127141,True
728,1625231542,-399541547839,52982677924115950516860,True
729,1625231479,-399536740939,52982658534424545413766,True
730,1625230625,-399471600381,52982395696385498460704,True
731,1625230060,-399428503876,52982226055400692731179,True
732,1625229952,-399420268012,52982183811053888919574,True
733,1625229317,-399371863867,52981935429940736879115,True
734,1625229164,-399360201595,52981875583782764812674,True
735,1625228956,-399344356155,52981790802343710643543,True
736,1625228500,-399309618075,52981604937725255084609,True
737,1625227264,-399215459595,52981101144633118829018,True
738,1625226955,-399191919975,52980975195283754702761,True
739,1625226902,-399187880686,52980954464261712091511,True
740,1625226501,-399157317268,52980797612566634976198,True
741,1625226218,-399135758328,52980682260897152621082,True
742,1625225716,-399097520988,52980477644154819962891,True
743,1625225600,-399088682948,52980430362198424368568,True
744,1625225538,-399083958238,52980406110814148106350,True
745,1625225510,-399081824358,52980395158576087858897,True
746,1625224946,-399038829510,52980174549209445731623,True
747,1625224701,-399020152670,52980078682071338628900,True
748,1625224393,-398996673214,52979957962661672817100,True
749,1625224329,-398991795710,52979932878109014986077,True
750,1625224067,-398971831834,52979825859968756627854,True
751,1625223957,-398963450164,52979780928688495485089,True
752,1625223631,-398938615484,52979647768712448825621,True
753,1625222790,-398874558196,52979304248651543179569,True
754,1625222418,-398846223700,52979152274176317803536,True
755,1625221882,-398805392828,52978933300201261885381,True
756,1625221840,-398802194108,52978916141792768697765,True
757,1625221064,-398743112572,52978598973127719328360,True
758,1625220898,-398730472170,52978531156560817682066,True
759,1625220863,-398727806745,52978516857887073359053,True
760,1625220863,-398727806745,52978516857887073359053,True
761,1625220749,-398719124277,52978470285064020421237,True
762,1625220693,-398714858981,52978447407186029504415,True
763,1625220358,-398689340021,52978310548451619555568,True
764,1625220326,-398686902261,52978297475378481888813,True
765,1625220302,-398685073773,52978287670573628638747,True
766,1625220266,-398682330897,52978272963366348763648,True
767,1625220256,-398681568877,52978269043284864139195,True
768,1625220195,-398676920494,52978245130787807930028,True
769,1625220148,-398673338953,52978226698227349010158,True
770,1625220104,-398669985757,52978209442213302361769,True
771,1625218969,-398583478327,52977764315487326318083,True
772,1625218835,-398573266857,52977711763080911525261,True
773,1625218603,-398555587297,52977620327515567241367,True
774,1625218593,-398554825187,52977616386327405849820,True
775,1625217843,-398497665437,52977320797215301483782,True
776,1625217735,-398489434433,52977278227951169707386,True
777,1625217598,-398478991197,52977224228051298842883,True
778,1625217505,-398471901714,52977187571184963146542,True
779,1625217451,-398467784322,52977166286552897258344,True
780,1625216772,-398416001745,52976961215636760396657,True
781,1625216722,-398412187745,52976946114685645752940,True
782,1625216697,-398410280595,52976938564210088431082,True
783,1625216681,-398409059891,52976933731905731745093,True
784,1625215860,-398346417591,52976685769462640217719,True
785,1625215188,-398295143991,52976481994811830847019,True
786,1625214870,-398270878047,52976385565736001412670,True
787,1625214817,-398266833299,52976369494223363173612,True
788,1625214759,-398262405463,52976351904910044216344,True
789,1625214635,-398252937939,52976314300171224376667,True
790,1625213597,-398173673145,52975999512115619589687,True
791,1625213561,-398170925229,52975988594610800926555,True
792,1625213521,-398167871989,52975976463874625370577,True
793,1625212478,-398088277530,52975660184066131105664,True
794,1625211959,-398048685096,52975502802263054860707,True
795,1625211944,-398047541121,52975498253656029535709,True
796,1625211902,-398044338621,52975481611456727613689,True
797,1625211101,-397983288804,52975164220941469529445,True
798,1625210834,-397962939132,52975058424103050168031,True
799,1625210703,-397952956408,52975006516290941792206,True
800,1625210703,-397952956408,52975006516290941792206,True
801,1625210607,-397945640824,52974968521990479389514,True
802,1625210469,-397935124672,52974913982909954084620,True
803,1625210327,-397924303704,52974857966739037554249,True
804,1625210113,-397907998402,52974769965876768510017,True
805,1625209435,-397856348362,52974491159406589014738,True
806,1625209320,-397847589847,52974443869223593967604,True
807,1625208802,-397808146737,52974230857790624972686,True
808,1625208358,-397774341465,52974048276562365834185,True
809,1625208321,-397771524544,52974033061460010905977,True
810,1625207803,-397732087650,52973820021807142625653,True
811,1625207754,-397728357182,52973799869407546977515,True
812,1625207541,-397712141279,52973712268160325078463,True
813,1625206960,-397667909168,52973468406200152168282,True
814,1625206912,-397664254880,52973448544647843013911,True
815,1625206839,-397658697317,52973418610009484788624,True
816,1625206776,-397653900182,52973392956301481566529,True
817,1625206599,-397640420570,52973320881598043942547,True
818,1625206597,-397640268248,52973320067194615268830,True
819,1625206483,-397631585324,52973273646199180866944,True
820,1625205466,-397554115349,52972859522055700281692,True
821,1625205452,-397553048829,52972853821231699565671,True
822,1625205427,-397551144254,52972843641188841144205,True
823,1625205318,-397542840089,52972799256201978426612,True
824,1625204768,-397500936139,52972575295259093154352,True
825,1625204744,-397499106787,52972565916497524809425,True
826,1625204743,-397499030558,52972565525715792795054,True
827,1625204518,-397481875208,52972477599826089561363,True
828,1625202571,-397333410617,52971716747793857579153,True
829,1625202111,-397298334697,52971536988197130968051,True
830,1625202069,-397295132155,52971520575364386364429,True
831,1625201835,-397277292463,52971429132439095001390,True
832,1625201661,-397264027051,52971361029984997327503,True
833,1625201064,-397218512965,52971132480771868789844,True
834,1625200348,-397163926557,52970858374099247270529,True
835,1625199811,-397122974937,52970652794094781131043,True
836,1625199488,-397098346833,52970529139827662764090,True
837,1625199452,-397095602229,52970515357927922017309,True
838,1625199138,-397071665067,52970395149135738837051,True
839,1625198380,-397013888033,52970104963580086446491,True
840,1625198380,-397013888033,52970104963580086446491,True
841,1625198359,-397012287287,52970096924138571010869,True
842,1625198069,-396990177977,52969985903279548328465,True
843,1625197492,-396946186343,52969765010053148025889,True
844,1625197442,-396942372143,52969750245337090186072,True
845,1625197432,-396941609123,52969747292393878618109,True
846,1625197253,-396927949633,52969694434710391551563,True
847,1625197132,-396918715760,52969658704097531579205,True
848,1625197006,-396909099314,52969621537571115208756,True
849,1625196962,-396905741014,52969608558784112666695,True
850,1625196826,-396895360814,52969568428318841104471,True
851,1625196416,-396864062644,52969447446769125365413,True
852,1625196358,-396859632488,52969430337799786579447,True
853,1625196337,-396858028424,52969424143172957019011,True
854,1625195569,-396799330952,52969197596820333094489,True
855,1625195510,-396794820284,52969180189570672897212,True
856,1625193036,-396605616186,52968450265237463946946,True
857,1625192958,-396599652306,52968427252263336906477,True
858,1625191817,-396512411446,52968090784186410663669,True
859,1625191219,-396466687768,52967914440707004972872,True
860,1625191011,-396450782840,52967853103844602993465,True
861,1625190812,-396435563917,52967794420981054945859,True
862,1625190434,-396406652587,52967682953029189810205,True
863,1625190167,-396386229490,52967604217729856500100,True
864,1625189572,-396340711990,52967428758916735453237,True
865,1625189523,-396336963490,52967414308700968638781,True
866,1625189238,-396315153295,52967336894291419337056,True
867,1625189140,-396307651101,52967310274599714664884,True
868,1625189116,-396305813757,52967303755491542092108,True
869,1625189098,-396304435695,52967298866160412662526,True
870,1625188991,-396296241314,52967271592169463344512,True
871,1625188907,-396289807418,52967250180812082571492,True
872,1625188735,-396276632046,52967206338508874321973,True
873,1625188592,-396265674671,52967192956853708916377,True
874,1625188487,-396257628836,52967183130804089798165,True
875,1625187610,-396190423449,52967101059894413925096,True
876,1625187602,-396189810417,52967100311243014373233,True
877,1625185701,-396044153896,52966922412954195861597,True
878,1625184709,-395968145864,52966822270339933702257,True
879,1625184684,-395966230339,52966819746532938171524,True
880,1625184684,-395966230339,52966819746532938171524,True
881,1625184664,-395964698099,52966813382275365561332,True
882,1625184530,-395954436915,52966770741749629073044,True
883,1625184508,-395952752353,52966763741066299201833,True
884,1625184455,-395948694567,52966746875783731784824,True
885,1625184430,-395946780742,52966738257721033699531,True
886,1625184193,-395928643369,52966656558486655850951,True
887,1625184082,-395920148095,52966618294288276352249,True
888,1625183989,-395913028108,52966586235095039474959,True
889,1625181934,-395755682923,52965932307629453777693,True
890,1625181434,-395717398923,52965773201190138522884,True
891,1625181059,-395688682923,52965653871360652081777,True
892,1625181004,-395684469868,52965636369652327403748,True
893,1625180685,-395660025855,52965604165875064431583,True
894,1625177903,-395446832849,52965323316632601771504,True
895,1625176585,-395345842417,52965190261527797391208,True
896,1625175766,-395283087361,52965107576621093730025,True
897,1625174943,-395220056260,52964845637598366620401,True
898,1625174543,-395189422260,52964718328231306056793,True
899,1625173883,-395138891340,52964508267775656126840,True
900,1625173266,-395091634693,52964311893076965207475,True
901,1625173232,-395089030871,52964301071780765059569,True
902,1625173217,-395087882231,52964296297753964167140,True
903,1625170008,-394842207609,52963189873931725503866,True
904,1625169998,-394841442129,52963186426054435885097,True
905,1625169868,-394831492709,52963141603649670841088,True
906,1625169699,-394818563871,52963083334523476283876,True
907,1625169611,-394811833279,52963049615502062885970,True
908,1625169607,-394811527383,52963048082819271367884,True
909,1625169329,-394790270391,52962941561365260860861,True
910,1625169302,-394788206349,52962931215756418113776,True
911,1625168576,-394732715265,52962653143838363382549,True
912,1625168178,-394702294533,52962499651578742536167,True
913,1625167463,-394647627778,52962223795593305651748,True
914,1625167406,-394643268874,52962201804276984109914,True
915,1625167366,-394640209114,52962186371774302326171,True
916,1625167289,-394634317074,52962159658522441149166,True
917,1625167211,-394628348436,52962132598345231125707,True
918,1625165942,-394531207755,52961692350077544974801,True
919,1625165928,-394530135775,52961687868831238762491,True
920,1625165928,-394530135775,52961687868831238762491,True
921,1625165452,-394493669891,52961535506456827543918,True
922,1625165376,-394487848519,52961511179691165248516,True
923,1625165080,-394465180543,52961416433340691045370,True
924,1625163751,-394363420342,52960991035030622748136,True
925,1625163701,-394359593792,52960973688763180425406,True
926,1625163419,-394338012050,52960875857277268903029,True
927,1625163050,-394309772111,52960747863973035711497,True
928,1625162880,-394296761841,52960688864812597322318,True
929,1625162348,-394256073949,52960483527953214234103,True
930,1625161688,-394205596489,52960229243476786929379,True
931,1625160821,-394139290930,52959895206141843788173,True
932,1625160781,-394136232290,52959879794961454254554,True
933,1625158983,-393998793170,52959187337855006478167,True
934,1625158661,-393974188506,52959063327182995252363,True
935,1625158052,-393927621930,52958828691961564603004,True
936,1625155782,-393753978280,52957954107474458570087,True
937,1625155641,-393743190370,52957905251781968748477,True
938,1625155482,-393731022100,52957850159192565332619,True
939,1625155476,-393730562878,52957848080226927467870,True
940,1625155424,-393726582382,52957830062524732640043,True
941,1625155333,-393719615604,52957798531545891691345,True
942,1625155291,-393716399328,52957784056983483552953,True
943,1625153046,-393544434573,52957010357159524726953,True
944,1625152334,-393489894661,52956764978863462952293,True
945,1625152247,-393483230374,52956734992933184235747,True
946,1625151985,-393463158292,52956644690476482813504,True
947,1625151857,-393453351956,52956600573245727920195,True
948,1625151821,-393450596336,52956588098235491429323,True
949,1625151761,-393446005196,52956567306551763944537,True
950,1625151687,-393440345454,52956538792776513800183,True
951,1625151630,-393435987861,52956516829463145445748,True
952,1625151460,-393422996971,52956451350893829372124,True
953,1625150494,-393349179115,52956079278552892153767,True
954,1625149858,-393300584263,52955834311670039078327,True
955,1625149784,-393294923189,52955808668593441847090,True
956,1625149095,-393242198842,52955569910758637896787,True
957,1625148208,-393174273269,52955264192136141097055,True
958,1625147939,-393153673518,52955172461239205890205,True
959,1625147730,-393137664954,52955101190765378907931,True
960,1625147730,-393137664954,52955101190765378907931,True
961,1625147337,-393107555259,52954967174994020036957,True
962,1625147174,-393095064406,52954950363262749559098,True
963,1625147116,-393090619286,52954944381174322027099,True
964,1625145678,-392980405214,52954796066637101492364,True
965,1625145388,-392958180774,52954766156194963832369,True
966,1625145375,-392957184597,52954764815382040420025,True
967,1625145366,-392956494954,52954763887126939596095,True
968,1625145330,-392953736454,52954760174106536300372,True
969,1625144444,-392885846704,52954668790108346060040,True
970,1625143393,-392805290707,52954560387645481565019,True
971,1625143201,-392790574675,52954540584341133341381,True
972,1625143197,-392790268099,52954540171772292753389,True
973,1625143189,-392789654963,52954539346634611577405,True
974,1625143179,-392788888593,52954538315212510107424,True
975,1625143152,-392786819583,52954535530372836138475,True
976,1625143077,-392781072633,52954527794707075113617,True
977,1625143070,-392780536265,52954527072711604084631,True
978,1625143026,-392777164853,52954522534454357616714,True
979,1625142851,-392763756528,52954462852950607526994,True
980,1625142819,-392761305008,52954451939761350367731,True
981,1625142790,-392759083521,52954442049683586067149,True
982,1625142744,-392755560197,52954426361974028900709,True
983,1625141694,-392675146997,52954068272951528362385,True
984,1625141628,-392670091991,52954045764498685471405,True
985,1625141585,-392666798234,52954031099900621163646,True
986,1625141535,-392662968084,52954014048042406852298,True
987,1625140976,-392620139181,52953823408267570851419,True
988,1625140972,-392619832653,52953822995698730263427,True
989,1625140962,-392619066213,52953821964276628793446,True
990,1625140875,-392612397489,52953812990904346004610,True
991,1625139414,-392500411839,52953662300135321240361,True
992,1625139211,-392484849859,52953641362266661399744,True
993,1625138216,-392408571169,52953538735767565136618,True
994,1625138153,-392403741904,52953532237808325875737,True
995,1625138127,-392401749082,52953529556110862053786,True
996,1625138121,-392401289206,52953528937257601171798,True
997,1625138101,-392399756346,52953526874413398231836,True
998,1625138091,-392398989956,52953525842991296761855,True
999,1625138076,-392397840461,52953524295858144556884,True
1000,1625138076,-392397840461,52953524295858144556884,True
1001,1625138057,-392396384491,52953522336156151763920,True
1002,1625138042,-392395235071,52953520789022999558949,True
1003,1625138024,-392393855821,52953518932463216912983,True
1004,1625138010,-392392783113,52953517488472274855010,True
1005,1625137897,-392384127087,52953478951272710511362,True
1006,1625137450,-392349892698,52953326507660274567904,True
1007,1625137433,-392348590906,52953320710028481702046,True
1008,1625136169,-392251814010,52952889639052823911149,True
1009,1625135970,-392236581953,52952821409862517775062,True
1010,1625135918,-392232602445,52952803581129372453070,True
1011,1625135744,-392219286573,52952743923445386183326,True
1012,1625135097,-392169780074,52952522092861828042380,True
1013,1625135080,-392168479013,52952516264237530533268,True
1014,1625135039,-392165341078,52952502206967165952467,True
1015,1625134398,-392116272528,52952282433545124579443,True
1016,1625133930,-392080443384,52952121974946816681510,True
1017,1625133921,-392079754416,52952118889204541529627,True
1018,1625133883,-392076845440,52952105861367280745627,True
1019,1625133816,-392071716992,52952082891233163047521,True
1020,1625133779,-392068885160,52952070206233724915731,True
1021,1625133497,-392047304828,52951973525967736992359,True
1022,1625133281,-392030775212,52951899320397317399700,True
1023,1625133134,-392019527213,52951848819384115176918,True
1024,1625133103,-392017155403,52951838169510582735379,True
1025,1625132876,-391999789222,52951760184952780663464,True
1026,1625132865,-391998947568,52951756405965398184209,True
1027,1625132724,-391988157825,52951707966218040950112,True
1028,1625132561,-391975681642,52951651968495918757504,True
1029,1625132543,-391974303526,52951645817644701549717,True
1030,1625132470,-391968713843,52951620872525876207022,True
1031,1625132445,-391966799393,52951612329676963418428,True
1032,1625132408,-391963965785,52951599686260572491309,True
1033,1625131997,-391932488528,52951459241824446246819,True
1034,1625131933,-391927586896,52951437372131229508018,True
1035,1625131371,-391884542754,52951245328887670020419,True
1036,1625131291,-391878415474,52951217991458123828948,True
1037,1625131276,-391877266594,52951212865690083918048,True
1038,1625131195,-391871062156,52951185186542668399184,True
1039,1625131158,-391868227808,52951172542981503285629,True
1040,1625131158,-391868227808,52951172542981503285629,True
1041,1625130189,-391793990780,52950841418366125041432,True
1042,1625129980,-391777978872,52950770264716112615236,True
1043,1625129887,-391770853770,52950738603044097516498,True
1044,1625129411,-391734406450,52950576549755074000377,True
1045,1625129380,-391732032253,52950565995864402300798,True
1046,1625129348,-391729580605,52950555101525644417362,True
1047,1625129315,-391727052211,52950543866738800350068,True
1048,1625129298,-391725749518,52950542114238323961399,True
1049,1625129256,-391722530890,52950537784531264648216,True
1050,1625129170,-391715940108,52950528918940619387889,True
1051,1625128523,-391666354675,52950462220834253301473,True
1052,1625128439,-391659916915,52950453561420134675107,True
1053,1625127431,-391582657747,52950349648450711158713,True
1054,1625126831,-391536670147,52950287790422768677718,True
1055,1625126730,-391528928800,52950277377654731693418,True
1056,1625126590,-391518198220,52950262944114878447853,True
1057,1625126577,-391517201705,52950261603857606360765,True
1058,1625126520,-391512831914,52950255727344951825071,True
1059,1625126502,-391511451890,52950253871604113550642,True
1060,1625126408,-391504244534,52950244180513069228620,True
1061,1625126375,-391501714226,52950240778321532392166,True
1062,1625126225,-391490208776,52950225313276390599811,True
1063,1625126199,-391488214290,52950222632668566022470,True
1064,1625126194,-391487830700,52950222117167061296059,True
1065,1625126188,-391487370278,52950221498565255624365,True
1066,1625125985,-391471792464,52950200569204163732045,True
1067,1625125957,-391469643604,52950197650675162732151,True
1068,1625125937,-391468108504,52950195566011590589370,True
1069,1625125918,-391466650121,52950193585581197053728,True
1070,1625125872,-391463119023,52950188790854981125331,True
1071,1625125861,-391462274619,52950187644290016446802,True
1072,1625125196,-391411224564,52950118329226242699317,True
1073,1625124826,-391382820774,52950079750776787806436,True
1074,1625124495,-391357410897,52950045237985001584100,True
1075,1625123794,-391303597230,52949972161834378753170,True
1076,1625123476,-391279185324,52949938829058201014067,True
1077,1625122828,-391229411796,52949872860130842167571,True
1078,1625122795,-391226876835,52949869500602134078167,True
1079,1625122781,-391225801383,52949868075347530646299,True
1080,1625122781,-391225801383,52949868075347530646299,True
1081,1625122759,-391224111189,52949865835661725253363,True
1082,1625122752,-391223573330,52949865123034423537429,True
1083,1625122732,-391222036490,52949863086956418634760,True
1084,1625122723,-391221344858,52949862170721316428559,True
1085,1625122101,-391173544158,52949798848695363955533,True
1086,1625122081,-391172006898,52949796757584202945254,True
1087,1625122031,-391168161748,52949791529806300419555,True
1088,1625121960,-391162701067,52949784106361678833063,True
1089,1625121951,-391162008472,52949783166006232640411,True
1090,1625121873,-391156004188,52949775016259032304087,True
1091,1625121823,-391152155288,52949769791945480232425,True
1092,1625121794,-391149922897,52949766761843620030861,True
1093,1625121769,-391147998222,52949764196592156654017,True
1094,1625121753,-391146766382,52949762554831220092837,True
1095,1625121538,-391130212887,52949740493668635051971,True
1096,1625121493,-391126747887,52949735876216000973651,True
1097,1625121408,-391120201697,52949727154361025492379,True
1098,1625120784,-391072144961,52949663149196689197866,True
1099,1625120751,-391069602641,52949659764308190643830,True
1100,1625120741,-391068832201,52949658808343846975632,True
1101,1625120717,-391066983097,52949656514029422171955,True
1102,1625120613,-391058969169,52949646572000248022686,True
1103,1625120497,-391050030209,52949635449714900430498,True
1104,1625119765,-390993623753,52949565264259086314271,True
1105,1625119760,-390993238488,52949564784850235124953,True
1106,1625119685,-390987459738,52949557593717467285176,True
1107,1625119638,-390983838435,52949553087274266105583,True
1108,1625119612,-390981835187,52949550594348239921127,True
1109,1625119535,-390975903107,52949542670975155455879,True
1110,1625119519,-390974670499,52949541024559969073490,True
1111,1625119472,-390971049760,52949536188215359075222,True
1112,1625119439,-390968507572,52949532792484037161545,True
1113,1625119277,-390956031790,52949516122530275039855,True
1114,1625119051,-390938627304,52949492865983939305588,True
1115,1625118588,-390902971211,52949445220935472734942,True
1116,1625118544,-390899582771,52949440693112292326501,True
1117,1625118433,-390891038435,52949429061179414784734,True
1118,1625118249,-390876876323,52949409779416806967750,True
1119,1625115607,-390673526867,52949132937721537367476,True
1120,1625115607,-390673526867,52949132937721537367476,True
1121,1625115593,-390672449357,52949131470732993168232,True
1122,1625115491,-390664599233,52949120782673599716594,True
1123,1625115412,-390658519551,52949112504666814592287,True
1124,1625115394,-390657134487,52949110618538686336116,True
1125,1625113079,-390479016072,52948868041504413389623,True
1126,1625112921,-390466860816,52948851485490843141008,True
1127,1625112849,-390461322288,52948843940978330116323,True
1128,1625112301,-390419167936,52948786517229625632129,True
1129,1625111982,-390394627904,52948753089901456415965,True
1130,1625111930,-390390627336,52948747640932601245932,True
1131,1625111862,-390385395484,52948740515357944485120,True
1132,1625111190,-390333691132,52948670097914277672386,True
1133,1625111175,-390332536927,52948668526096338681031,True
1134,1625111158,-390331228692,52948666744702674490828,True
1135,1625111072,-390324609788,52948657732946490940389,True
1136,1625110688,-390295055612,52948617494964648235618,True
1137,1625110514,-390281664746,52948599262129125760019,True
1138,1625110283,-390263888603,52948575056468173507931,True
1139,1625110271,-390262964987,52948573799031240923407,True
1140,1625108807,-390150258947,52948423154161142228111,True
1141,1625106770,-389993440502,52948213074095435340504,True
1142,1625106747,-389991669686,52948210702057383667252,True
1143,1625106722,-389989744336,52948208123755153587630,True
1144,1625106665,-389985353740,52948202245226069006092,True
1145,1625106631,-389982733938,52948198978423736396341,True
1146,1625106423,-389966704834,52948178993280054548447,True
1147,1625106290,-389956454790,52948166214317988751477,True
1148,1625106281,-389955761034,52948165349576194825367,True
1149,1625106259,-389954065076,52948163235762920783763,True
1150,1625106236,-389952291845,52948161025867225194814,True
1151,1625105981,-389932630070,52948136531819714363600,True
1152,1625105775,-389916744586,52948116744471529143090,True
1153,1625105710,-389911730291,52948110500890791088075,True
